horizon,target_variable,age_id,scenario_id,value,sample,location
12 wk,inc hosp,adult,D,16,10,PL
13 wk,inc hosp,adult,D,20,10,PL
14 wk,inc hosp,adult,D,13,10,PL
15 wk,inc hosp,adult,D,12,10,PL
16 wk,inc hosp,adult,D,19,10,PL
17 wk,inc hosp,adult,D,13,10,PL
18 wk,inc hosp,adult,D,19,10,PL
19 wk,inc hosp,adult,D,27,10,PL
20 wk,inc hosp,adult,D,24,10,PL
21 wk,inc hosp,adult,D,16,10,PL
22 wk,inc hosp,adult,D,31,10,PL
23 wk,inc hosp,adult,D,60,10,PL
24 wk,inc hosp,adult,D,66,10,PL
25 wk,inc hosp,adult,D,83,10,PL
26 wk,inc hosp,adult,D,140,10,PL
27 wk,inc hosp,adult,D,256,10,PL
28 wk,inc hosp,adult,D,485,10,PL
29 wk,inc hosp,adult,D,734,10,PL
30 wk,inc hosp,adult,D,974,10,PL
31 wk,inc hosp,adult,D,1256,10,PL
32 wk,inc hosp,adult,D,1647,10,PL
33 wk,inc hosp,adult,D,1762,10,PL
34 wk,inc hosp,adult,D,1264,10,PL
35 wk,inc hosp,adult,D,781,10,PL
36 wk,inc hosp,adult,D,336,10,PL
37 wk,inc hosp,adult,D,149,10,PL
38 wk,inc hosp,adult,D,51,10,PL
39 wk,inc hosp,adult,D,12,10,PL
40 wk,inc hosp,adult,D,5,10,PL
41 wk,inc hosp,adult,D,4,10,PL
42 wk,inc hosp,adult,D,1,10,PL
1 wk,inc infection,older,D,278337,10,PL
2 wk,inc infection,older,D,186111,10,PL
3 wk,inc infection,older,D,110257,10,PL
4 wk,inc infection,older,D,60332,10,PL
5 wk,inc infection,older,D,32284,10,PL
6 wk,inc infection,older,D,18251,10,PL
7 wk,inc infection,older,D,11151,10,PL
8 wk,inc infection,older,D,7012,10,PL
9 wk,inc infection,older,D,5073,10,PL
10 wk,inc infection,older,D,4089,10,PL
11 wk,inc infection,older,D,3758,10,PL
12 wk,inc infection,older,D,4085,10,PL
13 wk,inc infection,older,D,4818,10,PL
14 wk,inc infection,older,D,6136,10,PL
15 wk,inc infection,older,D,6951,10,PL
16 wk,inc infection,older,D,6764,10,PL
17 wk,inc infection,older,D,6945,10,PL
18 wk,inc infection,older,D,7539,10,PL
19 wk,inc infection,older,D,8395,10,PL
20 wk,inc infection,older,D,9777,10,PL
21 wk,inc infection,older,D,11959,10,PL
22 wk,inc infection,older,D,14866,10,PL
23 wk,inc infection,older,D,19208,10,PL
24 wk,inc infection,older,D,25932,10,PL
25 wk,inc infection,older,D,44432,10,PL
26 wk,inc infection,older,D,89733,10,PL
27 wk,inc infection,older,D,178270,10,PL
28 wk,inc infection,older,D,300544,10,PL
29 wk,inc infection,older,D,403791,10,PL
30 wk,inc infection,older,D,500702,10,PL
31 wk,inc infection,older,D,663795,10,PL
32 wk,inc infection,older,D,770405,10,PL
33 wk,inc infection,older,D,657012,10,PL
34 wk,inc infection,older,D,398849,10,PL
35 wk,inc infection,older,D,184122,10,PL
36 wk,inc infection,older,D,71022,10,PL
37 wk,inc infection,older,D,24076,10,PL
38 wk,inc infection,older,D,9182,10,PL
39 wk,inc infection,older,D,4050,10,PL
40 wk,inc infection,older,D,2237,10,PL
41 wk,inc infection,older,D,1511,10,PL
42 wk,inc infection,older,D,198,10,PL
1 wk,inc death,older,D,754,10,PL
2 wk,inc death,older,D,690,10,PL
3 wk,inc death,older,D,500,10,PL
4 wk,inc death,older,D,320,10,PL
5 wk,inc death,older,D,208,10,PL
6 wk,inc death,older,D,117,10,PL
7 wk,inc death,older,D,71,10,PL
8 wk,inc death,older,D,30,10,PL
9 wk,inc death,older,D,22,10,PL
10 wk,inc death,older,D,14,10,PL
11 wk,inc death,older,D,7,10,PL
12 wk,inc death,older,D,8,10,PL
13 wk,inc death,older,D,9,10,PL
14 wk,inc death,older,D,5,10,PL
15 wk,inc death,older,D,5,10,PL
16 wk,inc death,older,D,7,10,PL
17 wk,inc death,older,D,7,10,PL
18 wk,inc death,older,D,7,10,PL
19 wk,inc death,older,D,6,10,PL
20 wk,inc death,older,D,8,10,PL
21 wk,inc death,older,D,12,10,PL
22 wk,inc death,older,D,8,10,PL
23 wk,inc death,older,D,17,10,PL
24 wk,inc death,older,D,21,10,PL
25 wk,inc death,older,D,17,10,PL
26 wk,inc death,older,D,30,10,PL
27 wk,inc death,older,D,50,10,PL
28 wk,inc death,older,D,115,10,PL
29 wk,inc death,older,D,186,10,PL
30 wk,inc death,older,D,358,10,PL
31 wk,inc death,older,D,520,10,PL
32 wk,inc death,older,D,626,10,PL
33 wk,inc death,older,D,874,10,PL
34 wk,inc death,older,D,1025,10,PL
35 wk,inc death,older,D,984,10,PL
36 wk,inc death,older,D,762,10,PL
37 wk,inc death,older,D,402,10,PL
38 wk,inc death,older,D,171,10,PL
39 wk,inc death,older,D,62,10,PL
40 wk,inc death,older,D,30,10,PL
41 wk,inc death,older,D,7,10,PL
42 wk,inc death,older,D,0,10,PL
1 wk,inc hosp,older,D,5495,10,PL
2 wk,inc hosp,older,D,3731,10,PL
3 wk,inc hosp,older,D,2399,10,PL
4 wk,inc hosp,older,D,1410,10,PL
5 wk,inc hosp,older,D,722,10,PL
6 wk,inc hosp,older,D,453,10,PL
7 wk,inc hosp,older,D,215,10,PL
8 wk,inc hosp,older,D,133,10,PL
9 wk,inc hosp,older,D,72,10,PL
10 wk,inc hosp,older,D,54,10,PL
11 wk,inc hosp,older,D,53,10,PL
12 wk,inc hosp,older,D,45,10,PL
13 wk,inc hosp,older,D,51,10,PL
14 wk,inc hosp,older,D,51,10,PL
15 wk,inc hosp,older,D,67,10,PL
16 wk,inc hosp,older,D,85,10,PL
17 wk,inc hosp,older,D,79,10,PL
18 wk,inc hosp,older,D,89,10,PL
19 wk,inc hosp,older,D,99,10,PL
20 wk,inc hosp,older,D,108,10,PL
21 wk,inc hosp,older,D,131,10,PL
22 wk,inc hosp,older,D,135,10,PL
23 wk,inc hosp,older,D,199,10,PL
24 wk,inc hosp,older,D,202,10,PL
25 wk,inc hosp,older,D,294,10,PL
26 wk,inc hosp,older,D,525,10,PL
27 wk,inc hosp,older,D,1103,10,PL
28 wk,inc hosp,older,D,2155,10,PL
29 wk,inc hosp,older,D,3793,10,PL
30 wk,inc hosp,older,D,5214,10,PL
31 wk,inc hosp,older,D,6028,10,PL
32 wk,inc hosp,older,D,8073,10,PL
33 wk,inc hosp,older,D,9778,10,PL
34 wk,inc hosp,older,D,8504,10,PL
35 wk,inc hosp,older,D,5255,10,PL
36 wk,inc hosp,older,D,2420,10,PL
37 wk,inc hosp,older,D,902,10,PL
38 wk,inc hosp,older,D,296,10,PL
39 wk,inc hosp,older,D,109,10,PL
40 wk,inc hosp,older,D,45,10,PL
41 wk,inc hosp,older,D,22,10,PL
42 wk,inc hosp,older,D,4,10,PL
1 wk,inc infection,child,A,378818,11,PL
2 wk,inc infection,child,A,264265,11,PL
3 wk,inc infection,child,A,167471,11,PL
4 wk,inc infection,child,A,106945,11,PL
5 wk,inc infection,child,A,71239,11,PL
6 wk,inc infection,child,A,51162,11,PL
7 wk,inc infection,child,A,35026,11,PL
8 wk,inc infection,child,A,25916,11,PL
9 wk,inc infection,child,A,20267,11,PL
10 wk,inc infection,child,A,17243,11,PL
11 wk,inc infection,child,A,15808,11,PL
12 wk,inc infection,child,A,15444,11,PL
13 wk,inc infection,child,A,16215,11,PL
14 wk,inc infection,child,A,17595,11,PL
15 wk,inc infection,child,A,13757,11,PL
16 wk,inc infection,child,A,12525,11,PL
17 wk,inc infection,child,A,11969,11,PL
18 wk,inc infection,child,A,12218,11,PL
19 wk,inc infection,child,A,13286,11,PL
20 wk,inc infection,child,A,15076,11,PL
21 wk,inc infection,child,A,17662,11,PL
22 wk,inc infection,child,A,21789,11,PL
23 wk,inc infection,child,A,27723,11,PL
24 wk,inc infection,child,A,41511,11,PL
25 wk,inc infection,child,A,94979,11,PL
26 wk,inc infection,child,A,198404,11,PL
27 wk,inc infection,child,A,360625,11,PL
28 wk,inc infection,child,A,547688,11,PL
29 wk,inc infection,child,A,730481,11,PL
30 wk,inc infection,child,A,905302,11,PL
31 wk,inc infection,child,A,977307,11,PL
32 wk,inc infection,child,A,844260,11,PL
33 wk,inc infection,child,A,525270,11,PL
34 wk,inc infection,child,A,247446,11,PL
35 wk,inc infection,child,A,103002,11,PL
36 wk,inc infection,child,A,47365,11,PL
37 wk,inc infection,child,A,24945,11,PL
38 wk,inc infection,child,A,15496,11,PL
39 wk,inc infection,child,A,11900,11,PL
40 wk,inc infection,child,A,10581,11,PL
41 wk,inc infection,child,A,10332,11,PL
42 wk,inc infection,child,A,1502,11,PL
1 wk,inc death,child,A,0,11,PL
2 wk,inc death,child,A,7,11,PL
3 wk,inc death,child,A,1,11,PL
4 wk,inc death,child,A,6,11,PL
5 wk,inc death,child,A,0,11,PL
6 wk,inc death,child,A,0,11,PL
7 wk,inc death,child,A,0,11,PL
8 wk,inc death,child,A,0,11,PL
9 wk,inc death,child,A,0,11,PL
10 wk,inc death,child,A,0,11,PL
11 wk,inc death,child,A,0,11,PL
12 wk,inc death,child,A,0,11,PL
13 wk,inc death,child,A,0,11,PL
14 wk,inc death,child,A,0,11,PL
15 wk,inc death,child,A,0,11,PL
16 wk,inc death,child,A,0,11,PL
17 wk,inc death,child,A,0,11,PL
18 wk,inc death,child,A,0,11,PL
19 wk,inc death,child,A,0,11,PL
20 wk,inc death,child,A,0,11,PL
21 wk,inc death,child,A,0,11,PL
22 wk,inc death,child,A,0,11,PL
23 wk,inc death,child,A,0,11,PL
24 wk,inc death,child,A,0,11,PL
25 wk,inc death,child,A,1,11,PL
26 wk,inc death,child,A,0,11,PL
27 wk,inc death,child,A,0,11,PL
28 wk,inc death,child,A,0,11,PL
29 wk,inc death,child,A,1,11,PL
30 wk,inc death,child,A,1,11,PL
31 wk,inc death,child,A,2,11,PL
32 wk,inc death,child,A,4,11,PL
33 wk,inc death,child,A,5,11,PL
34 wk,inc death,child,A,3,11,PL
35 wk,inc death,child,A,3,11,PL
36 wk,inc death,child,A,2,11,PL
37 wk,inc death,child,A,1,11,PL
38 wk,inc death,child,A,1,11,PL
39 wk,inc death,child,A,1,11,PL
40 wk,inc death,child,A,0,11,PL
41 wk,inc death,child,A,0,11,PL
42 wk,inc death,child,A,0,11,PL
1 wk,inc hosp,child,A,21,11,PL
2 wk,inc hosp,child,A,16,11,PL
3 wk,inc hosp,child,A,15,11,PL
4 wk,inc hosp,child,A,7,11,PL
5 wk,inc hosp,child,A,2,11,PL
6 wk,inc hosp,child,A,1,11,PL
7 wk,inc hosp,child,A,3,11,PL
8 wk,inc hosp,child,A,0,11,PL
9 wk,inc hosp,child,A,1,11,PL
10 wk,inc hosp,child,A,0,11,PL
11 wk,inc hosp,child,A,1,11,PL
12 wk,inc hosp,child,A,1,11,PL
13 wk,inc hosp,child,A,0,11,PL
14 wk,inc hosp,child,A,2,11,PL
15 wk,inc hosp,child,A,0,11,PL
16 wk,inc hosp,child,A,2,11,PL
17 wk,inc hosp,child,A,0,11,PL
18 wk,inc hosp,child,A,1,11,PL
19 wk,inc hosp,child,A,1,11,PL
20 wk,inc hosp,child,A,2,11,PL
21 wk,inc hosp,child,A,2,11,PL
22 wk,inc hosp,child,A,0,11,PL
23 wk,inc hosp,child,A,0,11,PL
24 wk,inc hosp,child,A,1,11,PL
25 wk,inc hosp,child,A,4,11,PL
26 wk,inc hosp,child,A,5,11,PL
27 wk,inc hosp,child,A,9,11,PL
28 wk,inc hosp,child,A,11,11,PL
29 wk,inc hosp,child,A,16,11,PL
30 wk,inc hosp,child,A,19,11,PL
31 wk,inc hosp,child,A,28,11,PL
32 wk,inc hosp,child,A,51,11,PL
33 wk,inc hosp,child,A,39,11,PL
34 wk,inc hosp,child,A,24,11,PL
35 wk,inc hosp,child,A,7,11,PL
36 wk,inc hosp,child,A,4,11,PL
37 wk,inc hosp,child,A,0,11,PL
38 wk,inc hosp,child,A,1,11,PL
39 wk,inc hosp,child,A,1,11,PL
40 wk,inc hosp,child,A,0,11,PL
41 wk,inc hosp,child,A,0,11,PL
42 wk,inc hosp,child,A,1,11,PL
1 wk,inc infection,adult,A,878486,11,PL
2 wk,inc infection,adult,A,619678,11,PL
3 wk,inc infection,adult,A,396909,11,PL
4 wk,inc infection,adult,A,251451,11,PL
5 wk,inc infection,adult,A,165397,11,PL
6 wk,inc infection,adult,A,117956,11,PL
7 wk,inc infection,adult,A,83968,11,PL
8 wk,inc infection,adult,A,61686,11,PL
9 wk,inc infection,adult,A,47969,11,PL
10 wk,inc infection,adult,A,40280,11,PL
11 wk,inc infection,adult,A,37688,11,PL
12 wk,inc infection,adult,A,36757,11,PL
13 wk,inc infection,adult,A,38216,11,PL
14 wk,inc infection,adult,A,42115,11,PL
15 wk,inc infection,adult,A,41290,11,PL
16 wk,inc infection,adult,A,38245,11,PL
17 wk,inc infection,adult,A,37280,11,PL
18 wk,inc infection,adult,A,38456,11,PL
19 wk,inc infection,adult,A,41543,11,PL
20 wk,inc infection,adult,A,46693,11,PL
21 wk,inc infection,adult,A,55751,11,PL
22 wk,inc infection,adult,A,68796,11,PL
23 wk,inc infection,adult,A,87162,11,PL
24 wk,inc infection,adult,A,118612,11,PL
25 wk,inc infection,adult,A,197209,11,PL
26 wk,inc infection,adult,A,373603,11,PL
27 wk,inc infection,adult,A,721663,11,PL
28 wk,inc infection,adult,A,1224894,11,PL
29 wk,inc infection,adult,A,1771659,11,PL
30 wk,inc infection,adult,A,2280233,11,PL
31 wk,inc infection,adult,A,2429058,11,PL
32 wk,inc infection,adult,A,2064994,11,PL
33 wk,inc infection,adult,A,1309832,11,PL
34 wk,inc infection,adult,A,627412,11,PL
35 wk,inc infection,adult,A,264899,11,PL
36 wk,inc infection,adult,A,122678,11,PL
37 wk,inc infection,adult,A,65839,11,PL
38 wk,inc infection,adult,A,42302,11,PL
39 wk,inc infection,adult,A,32152,11,PL
40 wk,inc infection,adult,A,27595,11,PL
41 wk,inc infection,adult,A,26257,11,PL
42 wk,inc infection,adult,A,3822,11,PL
1 wk,inc death,adult,A,75,11,PL
2 wk,inc death,adult,A,78,11,PL
3 wk,inc death,adult,A,44,11,PL
4 wk,inc death,adult,A,28,11,PL
5 wk,inc death,adult,A,26,11,PL
6 wk,inc death,adult,A,14,11,PL
7 wk,inc death,adult,A,8,11,PL
8 wk,inc death,adult,A,5,11,PL
9 wk,inc death,adult,A,2,11,PL
10 wk,inc death,adult,A,4,11,PL
11 wk,inc death,adult,A,0,11,PL
12 wk,inc death,adult,A,4,11,PL
13 wk,inc death,adult,A,4,11,PL
14 wk,inc death,adult,A,0,11,PL
15 wk,inc death,adult,A,1,11,PL
16 wk,inc death,adult,A,0,11,PL
17 wk,inc death,adult,A,3,11,PL
18 wk,inc death,adult,A,2,11,PL
19 wk,inc death,adult,A,5,11,PL
20 wk,inc death,adult,A,1,11,PL
21 wk,inc death,adult,A,0,11,PL
22 wk,inc death,adult,A,1,11,PL
23 wk,inc death,adult,A,4,11,PL
24 wk,inc death,adult,A,3,11,PL
25 wk,inc death,adult,A,4,11,PL
26 wk,inc death,adult,A,4,11,PL
27 wk,inc death,adult,A,17,11,PL
28 wk,inc death,adult,A,17,11,PL
29 wk,inc death,adult,A,34,11,PL
30 wk,inc death,adult,A,47,11,PL
31 wk,inc death,adult,A,73,11,PL
32 wk,inc death,adult,A,124,11,PL
33 wk,inc death,adult,A,105,11,PL
34 wk,inc death,adult,A,78,11,PL
35 wk,inc death,adult,A,79,11,PL
36 wk,inc death,adult,A,32,11,PL
37 wk,inc death,adult,A,26,11,PL
38 wk,inc death,adult,A,10,11,PL
39 wk,inc death,adult,A,2,11,PL
40 wk,inc death,adult,A,3,11,PL
41 wk,inc death,adult,A,1,11,PL
42 wk,inc death,adult,A,1,11,PL
1 wk,inc hosp,adult,A,570,11,PL
2 wk,inc hosp,adult,A,435,11,PL
3 wk,inc hosp,adult,A,293,11,PL
4 wk,inc hosp,adult,A,177,11,PL
5 wk,inc hosp,adult,A,107,11,PL
6 wk,inc hosp,adult,A,58,11,PL
7 wk,inc hosp,adult,A,41,11,PL
8 wk,inc hosp,adult,A,44,11,PL
9 wk,inc hosp,adult,A,28,11,PL
10 wk,inc hosp,adult,A,16,11,PL
11 wk,inc hosp,adult,A,22,11,PL
12 wk,inc hosp,adult,A,21,11,PL
13 wk,inc hosp,adult,A,16,11,PL
14 wk,inc hosp,adult,A,12,11,PL
15 wk,inc hosp,adult,A,13,11,PL
16 wk,inc hosp,adult,A,16,11,PL
17 wk,inc hosp,adult,A,22,11,PL
18 wk,inc hosp,adult,A,17,11,PL
19 wk,inc hosp,adult,A,17,11,PL
20 wk,inc hosp,adult,A,20,11,PL
21 wk,inc hosp,adult,A,16,11,PL
22 wk,inc hosp,adult,A,24,11,PL
23 wk,inc hosp,adult,A,34,11,PL
24 wk,inc hosp,adult,A,54,11,PL
25 wk,inc hosp,adult,A,44,11,PL
26 wk,inc hosp,adult,A,84,11,PL
27 wk,inc hosp,adult,A,154,11,PL
28 wk,inc hosp,adult,A,300,11,PL
29 wk,inc hosp,adult,A,532,11,PL
30 wk,inc hosp,adult,A,734,11,PL
31 wk,inc hosp,adult,A,999,11,PL
32 wk,inc hosp,adult,A,1031,11,PL
33 wk,inc hosp,adult,A,893,11,PL
34 wk,inc hosp,adult,A,581,11,PL
35 wk,inc hosp,adult,A,305,11,PL
36 wk,inc hosp,adult,A,123,11,PL
37 wk,inc hosp,adult,A,55,11,PL
38 wk,inc hosp,adult,A,29,11,PL
39 wk,inc hosp,adult,A,20,11,PL
40 wk,inc hosp,adult,A,10,11,PL
41 wk,inc hosp,adult,A,9,11,PL
42 wk,inc hosp,adult,A,3,11,PL
1 wk,inc infection,older,A,287738,11,PL
2 wk,inc infection,older,A,188649,11,PL
3 wk,inc infection,older,A,117350,11,PL
4 wk,inc infection,older,A,70938,11,PL
5 wk,inc infection,older,A,45268,11,PL
6 wk,inc infection,older,A,31320,11,PL
7 wk,inc infection,older,A,22524,11,PL
8 wk,inc infection,older,A,16277,11,PL
9 wk,inc infection,older,A,12690,11,PL
10 wk,inc infection,older,A,10637,11,PL
11 wk,inc infection,older,A,9699,11,PL
12 wk,inc infection,older,A,9303,11,PL
13 wk,inc infection,older,A,9808,11,PL
14 wk,inc infection,older,A,10633,11,PL
15 wk,inc infection,older,A,10663,11,PL
16 wk,inc infection,older,A,9854,11,PL
17 wk,inc infection,older,A,9498,11,PL
18 wk,inc infection,older,A,9830,11,PL
19 wk,inc infection,older,A,10407,11,PL
20 wk,inc infection,older,A,11765,11,PL
21 wk,inc infection,older,A,13660,11,PL
22 wk,inc infection,older,A,16964,11,PL
23 wk,inc infection,older,A,21703,11,PL
24 wk,inc infection,older,A,28877,11,PL
25 wk,inc infection,older,A,48984,11,PL
26 wk,inc infection,older,A,95437,11,PL
27 wk,inc infection,older,A,200205,11,PL
28 wk,inc infection,older,A,381270,11,PL
29 wk,inc infection,older,A,561483,11,PL
30 wk,inc infection,older,A,712092,11,PL
31 wk,inc infection,older,A,812531,11,PL
32 wk,inc infection,older,A,765063,11,PL
33 wk,inc infection,older,A,539208,11,PL
34 wk,inc infection,older,A,263310,11,PL
35 wk,inc infection,older,A,98513,11,PL
36 wk,inc infection,older,A,37353,11,PL
37 wk,inc infection,older,A,17831,11,PL
38 wk,inc infection,older,A,10503,11,PL
39 wk,inc infection,older,A,7740,11,PL
40 wk,inc infection,older,A,6521,11,PL
41 wk,inc infection,older,A,6157,11,PL
42 wk,inc infection,older,A,915,11,PL
1 wk,inc death,older,A,670,11,PL
2 wk,inc death,older,A,622,11,PL
3 wk,inc death,older,A,482,11,PL
4 wk,inc death,older,A,337,11,PL
5 wk,inc death,older,A,191,11,PL
6 wk,inc death,older,A,110,11,PL
7 wk,inc death,older,A,48,11,PL
8 wk,inc death,older,A,40,11,PL
9 wk,inc death,older,A,28,11,PL
10 wk,inc death,older,A,15,11,PL
11 wk,inc death,older,A,12,11,PL
12 wk,inc death,older,A,5,11,PL
13 wk,inc death,older,A,11,11,PL
14 wk,inc death,older,A,10,11,PL
15 wk,inc death,older,A,12,11,PL
16 wk,inc death,older,A,16,11,PL
17 wk,inc death,older,A,13,11,PL
18 wk,inc death,older,A,5,11,PL
19 wk,inc death,older,A,7,11,PL
20 wk,inc death,older,A,9,11,PL
21 wk,inc death,older,A,9,11,PL
22 wk,inc death,older,A,10,11,PL
23 wk,inc death,older,A,13,11,PL
24 wk,inc death,older,A,10,11,PL
25 wk,inc death,older,A,21,11,PL
26 wk,inc death,older,A,28,11,PL
27 wk,inc death,older,A,43,11,PL
28 wk,inc death,older,A,77,11,PL
29 wk,inc death,older,A,167,11,PL
30 wk,inc death,older,A,303,11,PL
31 wk,inc death,older,A,554,11,PL
32 wk,inc death,older,A,742,11,PL
33 wk,inc death,older,A,806,11,PL
34 wk,inc death,older,A,908,11,PL
35 wk,inc death,older,A,798,11,PL
36 wk,inc death,older,A,465,11,PL
37 wk,inc death,older,A,248,11,PL
38 wk,inc death,older,A,100,11,PL
39 wk,inc death,older,A,32,11,PL
40 wk,inc death,older,A,15,11,PL
41 wk,inc death,older,A,3,11,PL
42 wk,inc death,older,A,2,11,PL
1 wk,inc hosp,older,A,4423,11,PL
2 wk,inc hosp,older,A,2631,11,PL
3 wk,inc hosp,older,A,1616,11,PL
4 wk,inc hosp,older,A,925,11,PL
5 wk,inc hosp,older,A,598,11,PL
6 wk,inc hosp,older,A,361,11,PL
7 wk,inc hosp,older,A,243,11,PL
8 wk,inc hosp,older,A,181,11,PL
9 wk,inc hosp,older,A,128,11,PL
10 wk,inc hosp,older,A,95,11,PL
11 wk,inc hosp,older,A,63,11,PL
12 wk,inc hosp,older,A,72,11,PL
13 wk,inc hosp,older,A,78,11,PL
14 wk,inc hosp,older,A,94,11,PL
15 wk,inc hosp,older,A,75,11,PL
16 wk,inc hosp,older,A,81,11,PL
17 wk,inc hosp,older,A,71,11,PL
18 wk,inc hosp,older,A,74,11,PL
19 wk,inc hosp,older,A,80,11,PL
20 wk,inc hosp,older,A,92,11,PL
21 wk,inc hosp,older,A,92,11,PL
22 wk,inc hosp,older,A,110,11,PL
23 wk,inc hosp,older,A,123,11,PL
24 wk,inc hosp,older,A,153,11,PL
25 wk,inc hosp,older,A,224,11,PL
26 wk,inc hosp,older,A,373,11,PL
27 wk,inc hosp,older,A,725,11,PL
28 wk,inc hosp,older,A,1547,11,PL
29 wk,inc hosp,older,A,3224,11,PL
30 wk,inc hosp,older,A,4815,11,PL
31 wk,inc hosp,older,A,6065,11,PL
32 wk,inc hosp,older,A,7056,11,PL
33 wk,inc hosp,older,A,6743,11,PL
34 wk,inc hosp,older,A,5017,11,PL
35 wk,inc hosp,older,A,2363,11,PL
36 wk,inc hosp,older,A,843,11,PL
37 wk,inc hosp,older,A,310,11,PL
38 wk,inc hosp,older,A,128,11,PL
39 wk,inc hosp,older,A,72,11,PL
40 wk,inc hosp,older,A,51,11,PL
41 wk,inc hosp,older,A,60,11,PL
42 wk,inc hosp,older,A,5,11,PL
1 wk,inc infection,child,B,378818,11,PL
2 wk,inc infection,child,B,264265,11,PL
3 wk,inc infection,child,B,167471,11,PL
4 wk,inc infection,child,B,106945,11,PL
5 wk,inc infection,child,B,71239,11,PL
6 wk,inc infection,child,B,51162,11,PL
7 wk,inc infection,child,B,34783,11,PL
8 wk,inc infection,child,B,25857,11,PL
9 wk,inc infection,child,B,20529,11,PL
10 wk,inc infection,child,B,17388,11,PL
11 wk,inc infection,child,B,16207,11,PL
12 wk,inc infection,child,B,15995,11,PL
13 wk,inc infection,child,B,16687,11,PL
14 wk,inc infection,child,B,17668,11,PL
15 wk,inc infection,child,B,13607,11,PL
16 wk,inc infection,child,B,12093,11,PL
17 wk,inc infection,child,B,11530,11,PL
18 wk,inc infection,child,B,11625,11,PL
19 wk,inc infection,child,B,12720,11,PL
20 wk,inc infection,child,B,14712,11,PL
21 wk,inc infection,child,B,17269,11,PL
22 wk,inc infection,child,B,21023,11,PL
23 wk,inc infection,child,B,26910,11,PL
24 wk,inc infection,child,B,40650,11,PL
25 wk,inc infection,child,B,91170,11,PL
26 wk,inc infection,child,B,196746,11,PL
27 wk,inc infection,child,B,363742,11,PL
28 wk,inc infection,child,B,543297,11,PL
29 wk,inc infection,child,B,712447,11,PL
30 wk,inc infection,child,B,895542,11,PL
31 wk,inc infection,child,B,991420,11,PL
32 wk,inc infection,child,B,866267,11,PL
33 wk,inc infection,child,B,541357,11,PL
34 wk,inc infection,child,B,254806,11,PL
35 wk,inc infection,child,B,105304,11,PL
36 wk,inc infection,child,B,48669,11,PL
37 wk,inc infection,child,B,26124,11,PL
38 wk,inc infection,child,B,16875,11,PL
39 wk,inc infection,child,B,12809,11,PL
40 wk,inc infection,child,B,10815,11,PL
41 wk,inc infection,child,B,10399,11,PL
42 wk,inc infection,child,B,1523,11,PL
1 wk,inc death,child,B,0,11,PL
2 wk,inc death,child,B,7,11,PL
3 wk,inc death,child,B,1,11,PL
4 wk,inc death,child,B,6,11,PL
5 wk,inc death,child,B,0,11,PL
6 wk,inc death,child,B,0,11,PL
7 wk,inc death,child,B,0,11,PL
8 wk,inc death,child,B,0,11,PL
9 wk,inc death,child,B,1,11,PL
10 wk,inc death,child,B,0,11,PL
11 wk,inc death,child,B,0,11,PL
12 wk,inc death,child,B,0,11,PL
13 wk,inc death,child,B,0,11,PL
14 wk,inc death,child,B,0,11,PL
15 wk,inc death,child,B,0,11,PL
16 wk,inc death,child,B,0,11,PL
17 wk,inc death,child,B,0,11,PL
18 wk,inc death,child,B,0,11,PL
19 wk,inc death,child,B,0,11,PL
20 wk,inc death,child,B,0,11,PL
21 wk,inc death,child,B,0,11,PL
22 wk,inc death,child,B,0,11,PL
23 wk,inc death,child,B,0,11,PL
24 wk,inc death,child,B,1,11,PL
25 wk,inc death,child,B,1,11,PL
26 wk,inc death,child,B,0,11,PL
27 wk,inc death,child,B,0,11,PL
28 wk,inc death,child,B,0,11,PL
29 wk,inc death,child,B,1,11,PL
30 wk,inc death,child,B,2,11,PL
31 wk,inc death,child,B,5,11,PL
32 wk,inc death,child,B,2,11,PL
33 wk,inc death,child,B,3,11,PL
34 wk,inc death,child,B,5,11,PL
35 wk,inc death,child,B,3,11,PL
36 wk,inc death,child,B,4,11,PL
37 wk,inc death,child,B,0,11,PL
38 wk,inc death,child,B,0,11,PL
39 wk,inc death,child,B,0,11,PL
40 wk,inc death,child,B,0,11,PL
41 wk,inc death,child,B,0,11,PL
42 wk,inc death,child,B,0,11,PL
1 wk,inc hosp,child,B,21,11,PL
2 wk,inc hosp,child,B,16,11,PL
3 wk,inc hosp,child,B,15,11,PL
4 wk,inc hosp,child,B,7,11,PL
5 wk,inc hosp,child,B,2,11,PL
6 wk,inc hosp,child,B,1,11,PL
7 wk,inc hosp,child,B,3,11,PL
8 wk,inc hosp,child,B,4,11,PL
9 wk,inc hosp,child,B,0,11,PL
10 wk,inc hosp,child,B,0,11,PL
11 wk,inc hosp,child,B,2,11,PL
12 wk,inc hosp,child,B,1,11,PL
13 wk,inc hosp,child,B,1,11,PL
14 wk,inc hosp,child,B,0,11,PL
15 wk,inc hosp,child,B,0,11,PL
16 wk,inc hosp,child,B,2,11,PL
17 wk,inc hosp,child,B,0,11,PL
18 wk,inc hosp,child,B,0,11,PL
19 wk,inc hosp,child,B,0,11,PL
20 wk,inc hosp,child,B,0,11,PL
21 wk,inc hosp,child,B,1,11,PL
22 wk,inc hosp,child,B,0,11,PL
23 wk,inc hosp,child,B,1,11,PL
24 wk,inc hosp,child,B,1,11,PL
25 wk,inc hosp,child,B,1,11,PL
26 wk,inc hosp,child,B,3,11,PL
