scenario_id,sample,target_variable,target_end_date,horizon,location,value,origin_date
D-2022-05-22,1,inc infection,2022-06-18,4,AT,2293.0,2022-05-22
D-2022-05-22,1,inc case,2022-06-18,4,AT,1265.0,2022-05-22
D-2022-05-22,1,inc infection,2022-06-25,5,AT,1520.0,2022-05-22
D-2022-05-22,1,inc case,2022-06-25,5,AT,782.0,2022-05-22
D-2022-05-22,1,inc infection,2022-07-02,6,AT,1224.0,2022-05-22
D-2022-05-22,1,inc case,2022-07-02,6,AT,485.0,2022-05-22
D-2022-05-22,1,inc infection,2022-07-09,7,AT,1104.0,2022-05-22
D-2022-05-22,1,inc case,2022-07-09,7,AT,413.0,2022-05-22
D-2022-05-22,1,inc infection,2022-07-16,8,AT,2416.0,2022-05-22
D-2022-05-22,1,inc case,2022-07-16,8,AT,392.0,2022-05-22
D-2022-05-22,1,inc infection,2022-07-23,9,AT,4112.0,2022-05-22
D-2022-05-22,1,inc case,2022-07-23,9,AT,958.0,2022-05-22
D-2022-05-22,1,inc infection,2022-07-30,10,AT,5133.0,2022-05-22
D-2022-05-22,1,inc case,2022-07-30,10,AT,1498.0,2022-05-22
D-2022-05-22,1,inc infection,2022-08-06,11,AT,5662.0,2022-05-22
D-2022-05-22,1,inc case,2022-08-06,11,AT,1836.0,2022-05-22
D-2022-05-22,1,inc infection,2022-08-13,12,AT,5875.0,2022-05-22
D-2022-05-22,1,inc case,2022-08-13,12,AT,2026.0,2022-05-22
D-2022-05-22,1,inc infection,2022-08-20,13,AT,5899.0,2022-05-22
D-2022-05-22,1,inc case,2022-08-20,13,AT,2012.0,2022-05-22
D-2022-05-22,1,inc infection,2022-08-27,14,AT,6195.0,2022-05-22
D-2022-05-22,1,inc case,2022-08-27,14,AT,2152.0,2022-05-22
D-2022-05-22,1,inc infection,2022-09-03,15,AT,6273.0,2022-05-22
D-2022-05-22,1,inc case,2022-09-03,15,AT,2193.0,2022-05-22
D-2022-05-22,1,inc infection,2022-09-10,16,AT,6646.0,2022-05-22
D-2022-05-22,1,inc case,2022-09-10,16,AT,2135.0,2022-05-22
D-2022-05-22,1,inc infection,2022-09-17,17,AT,7939.0,2022-05-22
D-2022-05-22,1,inc case,2022-09-17,17,AT,2373.0,2022-05-22
D-2022-05-22,1,inc infection,2022-09-24,18,AT,11178.0,2022-05-22
D-2022-05-22,1,inc case,2022-09-24,18,AT,2848.0,2022-05-22
D-2022-05-22,1,inc infection,2022-10-01,19,AT,19017.0,2022-05-22
D-2022-05-22,1,inc case,2022-10-01,19,AT,4110.0,2022-05-22
D-2022-05-22,1,inc infection,2022-10-08,20,AT,44255.0,2022-05-22
D-2022-05-22,1,inc case,2022-10-08,20,AT,7038.0,2022-05-22
D-2022-05-22,1,inc infection,2022-10-15,21,AT,137594.0,2022-05-22
D-2022-05-22,1,inc case,2022-10-15,21,AT,17202.0,2022-05-22
D-2022-05-22,1,inc infection,2022-10-22,22,AT,441768.0,2022-05-22
D-2022-05-22,1,inc case,2022-10-22,22,AT,53632.0,2022-05-22
D-2022-05-22,1,inc infection,2022-10-29,23,AT,1161183.0,2022-05-22
D-2022-05-22,1,inc case,2022-10-29,23,AT,173814.0,2022-05-22
D-2022-05-22,1,inc infection,2022-11-05,24,AT,1861858.0,2022-05-22
D-2022-05-22,1,inc case,2022-11-05,24,AT,451927.0,2022-05-22
D-2022-05-22,1,inc infection,2022-11-12,25,AT,1249838.0,2022-05-22
D-2022-05-22,1,inc case,2022-11-12,25,AT,678747.0,2022-05-22
D-2022-05-22,1,inc infection,2022-11-19,26,AT,447486.0,2022-05-22
D-2022-05-22,1,inc case,2022-11-19,26,AT,381200.0,2022-05-22
D-2022-05-22,1,inc infection,2022-11-26,27,AT,150987.0,2022-05-22
D-2022-05-22,1,inc case,2022-11-26,27,AT,127122.0,2022-05-22
D-2022-05-22,1,inc infection,2022-12-03,28,AT,68196.0,2022-05-22
D-2022-05-22,1,inc case,2022-12-03,28,AT,43725.0,2022-05-22
D-2022-05-22,1,inc infection,2022-12-10,29,AT,43007.0,2022-05-22
D-2022-05-22,1,inc case,2022-12-10,29,AT,21455.0,2022-05-22
D-2022-05-22,1,inc infection,2022-12-17,30,AT,35300.0,2022-05-22
D-2022-05-22,1,inc case,2022-12-17,30,AT,14141.0,2022-05-22
D-2022-05-22,1,inc infection,2022-12-24,31,AT,35300.0,2022-05-22
D-2022-05-22,1,inc case,2022-12-24,31,AT,12291.0,2022-05-22
D-2022-05-22,1,inc infection,2022-12-31,32,AT,41534.0,2022-05-22
D-2022-05-22,1,inc case,2022-12-31,32,AT,12287.0,2022-05-22
D-2022-05-22,1,inc infection,2023-01-07,33,AT,56002.0,2022-05-22
D-2022-05-22,1,inc case,2023-01-07,33,AT,15033.0,2022-05-22
D-2022-05-22,1,inc infection,2023-01-14,34,AT,84472.0,2022-05-22
D-2022-05-22,1,inc case,2023-01-14,34,AT,20413.0,2022-05-22
D-2022-05-22,1,inc infection,2023-01-21,35,AT,135787.0,2022-05-22
D-2022-05-22,1,inc case,2023-01-21,35,AT,31036.0,2022-05-22
D-2022-05-22,1,inc infection,2023-01-28,36,AT,236887.0,2022-05-22
D-2022-05-22,1,inc case,2023-01-28,36,AT,50629.0,2022-05-22
D-2022-05-22,1,inc infection,2023-02-04,37,AT,377696.0,2022-05-22
D-2022-05-22,1,inc case,2023-02-04,37,AT,89141.0,2022-05-22
D-2022-05-22,1,inc infection,2023-02-11,38,AT,525971.0,2022-05-22
D-2022-05-22,1,inc case,2023-02-11,38,AT,139807.0,2022-05-22
D-2022-05-22,1,inc infection,2023-02-18,39,AT,610348.0,2022-05-22
D-2022-05-22,1,inc case,2023-02-18,39,AT,190854.0,2022-05-22
D-2022-05-22,1,inc infection,2023-02-25,40,AT,541953.0,2022-05-22
D-2022-05-22,1,inc case,2023-02-25,40,AT,216988.0,2022-05-22
D-2022-05-22,1,inc infection,2023-03-04,41,AT,381089.0,2022-05-22
D-2022-05-22,1,inc case,2023-03-04,41,AT,183274.0,2022-05-22
D-2022-05-22,1,inc infection,2023-03-11,42,AT,241490.0,2022-05-22
D-2022-05-22,1,inc case,2023-03-11,42,AT,124824.0,2022-05-22
D-2022-05-22,1,inc infection,2023-03-18,43,AT,155540.0,2022-05-22
D-2022-05-22,1,inc case,2023-03-18,43,AT,78422.0,2022-05-22
D-2022-05-22,1,inc infection,2023-03-25,44,AT,90331.0,2022-05-22
D-2022-05-22,1,inc case,2023-03-25,44,AT,50718.0,2022-05-22
D-2022-05-22,1,inc hosp,2022-05-28,1,AT,37.46608441153131,2022-05-22
D-2022-05-22,1,inc icu,2022-05-28,1,AT,4.25430099166354,2022-05-22
D-2022-05-22,1,inc hosp,2022-06-04,2,AT,38.140111195873274,2022-05-22
D-2022-05-22,1,inc icu,2022-06-04,2,AT,3.5175042702975023,2022-05-22
D-2022-05-22,1,inc hosp,2022-06-11,3,AT,13.752510367900486,2022-05-22
D-2022-05-22,1,inc icu,2022-06-11,3,AT,2.476462912019022,2022-05-22
D-2022-05-22,1,inc hosp,2022-06-18,4,AT,4.801706936535158,2022-05-22
D-2022-05-22,1,inc icu,2022-06-18,4,AT,1.0394514062171485,2022-05-22
D-2022-05-22,1,inc hosp,2022-06-25,5,AT,2.282998184352918,2022-05-22
D-2022-05-22,1,inc icu,2022-06-25,5,AT,0.41431630499919386,2022-05-22
D-2022-05-22,1,inc hosp,2022-07-02,6,AT,1.3696489785568953,2022-05-22
D-2022-05-22,1,inc icu,2022-07-02,6,AT,0.1959388761333037,2022-05-22
D-2022-05-22,1,inc hosp,2022-07-09,7,AT,1.0046996585852086,2022-05-22
D-2022-05-22,1,inc icu,2022-07-09,7,AT,0.11718134721689373,2022-05-22
D-2022-05-22,1,inc hosp,2022-07-16,8,AT,0.7828497404021438,2022-05-22
D-2022-05-22,1,inc icu,2022-07-16,8,AT,0.08462137418616748,2022-05-22
D-2022-05-22,1,inc hosp,2022-07-23,9,AT,1.2546134939826423,2022-05-22
D-2022-05-22,1,inc icu,2022-07-23,9,AT,0.08562838978661759,2022-05-22
D-2022-05-22,1,inc hosp,2022-07-30,10,AT,2.4809432627952788,2022-05-22
D-2022-05-22,1,inc icu,2022-07-30,10,AT,0.15543548998056952,2022-05-22
D-2022-05-22,1,inc hosp,2022-08-06,11,AT,3.5467622662692766,2022-05-22
D-2022-05-22,1,inc icu,2022-08-06,11,AT,0.25474507233415206,2022-05-22
D-2022-05-22,1,inc hosp,2022-08-13,12,AT,4.1036196860961445,2022-05-22
D-2022-05-22,1,inc icu,2022-08-13,12,AT,0.32853709231537137,2022-05-22
D-2022-05-22,1,inc hosp,2022-08-20,13,AT,4.512648007472336,2022-05-22
D-2022-05-22,1,inc icu,2022-08-20,13,AT,0.3766154445363821,2022-05-22
D-2022-05-22,1,inc hosp,2022-08-27,14,AT,4.439353962235705,2022-05-22
D-2022-05-22,1,inc icu,2022-08-27,14,AT,0.3965839130344874,2022-05-22
D-2022-05-22,1,inc hosp,2022-09-03,15,AT,4.926591211539967,2022-05-22
D-2022-05-22,1,inc icu,2022-09-03,15,AT,0.4182610536407988,2022-05-22
D-2022-05-22,1,inc hosp,2022-09-10,16,AT,5.0027826451018615,2022-05-22
D-2022-05-22,1,inc icu,2022-09-10,16,AT,0.4365761531849097,2022-05-22
D-2022-05-22,1,inc hosp,2022-09-17,17,AT,5.260406622655543,2022-05-22
D-2022-05-22,1,inc icu,2022-09-17,17,AT,0.453286807770031,2022-05-22
D-2022-05-22,1,inc hosp,2022-09-24,18,AT,6.097461878184921,2022-05-22
D-2022-05-22,1,inc icu,2022-09-24,18,AT,0.49664949622201326,2022-05-22
D-2022-05-22,1,inc hosp,2022-10-01,19,AT,7.86355184051714,2022-05-22
D-2022-05-22,1,inc icu,2022-10-01,19,AT,0.5981079954944505,2022-05-22
D-2022-05-22,1,inc hosp,2022-10-08,20,AT,12.795397991818275,2022-05-22
D-2022-05-22,1,inc icu,2022-10-08,20,AT,0.86690945832594,2022-05-22
D-2022-05-22,1,inc hosp,2022-10-15,21,AT,25.171940506657428,2022-05-22
D-2022-05-22,1,inc icu,2022-10-15,21,AT,1.5146560263811926,2022-05-22
D-2022-05-22,1,inc hosp,2022-10-22,22,AT,73.56721334844354,2022-05-22
D-2022-05-22,1,inc icu,2022-10-22,22,AT,3.787132262952512,2022-05-22
D-2022-05-22,1,inc hosp,2022-10-29,23,AT,245.45354663338728,2022-05-22
D-2022-05-22,1,inc icu,2022-10-29,23,AT,12.057740647183486,2022-05-22
D-2022-05-22,1,inc hosp,2022-11-05,24,AT,749.2616123287729,2022-05-22
D-2022-05-22,1,inc icu,2022-11-05,24,AT,38.475827393122394,2022-05-22
D-2022-05-22,1,inc hosp,2022-11-12,25,AT,1644.2858339147085,2022-05-22
D-2022-05-22,1,inc icu,2022-11-12,25,AT,97.79009818722322,2022-05-22
D-2022-05-22,1,inc hosp,2022-11-19,26,AT,1685.1421987651884,2022-05-22
D-2022-05-22,1,inc icu,2022-11-19,26,AT,146.3384161401664,2022-05-22
D-2022-05-22,1,inc hosp,2022-11-26,27,AT,817.0990536947857,2022-05-22
D-2022-05-22,1,inc icu,2022-11-26,27,AT,114.6661090513968,2022-05-22
D-2022-05-22,1,inc hosp,2022-12-03,28,AT,298.3250079000208,2022-05-22
D-2022-05-22,1,inc icu,2022-12-03,28,AT,57.61473748510066,2022-05-22
D-2022-05-22,1,inc hosp,2022-12-10,29,AT,117.7320570905478,2022-05-22
D-2022-05-22,1,inc icu,2022-12-10,29,AT,23.687274017478064,2022-05-22
D-2022-05-22,1,inc hosp,2022-12-17,30,AT,62.97313855964731,2022-05-22
D-2022-05-22,1,inc icu,2022-12-17,30,AT,10.114262570245415,2022-05-22
D-2022-05-22,1,inc hosp,2022-12-24,31,AT,44.622676248620394,2022-05-22
D-2022-05-22,1,inc icu,2022-12-24,31,AT,5.452197793225948,2022-05-22
D-2022-05-22,1,inc hosp,2022-12-31,32,AT,41.46226530148172,2022-05-22
D-2022-05-22,1,inc icu,2022-12-31,32,AT,4.031996793467942,2022-05-22
D-2022-05-22,1,inc hosp,2023-01-07,33,AT,46.08945540917696,2022-05-22
D-2022-05-22,1,inc icu,2023-01-07,33,AT,3.8910476887174594,2022-05-22
D-2022-05-22,1,inc hosp,2023-01-14,34,AT,59.79312974837605,2022-05-22
D-2022-05-22,1,inc icu,2023-01-14,34,AT,4.5636918538518,2022-05-22
D-2022-05-22,1,inc hosp,2023-01-21,35,AT,88.50201355892789,2022-05-22
D-2022-05-22,1,inc icu,2023-01-21,35,AT,6.260974325053981,2022-05-22
D-2022-05-22,1,inc hosp,2023-01-28,36,AT,140.86814669498258,2022-05-22
D-2022-05-22,1,inc icu,2023-01-28,36,AT,9.570680503586653,2022-05-22
D-2022-05-22,1,inc hosp,2023-02-04,37,AT,248.3702331929626,2022-05-22
D-2022-05-22,1,inc icu,2023-02-04,37,AT,16.028503535157128,2022-05-22
D-2022-05-22,1,inc hosp,2023-02-11,38,AT,425.89330747141935,2022-05-22
D-2022-05-22,1,inc icu,2023-02-11,38,AT,27.970789621284354,2022-05-22
D-2022-05-22,1,inc hosp,2023-02-18,39,AT,662.2250439952302,2022-05-22
D-2022-05-22,1,inc icu,2023-02-18,39,AT,45.62679979591839,2022-05-22
D-2022-05-22,1,inc hosp,2023-02-25,40,AT,877.3209812940423,2022-05-22
D-2022-05-22,1,inc icu,2023-02-25,40,AT,65.59778026548466,2022-05-22
D-2022-05-22,1,inc hosp,2023-03-04,41,AT,928.8634222856718,2022-05-22
D-2022-05-22,1,inc icu,2023-03-04,41,AT,79.35807698549674,2022-05-22
D-2022-05-22,1,inc hosp,2023-03-11,42,AT,747.4193332956067,2022-05-22
D-2022-05-22,1,inc icu,2023-03-11,42,AT,75.50487967652356,2022-05-22
D-2022-05-22,1,inc hosp,2023-03-18,43,AT,503.18136860590386,2022-05-22
D-2022-05-22,1,inc icu,2023-03-18,43,AT,58.32055733411743,2022-05-22
D-2022-05-22,1,inc hosp,2023-03-25,44,AT,320.62518932702363,2022-05-22
D-2022-05-22,1,inc icu,2023-03-25,44,AT,39.47132245981356,2022-05-22
D-2022-05-22,2,inc infection,2022-05-28,1,AT,43094.0,2022-05-22
D-2022-05-22,2,inc case,2022-05-28,1,AT,23395.0,2022-05-22
D-2022-05-22,2,inc infection,2022-06-04,2,AT,6565.0,2022-05-22
D-2022-05-22,2,inc case,2022-06-04,2,AT,13150.0,2022-05-22
D-2022-05-22,2,inc infection,2022-06-11,3,AT,3928.0,2022-05-22
D-2022-05-22,2,inc case,2022-06-11,3,AT,2054.0,2022-05-22
D-2022-05-22,2,inc infection,2022-06-18,4,AT,2340.0,2022-05-22
D-2022-05-22,2,inc case,2022-06-18,4,AT,1232.0,2022-05-22
D-2022-05-22,2,inc infection,2022-06-25,5,AT,1764.0,2022-05-22
D-2022-05-22,2,inc case,2022-06-25,5,AT,778.0,2022-05-22
D-2022-05-22,2,inc infection,2022-07-02,6,AT,1273.0,2022-05-22
D-2022-05-22,2,inc case,2022-07-02,6,AT,616.0,2022-05-22
D-2022-05-22,2,inc infection,2022-07-09,7,AT,1240.0,2022-05-22
D-2022-05-22,2,inc case,2022-07-09,7,AT,430.0,2022-05-22
D-2022-05-22,2,inc infection,2022-07-16,8,AT,2323.0,2022-05-22
D-2022-05-22,2,inc case,2022-07-16,8,AT,452.0,2022-05-22
D-2022-05-22,2,inc infection,2022-07-23,9,AT,3411.0,2022-05-22
D-2022-05-22,2,inc case,2022-07-23,9,AT,915.0,2022-05-22
D-2022-05-22,2,inc infection,2022-07-30,10,AT,4607.0,2022-05-22
D-2022-05-22,2,inc case,2022-07-30,10,AT,1192.0,2022-05-22
D-2022-05-22,2,inc infection,2022-08-06,11,AT,5582.0,2022-05-22
D-2022-05-22,2,inc case,2022-08-06,11,AT,1693.0,2022-05-22
D-2022-05-22,2,inc infection,2022-08-13,12,AT,6202.0,2022-05-22
D-2022-05-22,2,inc case,2022-08-13,12,AT,1958.0,2022-05-22
D-2022-05-22,2,inc infection,2022-08-20,13,AT,6428.0,2022-05-22
D-2022-05-22,2,inc case,2022-08-20,13,AT,2253.0,2022-05-22
D-2022-05-22,2,inc infection,2022-08-27,14,AT,6855.0,2022-05-22
D-2022-05-22,2,inc case,2022-08-27,14,AT,2266.0,2022-05-22
D-2022-05-22,2,inc infection,2022-09-03,15,AT,6936.0,2022-05-22
D-2022-05-22,2,inc case,2022-09-03,15,AT,2368.0,2022-05-22
D-2022-05-22,2,inc infection,2022-09-10,16,AT,7504.0,2022-05-22
D-2022-05-22,2,inc case,2022-09-10,16,AT,2441.0,2022-05-22
D-2022-05-22,2,inc infection,2022-09-17,17,AT,9420.0,2022-05-22
D-2022-05-22,2,inc case,2022-09-17,17,AT,2707.0,2022-05-22
D-2022-05-22,2,inc infection,2022-09-24,18,AT,13140.0,2022-05-22
D-2022-05-22,2,inc case,2022-09-24,18,AT,3350.0,2022-05-22
D-2022-05-22,2,inc infection,2022-10-01,19,AT,21817.0,2022-05-22
D-2022-05-22,2,inc case,2022-10-01,19,AT,4916.0,2022-05-22
D-2022-05-22,2,inc infection,2022-10-08,20,AT,50451.0,2022-05-22
D-2022-05-22,2,inc case,2022-10-08,20,AT,8076.0,2022-05-22
D-2022-05-22,2,inc infection,2022-10-15,21,AT,155219.0,2022-05-22
D-2022-05-22,2,inc case,2022-10-15,21,AT,19336.0,2022-05-22
D-2022-05-22,2,inc infection,2022-10-22,22,AT,482900.0,2022-05-22
D-2022-05-22,2,inc case,2022-10-22,22,AT,60991.0,2022-05-22
D-2022-05-22,2,inc infection,2022-10-29,23,AT,1226078.0,2022-05-22
D-2022-05-22,2,inc case,2022-10-29,23,AT,189813.0,2022-05-22
D-2022-05-22,2,inc infection,2022-11-05,24,AT,1902812.0,2022-05-22
D-2022-05-22,2,inc case,2022-11-05,24,AT,475159.0,2022-05-22
D-2022-05-22,2,inc infection,2022-11-12,25,AT,1231393.0,2022-05-22
D-2022-05-22,2,inc case,2022-11-12,25,AT,690131.0,2022-05-22
D-2022-05-22,2,inc infection,2022-11-19,26,AT,438284.0,2022-05-22
D-2022-05-22,2,inc case,2022-11-19,26,AT,373573.0,2022-05-22
D-2022-05-22,2,inc infection,2022-11-26,27,AT,152384.0,2022-05-22
D-2022-05-22,2,inc case,2022-11-26,27,AT,124349.0,2022-05-22
D-2022-05-22,2,inc infection,2022-12-03,28,AT,67782.0,2022-05-22
D-2022-05-22,2,inc case,2022-12-03,28,AT,44510.0,2022-05-22
D-2022-05-22,2,inc infection,2022-12-10,29,AT,41740.0,2022-05-22
D-2022-05-22,2,inc case,2022-12-10,29,AT,21360.0,2022-05-22
D-2022-05-22,2,inc infection,2022-12-17,30,AT,36016.0,2022-05-22
D-2022-05-22,2,inc case,2022-12-17,30,AT,13708.0,2022-05-22
D-2022-05-22,2,inc infection,2022-12-24,31,AT,36976.0,2022-05-22
D-2022-05-22,2,inc case,2022-12-24,31,AT,12442.0,2022-05-22
D-2022-05-22,2,inc infection,2022-12-31,32,AT,44316.0,2022-05-22
D-2022-05-22,2,inc case,2022-12-31,32,AT,12999.0,2022-05-22
D-2022-05-22,2,inc infection,2023-01-07,33,AT,59931.0,2022-05-22
D-2022-05-22,2,inc case,2023-01-07,33,AT,16053.0,2022-05-22
D-2022-05-22,2,inc infection,2023-01-14,34,AT,90574.0,2022-05-22
D-2022-05-22,2,inc case,2023-01-14,34,AT,21905.0,2022-05-22
D-2022-05-22,2,inc infection,2023-01-21,35,AT,151827.0,2022-05-22
D-2022-05-22,2,inc case,2023-01-21,35,AT,33416.0,2022-05-22
D-2022-05-22,2,inc infection,2023-01-28,36,AT,254906.0,2022-05-22
D-2022-05-22,2,inc case,2023-01-28,36,AT,56642.0,2022-05-22
D-2022-05-22,2,inc infection,2023-02-04,37,AT,400535.0,2022-05-22
D-2022-05-22,2,inc case,2023-02-04,37,AT,94926.0,2022-05-22
D-2022-05-22,2,inc infection,2023-02-11,38,AT,536816.0,2022-05-22
D-2022-05-22,2,inc case,2023-02-11,38,AT,148144.0,2022-05-22
D-2022-05-22,2,inc infection,2023-02-18,39,AT,600875.0,2022-05-22
D-2022-05-22,2,inc case,2023-02-18,39,AT,194541.0,2022-05-22
D-2022-05-22,2,inc infection,2023-02-25,40,AT,517530.0,2022-05-22
D-2022-05-22,2,inc case,2023-02-25,40,AT,211619.0,2022-05-22
D-2022-05-22,2,inc infection,2023-03-04,41,AT,356362.0,2022-05-22
D-2022-05-22,2,inc case,2023-03-04,41,AT,173947.0,2022-05-22
D-2022-05-22,2,inc infection,2023-03-11,42,AT,231926.0,2022-05-22
D-2022-05-22,2,inc case,2023-03-11,42,AT,117071.0,2022-05-22
D-2022-05-22,2,inc infection,2023-03-18,43,AT,154742.0,2022-05-22
D-2022-05-22,2,inc case,2023-03-18,43,AT,75809.0,2022-05-22
D-2022-05-22,2,inc infection,2023-03-25,44,AT,89891.0,2022-05-22
D-2022-05-22,2,inc case,2023-03-25,44,AT,51095.0,2022-05-22
D-2022-05-22,2,inc hosp,2022-05-28,1,AT,37.438228884487856,2022-05-22
D-2022-05-22,2,inc icu,2022-05-28,1,AT,4.253959332622031,2022-05-22
D-2022-05-22,2,inc hosp,2022-06-04,2,AT,37.110514470796645,2022-05-22
D-2022-05-22,2,inc icu,2022-06-04,2,AT,3.484513327046766,2022-05-22
D-2022-05-22,2,inc hosp,2022-06-11,3,AT,12.228258450806976,2022-05-22
D-2022-05-22,2,inc icu,2022-06-11,3,AT,2.360756898656943,2022-05-22
D-2022-05-22,2,inc hosp,2022-06-18,4,AT,4.168374850552011,2022-05-22
D-2022-05-22,2,inc icu,2022-06-18,4,AT,0.9416364575452569,2022-05-22
D-2022-05-22,2,inc hosp,2022-06-25,5,AT,2.2996194208832934,2022-05-22
D-2022-05-22,2,inc icu,2022-06-25,5,AT,0.38220178042098785,2022-05-22
D-2022-05-22,2,inc hosp,2022-07-02,6,AT,1.4437505777597692,2022-05-22
D-2022-05-22,2,inc icu,2022-07-02,6,AT,0.1921279997895507,2022-05-22
D-2022-05-22,2,inc hosp,2022-07-09,7,AT,1.1356593093512428,2022-05-22
D-2022-05-22,2,inc icu,2022-07-09,7,AT,0.12719039702568616,2022-05-22
D-2022-05-22,2,inc hosp,2022-07-16,8,AT,0.8230219110758249,2022-05-22
D-2022-05-22,2,inc icu,2022-07-16,8,AT,0.09029756090178605,2022-05-22
D-2022-05-22,2,inc hosp,2022-07-23,9,AT,1.3163009791089728,2022-05-22
D-2022-05-22,2,inc icu,2022-07-23,9,AT,0.09247726065577018,2022-05-22
D-2022-05-22,2,inc hosp,2022-07-30,10,AT,2.1608330222187178,2022-05-22
D-2022-05-22,2,inc icu,2022-07-30,10,AT,0.14724490380632274,2022-05-22
D-2022-05-22,2,inc hosp,2022-08-06,11,AT,3.0274155070791458,2022-05-22
D-2022-05-22,2,inc icu,2022-08-06,11,AT,0.21806201698825725,2022-05-22
D-2022-05-22,2,inc hosp,2022-08-13,12,AT,3.944068215062064,2022-05-22
D-2022-05-22,2,inc icu,2022-08-13,12,AT,0.297377152994483,2022-05-22
D-2022-05-22,2,inc hosp,2022-08-20,13,AT,4.51307086041368,2022-05-22
D-2022-05-22,2,inc icu,2022-08-20,13,AT,0.36599435091695665,2022-05-22
D-2022-05-22,2,inc hosp,2022-08-27,14,AT,4.935350235718261,2022-05-22
D-2022-05-22,2,inc icu,2022-08-27,14,AT,0.41670795906674796,2022-05-22
D-2022-05-22,2,inc hosp,2022-09-03,15,AT,5.3573165614780365,2022-05-22
D-2022-05-22,2,inc icu,2022-09-03,15,AT,0.45171942259188064,2022-05-22
D-2022-05-22,2,inc hosp,2022-09-10,16,AT,5.475443747566253,2022-05-22
D-2022-05-22,2,inc icu,2022-09-10,16,AT,0.47796512474472763,2022-05-22
D-2022-05-22,2,inc hosp,2022-09-17,17,AT,5.910389461839695,2022-05-22
D-2022-05-22,2,inc icu,2022-09-17,17,AT,0.5033160343620962,2022-05-22
D-2022-05-22,2,inc hosp,2022-09-24,18,AT,6.997683549311784,2022-05-22
D-2022-05-22,2,inc icu,2022-09-24,18,AT,0.5610684615031212,2022-05-22
D-2022-05-22,2,inc hosp,2022-10-01,19,AT,9.441073706586778,2022-05-22
D-2022-05-22,2,inc icu,2022-10-01,19,AT,0.7053817391923787,2022-05-22
D-2022-05-22,2,inc hosp,2022-10-08,20,AT,14.663253338739732,2022-05-22
D-2022-05-22,2,inc icu,2022-10-08,20,AT,1.0110176224835987,2022-05-22
D-2022-05-22,2,inc hosp,2022-10-15,21,AT,29.116187697245074,2022-05-22
D-2022-05-22,2,inc icu,2022-10-15,21,AT,1.7492755234055144,2022-05-22
D-2022-05-22,2,inc hosp,2022-10-22,22,AT,82.7115913784469,2022-05-22
D-2022-05-22,2,inc icu,2022-10-22,22,AT,4.2887772389501215,2022-05-22
D-2022-05-22,2,inc hosp,2022-10-29,23,AT,273.47126770002404,2022-05-22
D-2022-05-22,2,inc icu,2022-10-29,23,AT,13.53656602773419,2022-05-22
D-2022-05-22,2,inc hosp,2022-11-05,24,AT,800.5377125538266,2022-05-22
D-2022-05-22,2,inc icu,2022-11-05,24,AT,41.727630583058534,2022-05-22
D-2022-05-22,2,inc hosp,2022-11-12,25,AT,1706.099014493952,2022-05-22
D-2022-05-22,2,inc icu,2022-11-12,25,AT,102.83296574309787,2022-05-22
D-2022-05-22,2,inc hosp,2022-11-19,26,AT,1686.1512057730115,2022-05-22
D-2022-05-22,2,inc icu,2022-11-19,26,AT,149.4158047201234,2022-05-22
D-2022-05-22,2,inc hosp,2022-11-26,27,AT,801.4910598183774,2022-05-22
D-2022-05-22,2,inc icu,2022-11-26,27,AT,114.31096574487793,2022-05-22
D-2022-05-22,2,inc hosp,2022-12-03,28,AT,296.6314387853931,2022-05-22
D-2022-05-22,2,inc icu,2022-12-03,28,AT,56.95528759391126,2022-05-22
D-2022-05-22,2,inc hosp,2022-12-10,29,AT,117.85882968326044,2022-05-22
D-2022-05-22,2,inc icu,2022-12-10,29,AT,23.55072841372906,2022-05-22
D-2022-05-22,2,inc hosp,2022-12-17,30,AT,61.51242095590055,2022-05-22
D-2022-05-22,2,inc icu,2022-12-17,30,AT,10.042066136667234,2022-05-22
D-2022-05-22,2,inc hosp,2022-12-24,31,AT,44.646344456335264,2022-05-22
D-2022-05-22,2,inc icu,2022-12-24,31,AT,5.380211102731786,2022-05-22
D-2022-05-22,2,inc hosp,2022-12-31,32,AT,42.9862828461853,2022-05-22
D-2022-05-22,2,inc icu,2022-12-31,32,AT,4.08205639739891,2022-05-22
D-2022-05-22,2,inc hosp,2023-01-07,33,AT,48.74569229986419,2022-05-22
D-2022-05-22,2,inc icu,2023-01-07,33,AT,4.047625455101557,2022-05-22
D-2022-05-22,2,inc hosp,2023-01-14,34,AT,63.524956256897305,2022-05-22
D-2022-05-22,2,inc icu,2023-01-14,34,AT,4.842357304930579,2022-05-22
D-2022-05-22,2,inc hosp,2023-01-21,35,AT,94.39932277506668,2022-05-22
D-2022-05-22,2,inc icu,2023-01-21,35,AT,6.682155128320646,2022-05-22
D-2022-05-22,2,inc hosp,2023-01-28,36,AT,156.3269581286703,2022-05-22
D-2022-05-22,2,inc icu,2023-01-28,36,AT,10.393354699659696,2022-05-22
D-2022-05-22,2,inc hosp,2023-02-04,37,AT,271.8804719790672,2022-05-22
D-2022-05-22,2,inc icu,2023-02-04,37,AT,17.700487319276807,2022-05-22
D-2022-05-22,2,inc hosp,2023-02-11,38,AT,455.8078066702465,2022-05-22
D-2022-05-22,2,inc icu,2023-02-11,38,AT,30.14926152603921,2022-05-22
D-2022-05-22,2,inc hosp,2023-02-18,39,AT,685.1197058861718,2022-05-22
