location,scenario_id,horizon,age_id,target_variable,sample,value
ES,B,15 wk,child,inc death,6,0
ES,B,16 wk,child,inc death,6,0
ES,B,17 wk,child,inc death,6,0
ES,B,18 wk,child,inc death,6,0
ES,B,19 wk,child,inc death,6,0
ES,B,20 wk,child,inc death,6,0
ES,B,21 wk,child,inc death,6,0
ES,B,22 wk,child,inc death,6,0
ES,B,23 wk,child,inc death,6,0
ES,B,24 wk,child,inc death,6,0
ES,B,25 wk,child,inc death,6,0
ES,B,26 wk,child,inc death,6,0
ES,B,27 wk,child,inc death,6,0
ES,B,28 wk,child,inc death,6,0
ES,B,29 wk,child,inc death,6,0
ES,B,30 wk,child,inc death,6,0
ES,B,31 wk,child,inc death,6,0
ES,B,32 wk,child,inc death,6,0
ES,B,33 wk,child,inc death,6,0
ES,B,34 wk,child,inc death,6,0
ES,B,35 wk,child,inc death,6,0
ES,B,36 wk,child,inc death,6,0
ES,B,37 wk,child,inc death,6,0
ES,B,38 wk,child,inc death,6,0
ES,B,39 wk,child,inc death,6,0
ES,B,40 wk,child,inc death,6,0
ES,B,41 wk,child,inc death,6,0
ES,B,1 wk,child,inc dose,6,0
ES,B,2 wk,child,inc dose,6,0
ES,B,3 wk,child,inc dose,6,0
ES,B,4 wk,child,inc dose,6,0
ES,B,5 wk,child,inc dose,6,0
ES,B,6 wk,child,inc dose,6,0
ES,B,7 wk,child,inc dose,6,0
ES,B,8 wk,child,inc dose,6,0
ES,B,9 wk,child,inc dose,6,0
ES,B,10 wk,child,inc dose,6,0
ES,B,11 wk,child,inc dose,6,0
ES,B,12 wk,child,inc dose,6,0
ES,B,13 wk,child,inc dose,6,0
ES,B,14 wk,child,inc dose,6,0
ES,B,15 wk,child,inc dose,6,0
ES,B,16 wk,child,inc dose,6,0
ES,B,17 wk,child,inc dose,6,0
ES,B,18 wk,child,inc dose,6,0
ES,B,19 wk,child,inc dose,6,0
ES,B,20 wk,child,inc dose,6,0
ES,B,21 wk,child,inc dose,6,0
ES,B,22 wk,child,inc dose,6,0
ES,B,23 wk,child,inc dose,6,0
ES,B,24 wk,child,inc dose,6,0
ES,B,25 wk,child,inc dose,6,0
ES,B,26 wk,child,inc dose,6,0
ES,B,27 wk,child,inc dose,6,0
ES,B,28 wk,child,inc dose,6,0
ES,B,29 wk,child,inc dose,6,0
ES,B,30 wk,child,inc dose,6,0
ES,B,31 wk,child,inc dose,6,0
ES,B,32 wk,child,inc dose,6,0
ES,B,33 wk,child,inc dose,6,0
ES,B,34 wk,child,inc dose,6,0
ES,B,35 wk,child,inc dose,6,0
ES,B,36 wk,child,inc dose,6,0
ES,B,37 wk,child,inc dose,6,0
ES,B,38 wk,child,inc dose,6,0
ES,B,39 wk,child,inc dose,6,0
ES,B,40 wk,child,inc dose,6,0
ES,B,41 wk,child,inc dose,6,0
ES,B,1 wk,child,inc hosp,7,0
ES,B,2 wk,child,inc hosp,7,0
ES,B,3 wk,child,inc hosp,7,0
ES,B,4 wk,child,inc hosp,7,0
ES,B,5 wk,child,inc hosp,7,0
ES,B,6 wk,child,inc hosp,7,0
ES,B,7 wk,child,inc hosp,7,0
ES,B,8 wk,child,inc hosp,7,0
ES,B,9 wk,child,inc hosp,7,0
ES,B,10 wk,child,inc hosp,7,0
ES,B,11 wk,child,inc hosp,7,0
ES,B,12 wk,child,inc hosp,7,0
ES,B,13 wk,child,inc hosp,7,0
ES,B,14 wk,child,inc hosp,7,0
ES,B,15 wk,child,inc hosp,7,0
ES,B,16 wk,child,inc hosp,7,0
ES,B,17 wk,child,inc hosp,7,0
ES,B,18 wk,child,inc hosp,7,0
ES,B,19 wk,child,inc hosp,7,0
ES,B,20 wk,child,inc hosp,7,0
ES,B,21 wk,child,inc hosp,7,0
ES,B,22 wk,child,inc hosp,7,0
ES,B,23 wk,child,inc hosp,7,0
ES,B,24 wk,child,inc hosp,7,0
ES,B,25 wk,child,inc hosp,7,0
ES,B,26 wk,child,inc hosp,7,0
ES,B,27 wk,child,inc hosp,7,0
ES,B,28 wk,child,inc hosp,7,0
ES,B,29 wk,child,inc hosp,7,0
ES,B,30 wk,child,inc hosp,7,0
ES,B,31 wk,child,inc hosp,7,0
ES,B,32 wk,child,inc hosp,7,0
ES,B,33 wk,child,inc hosp,7,0
ES,B,34 wk,child,inc hosp,7,0
ES,B,35 wk,child,inc hosp,7,0
ES,B,36 wk,child,inc hosp,7,0
ES,B,37 wk,child,inc hosp,7,0
ES,B,38 wk,child,inc hosp,7,0
ES,B,39 wk,child,inc hosp,7,0
ES,B,40 wk,child,inc hosp,7,0
ES,B,41 wk,child,inc hosp,7,0
ES,B,1 wk,child,inc infection,7,48244
ES,B,2 wk,child,inc infection,7,32599
ES,B,3 wk,child,inc infection,7,28270
ES,B,4 wk,child,inc infection,7,27059
ES,B,5 wk,child,inc infection,7,27544
ES,B,6 wk,child,inc infection,7,27110
ES,B,7 wk,child,inc infection,7,27117
ES,B,8 wk,child,inc infection,7,27721
ES,B,9 wk,child,inc infection,7,25904
ES,B,10 wk,child,inc infection,7,23398
ES,B,11 wk,child,inc infection,7,20928
ES,B,12 wk,child,inc infection,7,19764
ES,B,13 wk,child,inc infection,7,17691
ES,B,14 wk,child,inc infection,7,13570
ES,B,15 wk,child,inc infection,7,10580
ES,B,16 wk,child,inc infection,7,8443
ES,B,17 wk,child,inc infection,7,7817
ES,B,18 wk,child,inc infection,7,8026
ES,B,19 wk,child,inc infection,7,8517
ES,B,20 wk,child,inc infection,7,9861
ES,B,21 wk,child,inc infection,7,17467
ES,B,22 wk,child,inc infection,7,37899
ES,B,23 wk,child,inc infection,7,54508
ES,B,24 wk,child,inc infection,7,57856
ES,B,25 wk,child,inc infection,7,56621
ES,B,26 wk,child,inc infection,7,52969
ES,B,27 wk,child,inc infection,7,48154
ES,B,28 wk,child,inc infection,7,42992
ES,B,29 wk,child,inc infection,7,38848
ES,B,30 wk,child,inc infection,7,37663
ES,B,31 wk,child,inc infection,7,39950
ES,B,32 wk,child,inc infection,7,43652
ES,B,33 wk,child,inc infection,7,49027
ES,B,34 wk,child,inc infection,7,53602
ES,B,35 wk,child,inc infection,7,63619
ES,B,36 wk,child,inc infection,7,74825
ES,B,37 wk,child,inc infection,7,88990
ES,B,38 wk,child,inc infection,7,92138
ES,B,39 wk,child,inc infection,7,80545
ES,B,40 wk,child,inc infection,7,68334
ES,B,41 wk,child,inc infection,7,58348
ES,B,1 wk,child,inc death,7,0
ES,B,2 wk,child,inc death,7,0
ES,B,3 wk,child,inc death,7,0
ES,B,4 wk,child,inc death,7,0
ES,B,5 wk,child,inc death,7,0
ES,B,6 wk,child,inc death,7,0
ES,B,7 wk,child,inc death,7,0
ES,B,8 wk,child,inc death,7,0
ES,B,9 wk,child,inc death,7,0
ES,B,10 wk,child,inc death,7,0
ES,B,11 wk,child,inc death,7,0
ES,B,12 wk,child,inc death,7,0
ES,B,13 wk,child,inc death,7,0
ES,B,14 wk,child,inc death,7,0
ES,B,15 wk,child,inc death,7,0
ES,B,16 wk,child,inc death,7,0
ES,B,17 wk,child,inc death,7,0
ES,B,18 wk,child,inc death,7,0
ES,B,19 wk,child,inc death,7,0
ES,B,20 wk,child,inc death,7,0
ES,B,21 wk,child,inc death,7,0
ES,B,22 wk,child,inc death,7,0
ES,B,23 wk,child,inc death,7,0
ES,B,24 wk,child,inc death,7,0
ES,B,25 wk,child,inc death,7,0
ES,B,26 wk,child,inc death,7,0
ES,B,27 wk,child,inc death,7,0
ES,B,28 wk,child,inc death,7,0
ES,B,29 wk,child,inc death,7,0
ES,B,30 wk,child,inc death,7,0
ES,B,31 wk,child,inc death,7,0
ES,B,32 wk,child,inc death,7,0
ES,B,33 wk,child,inc death,7,0
ES,B,34 wk,child,inc death,7,0
ES,B,35 wk,child,inc death,7,0
ES,B,36 wk,child,inc death,7,0
ES,B,37 wk,child,inc death,7,0
ES,B,38 wk,child,inc death,7,0
ES,B,39 wk,child,inc death,7,0
ES,B,40 wk,child,inc death,7,0
ES,B,41 wk,child,inc death,7,0
ES,B,1 wk,child,inc dose,7,0
ES,B,2 wk,child,inc dose,7,0
ES,B,3 wk,child,inc dose,7,0
ES,B,4 wk,child,inc dose,7,0
ES,B,5 wk,child,inc dose,7,0
ES,B,6 wk,child,inc dose,7,0
ES,B,7 wk,child,inc dose,7,0
ES,B,8 wk,child,inc dose,7,0
ES,B,9 wk,child,inc dose,7,0
ES,B,10 wk,child,inc dose,7,0
ES,B,11 wk,child,inc dose,7,0
ES,B,12 wk,child,inc dose,7,0
ES,B,13 wk,child,inc dose,7,0
ES,B,14 wk,child,inc dose,7,0
ES,B,15 wk,child,inc dose,7,0
ES,B,16 wk,child,inc dose,7,0
ES,B,17 wk,child,inc dose,7,0
ES,B,18 wk,child,inc dose,7,0
ES,B,19 wk,child,inc dose,7,0
ES,B,20 wk,child,inc dose,7,0
ES,B,21 wk,child,inc dose,7,0
ES,B,22 wk,child,inc dose,7,0
ES,B,23 wk,child,inc dose,7,0
ES,B,24 wk,child,inc dose,7,0
ES,B,25 wk,child,inc dose,7,0
ES,B,26 wk,child,inc dose,7,0
ES,B,27 wk,child,inc dose,7,0
ES,B,28 wk,child,inc dose,7,0
ES,B,29 wk,child,inc dose,7,0
ES,B,30 wk,child,inc dose,7,0
ES,B,31 wk,child,inc dose,7,0
ES,B,32 wk,child,inc dose,7,0
ES,B,33 wk,child,inc dose,7,0
ES,B,34 wk,child,inc dose,7,0
ES,B,35 wk,child,inc dose,7,0
ES,B,36 wk,child,inc dose,7,0
ES,B,37 wk,child,inc dose,7,0
ES,B,38 wk,child,inc dose,7,0
ES,B,39 wk,child,inc dose,7,0
ES,B,40 wk,child,inc dose,7,0
ES,B,41 wk,child,inc dose,7,0
ES,B,1 wk,child,inc hosp,8,0
ES,B,2 wk,child,inc hosp,8,0
ES,B,3 wk,child,inc hosp,8,0
ES,B,4 wk,child,inc hosp,8,0
ES,B,5 wk,child,inc hosp,8,0
ES,B,6 wk,child,inc hosp,8,0
ES,B,7 wk,child,inc hosp,8,0
ES,B,8 wk,child,inc hosp,8,0
ES,B,9 wk,child,inc hosp,8,0
ES,B,10 wk,child,inc hosp,8,0
ES,B,11 wk,child,inc hosp,8,0
ES,B,12 wk,child,inc hosp,8,0
ES,B,13 wk,child,inc hosp,8,0
ES,B,14 wk,child,inc hosp,8,0
ES,B,15 wk,child,inc hosp,8,0
ES,B,16 wk,child,inc hosp,8,0
ES,B,17 wk,child,inc hosp,8,0
ES,B,18 wk,child,inc hosp,8,0
ES,B,19 wk,child,inc hosp,8,0
ES,B,20 wk,child,inc hosp,8,0
ES,B,21 wk,child,inc hosp,8,0
ES,B,22 wk,child,inc hosp,8,0
ES,B,23 wk,child,inc hosp,8,0
ES,B,24 wk,child,inc hosp,8,0
ES,B,25 wk,child,inc hosp,8,0
ES,B,26 wk,child,inc hosp,8,0
ES,B,27 wk,child,inc hosp,8,0
ES,B,28 wk,child,inc hosp,8,0
ES,B,29 wk,child,inc hosp,8,0
ES,B,30 wk,child,inc hosp,8,0
ES,B,31 wk,child,inc hosp,8,0
ES,B,32 wk,child,inc hosp,8,0
ES,B,33 wk,child,inc hosp,8,0
ES,B,34 wk,child,inc hosp,8,0
ES,B,35 wk,child,inc hosp,8,0
ES,B,36 wk,child,inc hosp,8,0
ES,B,37 wk,child,inc hosp,8,0
ES,B,38 wk,child,inc hosp,8,0
ES,B,39 wk,child,inc hosp,8,0
ES,B,40 wk,child,inc hosp,8,0
ES,B,41 wk,child,inc hosp,8,0
ES,B,1 wk,child,inc infection,8,48397
ES,B,2 wk,child,inc infection,8,33088
ES,B,3 wk,child,inc infection,8,28831
ES,B,4 wk,child,inc infection,8,27218
ES,B,5 wk,child,inc infection,8,27765
ES,B,6 wk,child,inc infection,8,26956
ES,B,7 wk,child,inc infection,8,26481
ES,B,8 wk,child,inc infection,8,27267
ES,B,9 wk,child,inc infection,8,24940
ES,B,10 wk,child,inc infection,8,22998
ES,B,11 wk,child,inc infection,8,21779
ES,B,12 wk,child,inc infection,8,20867
ES,B,13 wk,child,inc infection,8,17748
ES,B,14 wk,child,inc infection,8,13834
ES,B,15 wk,child,inc infection,8,11378
ES,B,16 wk,child,inc infection,8,10014
ES,B,17 wk,child,inc infection,8,8998
ES,B,18 wk,child,inc infection,8,8697
ES,B,19 wk,child,inc infection,8,9057
ES,B,20 wk,child,inc infection,8,10021
ES,B,21 wk,child,inc infection,8,17486
ES,B,22 wk,child,inc infection,8,37196
ES,B,23 wk,child,inc infection,8,51311
ES,B,24 wk,child,inc infection,8,55956
ES,B,25 wk,child,inc infection,8,55102
ES,B,26 wk,child,inc infection,8,51787
ES,B,27 wk,child,inc infection,8,47067
ES,B,28 wk,child,inc infection,8,42578
ES,B,29 wk,child,inc infection,8,39080
ES,B,30 wk,child,inc infection,8,37564
ES,B,31 wk,child,inc infection,8,41647
ES,B,32 wk,child,inc infection,8,47135
ES,B,33 wk,child,inc infection,8,52390
ES,B,34 wk,child,inc infection,8,56169
ES,B,35 wk,child,inc infection,8,66459
ES,B,36 wk,child,inc infection,8,76793
ES,B,37 wk,child,inc infection,8,86971
ES,B,38 wk,child,inc infection,8,86213
ES,B,39 wk,child,inc infection,8,75112
ES,B,40 wk,child,inc infection,8,66422
ES,B,41 wk,child,inc infection,8,57478
ES,B,1 wk,child,inc death,8,0
ES,B,2 wk,child,inc death,8,0
ES,B,3 wk,child,inc death,8,0
ES,B,4 wk,child,inc death,8,0
ES,B,5 wk,child,inc death,8,0
ES,B,6 wk,child,inc death,8,0
ES,B,7 wk,child,inc death,8,0
ES,B,8 wk,child,inc death,8,0
ES,B,9 wk,child,inc death,8,0
ES,B,10 wk,child,inc death,8,0
ES,B,11 wk,child,inc death,8,0
ES,B,12 wk,child,inc death,8,0
ES,B,13 wk,child,inc death,8,0
ES,B,14 wk,child,inc death,8,0
ES,B,15 wk,child,inc death,8,0
ES,B,16 wk,child,inc death,8,0
ES,B,17 wk,child,inc death,8,0
ES,B,18 wk,child,inc death,8,0
ES,B,19 wk,child,inc death,8,0
ES,B,20 wk,child,inc death,8,0
ES,B,21 wk,child,inc death,8,0
ES,B,22 wk,child,inc death,8,0
ES,B,23 wk,child,inc death,8,0
ES,B,24 wk,child,inc death,8,0
ES,B,25 wk,child,inc death,8,0
ES,B,26 wk,child,inc death,8,0
ES,B,27 wk,child,inc death,8,0
ES,B,28 wk,child,inc death,8,0
ES,B,29 wk,child,inc death,8,0
ES,B,30 wk,child,inc death,8,0
ES,B,31 wk,child,inc death,8,0
ES,B,32 wk,child,inc death,8,0
ES,B,33 wk,child,inc death,8,0
ES,B,34 wk,child,inc death,8,0
ES,B,35 wk,child,inc death,8,0
ES,B,36 wk,child,inc death,8,0
ES,B,37 wk,child,inc death,8,0
ES,B,38 wk,child,inc death,8,0
ES,B,39 wk,child,inc death,8,0
ES,B,40 wk,child,inc death,8,0
ES,B,41 wk,child,inc death,8,0
ES,B,1 wk,child,inc dose,8,0
ES,B,2 wk,child,inc dose,8,0
ES,B,3 wk,child,inc dose,8,0
ES,B,4 wk,child,inc dose,8,0
ES,B,5 wk,child,inc dose,8,0
ES,B,6 wk,child,inc dose,8,0
ES,B,7 wk,child,inc dose,8,0
ES,B,8 wk,child,inc dose,8,0
ES,B,9 wk,child,inc dose,8,0
ES,B,10 wk,child,inc dose,8,0
ES,B,11 wk,child,inc dose,8,0
ES,B,12 wk,child,inc dose,8,0
ES,B,13 wk,child,inc dose,8,0
ES,B,14 wk,child,inc dose,8,0
ES,B,15 wk,child,inc dose,8,0
ES,B,16 wk,child,inc dose,8,0
ES,B,17 wk,child,inc dose,8,0
ES,B,18 wk,child,inc dose,8,0
ES,B,19 wk,child,inc dose,8,0
ES,B,20 wk,child,inc dose,8,0
ES,B,21 wk,child,inc dose,8,0
ES,B,22 wk,child,inc dose,8,0
ES,B,23 wk,child,inc dose,8,0
ES,B,24 wk,child,inc dose,8,0
ES,B,25 wk,child,inc dose,8,0
ES,B,26 wk,child,inc dose,8,0
ES,B,27 wk,child,inc dose,8,0
ES,B,28 wk,child,inc dose,8,0
ES,B,29 wk,child,inc dose,8,0
ES,B,30 wk,child,inc dose,8,0
ES,B,31 wk,child,inc dose,8,0
ES,B,32 wk,child,inc dose,8,0
ES,B,33 wk,child,inc dose,8,0
ES,B,34 wk,child,inc dose,8,0
ES,B,35 wk,child,inc dose,8,0
ES,B,36 wk,child,inc dose,8,0
ES,B,37 wk,child,inc dose,8,0
ES,B,38 wk,child,inc dose,8,0
ES,B,39 wk,child,inc dose,8,0
ES,B,40 wk,child,inc dose,8,0
ES,B,41 wk,child,inc dose,8,0
ES,B,1 wk,child,inc hosp,9,0
ES,B,2 wk,child,inc hosp,9,0
ES,B,3 wk,child,inc hosp,9,0
ES,B,4 wk,child,inc hosp,9,0
ES,B,5 wk,child,inc hosp,9,0
ES,B,6 wk,child,inc hosp,9,0
ES,B,7 wk,child,inc hosp,9,0
ES,B,8 wk,child,inc hosp,9,0
ES,B,9 wk,child,inc hosp,9,0
ES,B,10 wk,child,inc hosp,9,0
ES,B,11 wk,child,inc hosp,9,0
ES,B,12 wk,child,inc hosp,9,0
ES,B,13 wk,child,inc hosp,9,0
ES,B,14 wk,child,inc hosp,9,0
ES,B,15 wk,child,inc hosp,9,0
ES,B,16 wk,child,inc hosp,9,0
ES,B,17 wk,child,inc hosp,9,0
ES,B,18 wk,child,inc hosp,9,0
ES,B,19 wk,child,inc hosp,9,0
ES,B,20 wk,child,inc hosp,9,0
ES,B,21 wk,child,inc hosp,9,0
ES,B,22 wk,child,inc hosp,9,0
ES,B,23 wk,child,inc hosp,9,0
ES,B,24 wk,child,inc hosp,9,0
ES,B,25 wk,child,inc hosp,9,0
ES,B,26 wk,child,inc hosp,9,0
ES,B,27 wk,child,inc hosp,9,0
ES,B,28 wk,child,inc hosp,9,0
ES,B,29 wk,child,inc hosp,9,0
ES,B,30 wk,child,inc hosp,9,0
ES,B,31 wk,child,inc hosp,9,0
ES,B,32 wk,child,inc hosp,9,0
ES,B,33 wk,child,inc hosp,9,0
ES,B,34 wk,child,inc hosp,9,0
ES,B,35 wk,child,inc hosp,9,0
ES,B,36 wk,child,inc hosp,9,0
ES,B,37 wk,child,inc hosp,9,0
ES,B,38 wk,child,inc hosp,9,0
ES,B,39 wk,child,inc hosp,9,0
ES,B,40 wk,child,inc hosp,9,0
ES,B,41 wk,child,inc hosp,9,0
ES,B,1 wk,child,inc infection,9,48158
ES,B,2 wk,child,inc infection,9,33198
ES,B,3 wk,child,inc infection,9,29288
ES,B,4 wk,child,inc infection,9,27522
ES,B,5 wk,child,inc infection,9,28451
ES,B,6 wk,child,inc infection,9,27358
ES,B,7 wk,child,inc infection,9,27555
ES,B,8 wk,child,inc infection,9,28475
ES,B,9 wk,child,inc infection,9,26115
ES,B,10 wk,child,inc infection,9,23018
ES,B,11 wk,child,inc infection,9,20401
ES,B,12 wk,child,inc infection,9,18726
ES,B,13 wk,child,inc infection,9,16712
ES,B,14 wk,child,inc infection,9,12982
ES,B,15 wk,child,inc infection,9,10184
ES,B,16 wk,child,inc infection,9,8834
ES,B,17 wk,child,inc infection,9,7835
ES,B,18 wk,child,inc infection,9,7917
ES,B,19 wk,child,inc infection,9,7984
ES,B,20 wk,child,inc infection,9,8998
ES,B,21 wk,child,inc infection,9,16812
ES,B,22 wk,child,inc infection,9,36072
ES,B,23 wk,child,inc infection,9,52427
ES,B,24 wk,child,inc infection,9,59047
ES,B,25 wk,child,inc infection,9,58540
ES,B,26 wk,child,inc infection,9,55476
ES,B,27 wk,child,inc infection,9,50450
ES,B,28 wk,child,inc infection,9,45888
ES,B,29 wk,child,inc infection,9,40680
ES,B,30 wk,child,inc infection,9,38172
ES,B,31 wk,child,inc infection,9,39525
ES,B,32 wk,child,inc infection,9,44358
ES,B,33 wk,child,inc infection,9,47690
ES,B,34 wk,child,inc infection,9,53282
ES,B,35 wk,child,inc infection,9,63227
ES,B,36 wk,child,inc infection,9,74192
ES,B,37 wk,child,inc infection,9,87445
ES,B,38 wk,child,inc infection,9,89034
ES,B,39 wk,child,inc infection,9,76811
ES,B,40 wk,child,inc infection,9,66082
ES,B,41 wk,child,inc infection,9,57171
ES,B,1 wk,child,inc death,9,0
ES,B,2 wk,child,inc death,9,0
ES,B,3 wk,child,inc death,9,0
ES,B,4 wk,child,inc death,9,0
ES,B,5 wk,child,inc death,9,0
ES,B,6 wk,child,inc death,9,0
ES,B,7 wk,child,inc death,9,0
ES,B,8 wk,child,inc death,9,0
ES,B,9 wk,child,inc death,9,0
ES,B,10 wk,child,inc death,9,0
ES,B,11 wk,child,inc death,9,0
ES,B,12 wk,child,inc death,9,0
ES,B,13 wk,child,inc death,9,0
ES,B,14 wk,child,inc death,9,0
ES,B,15 wk,child,inc death,9,0
ES,B,16 wk,child,inc death,9,0
ES,B,17 wk,child,inc death,9,0
ES,B,18 wk,child,inc death,9,0
ES,B,19 wk,child,inc death,9,0
ES,B,20 wk,child,inc death,9,0
ES,B,21 wk,child,inc death,9,0
ES,B,22 wk,child,inc death,9,0
ES,B,23 wk,child,inc death,9,0
ES,B,24 wk,child,inc death,9,0
ES,B,25 wk,child,inc death,9,0
ES,B,26 wk,child,inc death,9,0
ES,B,27 wk,child,inc death,9,0
ES,B,28 wk,child,inc death,9,0
ES,B,29 wk,child,inc death,9,0
ES,B,30 wk,child,inc death,9,0
ES,B,31 wk,child,inc death,9,0
ES,B,32 wk,child,inc death,9,0
ES,B,33 wk,child,inc death,9,0
ES,B,34 wk,child,inc death,9,0
ES,B,35 wk,child,inc death,9,0
ES,B,36 wk,child,inc death,9,0
ES,B,37 wk,child,inc death,9,0
ES,B,38 wk,child,inc death,9,0
ES,B,39 wk,child,inc death,9,0
ES,B,40 wk,child,inc death,9,0
ES,B,41 wk,child,inc death,9,0
ES,B,1 wk,child,inc dose,9,0
ES,B,2 wk,child,inc dose,9,0
ES,B,3 wk,child,inc dose,9,0
ES,B,4 wk,child,inc dose,9,0
ES,B,5 wk,child,inc dose,9,0
ES,B,6 wk,child,inc dose,9,0
ES,B,7 wk,child,inc dose,9,0
ES,B,8 wk,child,inc dose,9,0
ES,B,9 wk,child,inc dose,9,0
ES,B,10 wk,child,inc dose,9,0
ES,B,11 wk,child,inc dose,9,0
ES,B,12 wk,child,inc dose,9,0
ES,B,13 wk,child,inc dose,9,0
ES,B,14 wk,child,inc dose,9,0
ES,B,15 wk,child,inc dose,9,0
ES,B,16 wk,child,inc dose,9,0
ES,B,17 wk,child,inc dose,9,0
ES,B,18 wk,child,inc dose,9,0
ES,B,19 wk,child,inc dose,9,0
ES,B,20 wk,child,inc dose,9,0
ES,B,21 wk,child,inc dose,9,0
ES,B,22 wk,child,inc dose,9,0
ES,B,23 wk,child,inc dose,9,0
ES,B,24 wk,child,inc dose,9,0
ES,B,25 wk,child,inc dose,9,0
ES,B,26 wk,child,inc dose,9,0
ES,B,27 wk,child,inc dose,9,0
ES,B,28 wk,child,inc dose,9,0
ES,B,29 wk,child,inc dose,9,0
ES,B,30 wk,child,inc dose,9,0
ES,B,31 wk,child,inc dose,9,0
ES,B,32 wk,child,inc dose,9,0
ES,B,33 wk,child,inc dose,9,0
ES,B,34 wk,child,inc dose,9,0
ES,B,35 wk,child,inc dose,9,0
ES,B,36 wk,child,inc dose,9,0
ES,B,37 wk,child,inc dose,9,0
ES,B,38 wk,child,inc dose,9,0
ES,B,39 wk,child,inc dose,9,0
ES,B,40 wk,child,inc dose,9,0
ES,B,41 wk,child,inc dose,9,0
ES,B,1 wk,child,inc hosp,0,0
ES,B,2 wk,child,inc hosp,0,0
ES,B,3 wk,child,inc hosp,0,0
ES,B,4 wk,child,inc hosp,0,0
ES,B,5 wk,child,inc hosp,0,0
ES,B,6 wk,child,inc hosp,0,0
ES,B,7 wk,child,inc hosp,0,0
ES,B,8 wk,child,inc hosp,0,0
ES,B,9 wk,child,inc hosp,0,0
ES,B,10 wk,child,inc hosp,0,0
ES,B,11 wk,child,inc hosp,0,0
ES,B,12 wk,child,inc hosp,0,0
ES,B,13 wk,child,inc hosp,0,0
ES,B,14 wk,child,inc hosp,0,0
ES,B,15 wk,child,inc hosp,0,0
ES,B,16 wk,child,inc hosp,0,0
ES,B,17 wk,child,inc hosp,0,0
ES,B,18 wk,child,inc hosp,0,0
ES,B,19 wk,child,inc hosp,0,0
ES,B,20 wk,child,inc hosp,0,0
ES,B,21 wk,child,inc hosp,0,0
ES,B,22 wk,child,inc hosp,0,0
ES,B,23 wk,child,inc hosp,0,0
ES,B,24 wk,child,inc hosp,0,0
ES,B,25 wk,child,inc hosp,0,0
ES,B,26 wk,child,inc hosp,0,0
ES,B,27 wk,child,inc hosp,0,0
ES,B,28 wk,child,inc hosp,0,0
ES,B,29 wk,child,inc hosp,0,0
ES,B,30 wk,child,inc hosp,0,0
ES,B,31 wk,child,inc hosp,0,0
ES,B,32 wk,child,inc hosp,0,0
ES,B,33 wk,child,inc hosp,0,0
ES,B,34 wk,child,inc hosp,0,0
ES,B,35 wk,child,inc hosp,0,0
ES,B,36 wk,child,inc hosp,0,0
ES,B,37 wk,child,inc hosp,0,0
ES,B,38 wk,child,inc hosp,0,0
ES,B,39 wk,child,inc hosp,0,0
ES,B,40 wk,child,inc hosp,0,0
ES,B,41 wk,child,inc hosp,0,0
ES,B,1 wk,child,inc infection,0,49596
ES,B,2 wk,child,inc infection,0,33412
ES,B,3 wk,child,inc infection,0,28496
ES,B,4 wk,child,inc infection,0,26957
ES,B,5 wk,child,inc infection,0,27212
ES,B,6 wk,child,inc infection,0,27534
ES,B,7 wk,child,inc infection,0,27739
ES,B,8 wk,child,inc infection,0,28174
ES,B,9 wk,child,inc infection,0,26985
ES,B,10 wk,child,inc infection,0,24069
ES,B,11 wk,child,inc infection,0,21589
ES,B,12 wk,child,inc infection,0,19941
ES,B,13 wk,child,inc infection,0,17523
ES,B,14 wk,child,inc infection,0,13008
ES,B,15 wk,child,inc infection,0,10692
ES,B,16 wk,child,inc infection,0,9462
ES,B,17 wk,child,inc infection,0,8442
ES,B,18 wk,child,inc infection,0,8675
ES,B,19 wk,child,inc infection,0,8540
ES,B,20 wk,child,inc infection,0,9631
ES,B,21 wk,child,inc infection,0,16639
ES,B,22 wk,child,inc infection,0,37245
ES,B,23 wk,child,inc infection,0,52288
ES,B,24 wk,child,inc infection,0,58291
ES,B,25 wk,child,inc infection,0,57204
ES,B,26 wk,child,inc infection,0,53546
ES,B,27 wk,child,inc infection,0,49138
ES,B,28 wk,child,inc infection,0,43233
ES,B,29 wk,child,inc infection,0,38006
ES,B,30 wk,child,inc infection,0,36289
ES,B,31 wk,child,inc infection,0,39480
ES,B,32 wk,child,inc infection,0,43845
ES,B,33 wk,child,inc infection,0,48278
ES,B,34 wk,child,inc infection,0,53673
ES,B,35 wk,child,inc infection,0,65102
ES,B,36 wk,child,inc infection,0,77828
ES,B,37 wk,child,inc infection,0,90358
ES,B,38 wk,child,inc infection,0,90576
ES,B,39 wk,child,inc infection,0,77287
ES,B,40 wk,child,inc infection,0,65376
ES,B,41 wk,child,inc infection,0,56398
ES,B,1 wk,child,inc death,0,0
ES,B,2 wk,child,inc death,0,0
ES,B,3 wk,child,inc death,0,0
ES,B,4 wk,child,inc death,0,0
ES,B,5 wk,child,inc death,0,0
ES,B,6 wk,child,inc death,0,0
ES,B,7 wk,child,inc death,0,0
ES,B,8 wk,child,inc death,0,0
ES,B,9 wk,child,inc death,0,0
ES,B,10 wk,child,inc death,0,0
ES,B,11 wk,child,inc death,0,0
ES,B,12 wk,child,inc death,0,0
ES,B,13 wk,child,inc death,0,0
ES,B,14 wk,child,inc death,0,0
ES,B,15 wk,child,inc death,0,0
