location,scenario_id,origin_date,target_end_date,horizon,target_variable,sample,value
ES,C-2022-07-24,2022-07-24,2022-12-10,20 wk,inc hosp,57,167
ES,C-2022-07-24,2022-07-24,2022-12-17,21 wk,inc hosp,57,224
ES,C-2022-07-24,2022-07-24,2022-12-24,22 wk,inc hosp,57,311
ES,C-2022-07-24,2022-07-24,2022-12-31,23 wk,inc hosp,57,473
ES,C-2022-07-24,2022-07-24,2023-01-07,24 wk,inc hosp,57,665
ES,C-2022-07-24,2022-07-24,2023-01-14,25 wk,inc hosp,57,834
ES,C-2022-07-24,2022-07-24,2023-01-21,26 wk,inc hosp,57,791
ES,C-2022-07-24,2022-07-24,2023-01-28,27 wk,inc hosp,57,649
ES,C-2022-07-24,2022-07-24,2023-02-04,28 wk,inc hosp,57,443
ES,C-2022-07-24,2022-07-24,2023-02-11,29 wk,inc hosp,57,264
ES,C-2022-07-24,2022-07-24,2023-02-18,30 wk,inc hosp,57,148
ES,C-2022-07-24,2022-07-24,2023-02-25,31 wk,inc hosp,57,106
ES,C-2022-07-24,2022-07-24,2023-03-04,32 wk,inc hosp,57,93
ES,C-2022-07-24,2022-07-24,2023-03-11,33 wk,inc hosp,57,91
ES,C-2022-07-24,2022-07-24,2023-03-18,34 wk,inc hosp,57,79
ES,C-2022-07-24,2022-07-24,2023-03-25,35 wk,inc hosp,57,77
ES,C-2022-07-24,2022-07-24,2023-04-01,36 wk,inc hosp,57,69
ES,C-2022-07-24,2022-07-24,2023-04-08,37 wk,inc hosp,57,126
ES,C-2022-07-24,2022-07-24,2023-04-15,38 wk,inc hosp,57,118
ES,C-2022-07-24,2022-07-24,2023-04-22,39 wk,inc hosp,57,152
ES,C-2022-07-24,2022-07-24,2023-04-29,40 wk,inc hosp,57,388
ES,C-2022-07-24,2022-07-24,2023-05-06,41 wk,inc hosp,57,568
ES,C-2022-07-24,2022-07-24,2022-07-30,1 wk,inc infection,57,329477
ES,C-2022-07-24,2022-07-24,2022-08-06,2 wk,inc infection,57,189800
ES,C-2022-07-24,2022-07-24,2022-08-13,3 wk,inc infection,57,109614
ES,C-2022-07-24,2022-07-24,2022-08-20,4 wk,inc infection,57,70738
ES,C-2022-07-24,2022-07-24,2022-08-27,5 wk,inc infection,57,48256
ES,C-2022-07-24,2022-07-24,2022-09-03,6 wk,inc infection,57,34441
ES,C-2022-07-24,2022-07-24,2022-09-10,7 wk,inc infection,57,25004
ES,C-2022-07-24,2022-07-24,2022-09-17,8 wk,inc infection,57,20013
ES,C-2022-07-24,2022-07-24,2022-09-24,9 wk,inc infection,57,15940
ES,C-2022-07-24,2022-07-24,2022-10-01,10 wk,inc infection,57,13262
ES,C-2022-07-24,2022-07-24,2022-10-08,11 wk,inc infection,57,11259
ES,C-2022-07-24,2022-07-24,2022-10-15,12 wk,inc infection,57,9523
ES,C-2022-07-24,2022-07-24,2022-10-22,13 wk,inc infection,57,9347
ES,C-2022-07-24,2022-07-24,2022-10-29,14 wk,inc infection,57,10030
ES,C-2022-07-24,2022-07-24,2022-11-05,15 wk,inc infection,57,10089
ES,C-2022-07-24,2022-07-24,2022-11-12,16 wk,inc infection,57,10205
ES,C-2022-07-24,2022-07-24,2022-11-19,17 wk,inc infection,57,11478
ES,C-2022-07-24,2022-07-24,2022-11-26,18 wk,inc infection,57,14527
ES,C-2022-07-24,2022-07-24,2022-12-03,19 wk,inc infection,57,19335
ES,C-2022-07-24,2022-07-24,2022-12-10,20 wk,inc infection,57,26717
ES,C-2022-07-24,2022-07-24,2022-12-17,21 wk,inc infection,57,36860
ES,C-2022-07-24,2022-07-24,2022-12-24,22 wk,inc infection,57,55437
ES,C-2022-07-24,2022-07-24,2022-12-31,23 wk,inc infection,57,96610
ES,C-2022-07-24,2022-07-24,2023-01-07,24 wk,inc infection,57,123120
ES,C-2022-07-24,2022-07-24,2023-01-14,25 wk,inc infection,57,103429
ES,C-2022-07-24,2022-07-24,2023-01-21,26 wk,inc infection,57,78477
ES,C-2022-07-24,2022-07-24,2023-01-28,27 wk,inc infection,57,58117
ES,C-2022-07-24,2022-07-24,2023-02-04,28 wk,inc infection,57,41019
ES,C-2022-07-24,2022-07-24,2023-02-11,29 wk,inc infection,57,28755
ES,C-2022-07-24,2022-07-24,2023-02-18,30 wk,inc infection,57,20495
ES,C-2022-07-24,2022-07-24,2023-02-25,31 wk,inc infection,57,14943
ES,C-2022-07-24,2022-07-24,2023-03-04,32 wk,inc infection,57,11450
ES,C-2022-07-24,2022-07-24,2023-03-11,33 wk,inc infection,57,10053
ES,C-2022-07-24,2022-07-24,2023-03-18,34 wk,inc infection,57,9690
ES,C-2022-07-24,2022-07-24,2023-03-25,35 wk,inc infection,57,9652
ES,C-2022-07-24,2022-07-24,2023-04-01,36 wk,inc infection,57,11474
ES,C-2022-07-24,2022-07-24,2023-04-08,37 wk,inc infection,57,15428
ES,C-2022-07-24,2022-07-24,2023-04-15,38 wk,inc infection,57,25516
ES,C-2022-07-24,2022-07-24,2023-04-22,39 wk,inc infection,57,42522
ES,C-2022-07-24,2022-07-24,2023-04-29,40 wk,inc infection,57,65321
ES,C-2022-07-24,2022-07-24,2023-05-06,41 wk,inc infection,57,98859
ES,C-2022-07-24,2022-07-24,2022-07-30,1 wk,inc case,57,65895
ES,C-2022-07-24,2022-07-24,2022-08-06,2 wk,inc case,57,37960
ES,C-2022-07-24,2022-07-24,2022-08-13,3 wk,inc case,57,21923
ES,C-2022-07-24,2022-07-24,2022-08-20,4 wk,inc case,57,14148
ES,C-2022-07-24,2022-07-24,2022-08-27,5 wk,inc case,57,9651
ES,C-2022-07-24,2022-07-24,2022-09-03,6 wk,inc case,57,6888
ES,C-2022-07-24,2022-07-24,2022-09-10,7 wk,inc case,57,5001
ES,C-2022-07-24,2022-07-24,2022-09-17,8 wk,inc case,57,4003
ES,C-2022-07-24,2022-07-24,2022-09-24,9 wk,inc case,57,3188
ES,C-2022-07-24,2022-07-24,2022-10-01,10 wk,inc case,57,2652
ES,C-2022-07-24,2022-07-24,2022-10-08,11 wk,inc case,57,2252
ES,C-2022-07-24,2022-07-24,2022-10-15,12 wk,inc case,57,1905
ES,C-2022-07-24,2022-07-24,2022-10-22,13 wk,inc case,57,1869
ES,C-2022-07-24,2022-07-24,2022-10-29,14 wk,inc case,57,2006
ES,C-2022-07-24,2022-07-24,2022-11-05,15 wk,inc case,57,2018
ES,C-2022-07-24,2022-07-24,2022-11-12,16 wk,inc case,57,2041
ES,C-2022-07-24,2022-07-24,2022-11-19,17 wk,inc case,57,2296
ES,C-2022-07-24,2022-07-24,2022-11-26,18 wk,inc case,57,2905
ES,C-2022-07-24,2022-07-24,2022-12-03,19 wk,inc case,57,3867
ES,C-2022-07-24,2022-07-24,2022-12-10,20 wk,inc case,57,5343
ES,C-2022-07-24,2022-07-24,2022-12-17,21 wk,inc case,57,7372
ES,C-2022-07-24,2022-07-24,2022-12-24,22 wk,inc case,57,11087
ES,C-2022-07-24,2022-07-24,2022-12-31,23 wk,inc case,57,19322
ES,C-2022-07-24,2022-07-24,2023-01-07,24 wk,inc case,57,24624
ES,C-2022-07-24,2022-07-24,2023-01-14,25 wk,inc case,57,20686
ES,C-2022-07-24,2022-07-24,2023-01-21,26 wk,inc case,57,15695
ES,C-2022-07-24,2022-07-24,2023-01-28,27 wk,inc case,57,11623
ES,C-2022-07-24,2022-07-24,2023-02-04,28 wk,inc case,57,8204
ES,C-2022-07-24,2022-07-24,2023-02-11,29 wk,inc case,57,5751
ES,C-2022-07-24,2022-07-24,2023-02-18,30 wk,inc case,57,4099
ES,C-2022-07-24,2022-07-24,2023-02-25,31 wk,inc case,57,2989
ES,C-2022-07-24,2022-07-24,2023-03-04,32 wk,inc case,57,2290
ES,C-2022-07-24,2022-07-24,2023-03-11,33 wk,inc case,57,2011
ES,C-2022-07-24,2022-07-24,2023-03-18,34 wk,inc case,57,1938
ES,C-2022-07-24,2022-07-24,2023-03-25,35 wk,inc case,57,1930
ES,C-2022-07-24,2022-07-24,2023-04-01,36 wk,inc case,57,2295
ES,C-2022-07-24,2022-07-24,2023-04-08,37 wk,inc case,57,3086
ES,C-2022-07-24,2022-07-24,2023-04-15,38 wk,inc case,57,5103
ES,C-2022-07-24,2022-07-24,2023-04-22,39 wk,inc case,57,8504
ES,C-2022-07-24,2022-07-24,2023-04-29,40 wk,inc case,57,13064
ES,C-2022-07-24,2022-07-24,2023-05-06,41 wk,inc case,57,19772
ES,C-2022-07-24,2022-07-24,2022-07-30,1 wk,inc hosp,58,1791
ES,C-2022-07-24,2022-07-24,2022-08-06,2 wk,inc hosp,58,1717
ES,C-2022-07-24,2022-07-24,2022-08-13,3 wk,inc hosp,58,1073
ES,C-2022-07-24,2022-07-24,2022-08-20,4 wk,inc hosp,58,680
ES,C-2022-07-24,2022-07-24,2022-08-27,5 wk,inc hosp,58,372
ES,C-2022-07-24,2022-07-24,2022-09-03,6 wk,inc hosp,58,191
ES,C-2022-07-24,2022-07-24,2022-09-10,7 wk,inc hosp,58,187
ES,C-2022-07-24,2022-07-24,2022-09-17,8 wk,inc hosp,58,163
ES,C-2022-07-24,2022-07-24,2022-09-24,9 wk,inc hosp,58,134
ES,C-2022-07-24,2022-07-24,2022-10-01,10 wk,inc hosp,58,81
ES,C-2022-07-24,2022-07-24,2022-10-08,11 wk,inc hosp,58,57
ES,C-2022-07-24,2022-07-24,2022-10-15,12 wk,inc hosp,58,54
ES,C-2022-07-24,2022-07-24,2022-10-22,13 wk,inc hosp,58,45
ES,C-2022-07-24,2022-07-24,2022-10-29,14 wk,inc hosp,58,59
ES,C-2022-07-24,2022-07-24,2022-11-05,15 wk,inc hosp,58,78
ES,C-2022-07-24,2022-07-24,2022-11-12,16 wk,inc hosp,58,63
ES,C-2022-07-24,2022-07-24,2022-11-19,17 wk,inc hosp,58,33
ES,C-2022-07-24,2022-07-24,2022-11-26,18 wk,inc hosp,58,58
ES,C-2022-07-24,2022-07-24,2022-12-03,19 wk,inc hosp,58,103
ES,C-2022-07-24,2022-07-24,2022-12-10,20 wk,inc hosp,58,143
ES,C-2022-07-24,2022-07-24,2022-12-17,21 wk,inc hosp,58,203
ES,C-2022-07-24,2022-07-24,2022-12-24,22 wk,inc hosp,58,292
ES,C-2022-07-24,2022-07-24,2022-12-31,23 wk,inc hosp,58,396
ES,C-2022-07-24,2022-07-24,2023-01-07,24 wk,inc hosp,58,616
ES,C-2022-07-24,2022-07-24,2023-01-14,25 wk,inc hosp,58,865
ES,C-2022-07-24,2022-07-24,2023-01-21,26 wk,inc hosp,58,902
ES,C-2022-07-24,2022-07-24,2023-01-28,27 wk,inc hosp,58,669
ES,C-2022-07-24,2022-07-24,2023-02-04,28 wk,inc hosp,58,436
ES,C-2022-07-24,2022-07-24,2023-02-11,29 wk,inc hosp,58,282
ES,C-2022-07-24,2022-07-24,2023-02-18,30 wk,inc hosp,58,248
ES,C-2022-07-24,2022-07-24,2023-02-25,31 wk,inc hosp,58,137
ES,C-2022-07-24,2022-07-24,2023-03-04,32 wk,inc hosp,58,83
ES,C-2022-07-24,2022-07-24,2023-03-11,33 wk,inc hosp,58,65
ES,C-2022-07-24,2022-07-24,2023-03-18,34 wk,inc hosp,58,57
ES,C-2022-07-24,2022-07-24,2023-03-25,35 wk,inc hosp,58,45
ES,C-2022-07-24,2022-07-24,2023-04-01,36 wk,inc hosp,58,60
ES,C-2022-07-24,2022-07-24,2023-04-08,37 wk,inc hosp,58,75
ES,C-2022-07-24,2022-07-24,2023-04-15,38 wk,inc hosp,58,75
ES,C-2022-07-24,2022-07-24,2023-04-22,39 wk,inc hosp,58,162
ES,C-2022-07-24,2022-07-24,2023-04-29,40 wk,inc hosp,58,359
ES,C-2022-07-24,2022-07-24,2023-05-06,41 wk,inc hosp,58,621
ES,C-2022-07-24,2022-07-24,2022-07-30,1 wk,inc infection,58,325795
ES,C-2022-07-24,2022-07-24,2022-08-06,2 wk,inc infection,58,188194
ES,C-2022-07-24,2022-07-24,2022-08-13,3 wk,inc infection,58,108494
ES,C-2022-07-24,2022-07-24,2022-08-20,4 wk,inc infection,58,69609
ES,C-2022-07-24,2022-07-24,2022-08-27,5 wk,inc infection,58,48766
ES,C-2022-07-24,2022-07-24,2022-09-03,6 wk,inc infection,58,34808
ES,C-2022-07-24,2022-07-24,2022-09-10,7 wk,inc infection,58,25620
ES,C-2022-07-24,2022-07-24,2022-09-17,8 wk,inc infection,58,21511
ES,C-2022-07-24,2022-07-24,2022-09-24,9 wk,inc infection,58,17071
ES,C-2022-07-24,2022-07-24,2022-10-01,10 wk,inc infection,58,14091
ES,C-2022-07-24,2022-07-24,2022-10-08,11 wk,inc infection,58,12034
ES,C-2022-07-24,2022-07-24,2022-10-15,12 wk,inc infection,58,10390
ES,C-2022-07-24,2022-07-24,2022-10-22,13 wk,inc infection,58,10010
ES,C-2022-07-24,2022-07-24,2022-10-29,14 wk,inc infection,58,10225
ES,C-2022-07-24,2022-07-24,2022-11-05,15 wk,inc infection,58,10062
ES,C-2022-07-24,2022-07-24,2022-11-12,16 wk,inc infection,58,9956
ES,C-2022-07-24,2022-07-24,2022-11-19,17 wk,inc infection,58,11403
ES,C-2022-07-24,2022-07-24,2022-11-26,18 wk,inc infection,58,14336
ES,C-2022-07-24,2022-07-24,2022-12-03,19 wk,inc infection,58,18746
ES,C-2022-07-24,2022-07-24,2022-12-10,20 wk,inc infection,58,25688
ES,C-2022-07-24,2022-07-24,2022-12-17,21 wk,inc infection,58,36196
ES,C-2022-07-24,2022-07-24,2022-12-24,22 wk,inc infection,58,54446
ES,C-2022-07-24,2022-07-24,2022-12-31,23 wk,inc infection,58,92767
ES,C-2022-07-24,2022-07-24,2023-01-07,24 wk,inc infection,58,120218
ES,C-2022-07-24,2022-07-24,2023-01-14,25 wk,inc infection,58,102518
ES,C-2022-07-24,2022-07-24,2023-01-21,26 wk,inc infection,58,80635
ES,C-2022-07-24,2022-07-24,2023-01-28,27 wk,inc infection,58,60345
ES,C-2022-07-24,2022-07-24,2023-02-04,28 wk,inc infection,58,44012
ES,C-2022-07-24,2022-07-24,2023-02-11,29 wk,inc infection,58,31735
ES,C-2022-07-24,2022-07-24,2023-02-18,30 wk,inc infection,58,22583
ES,C-2022-07-24,2022-07-24,2023-02-25,31 wk,inc infection,58,16568
ES,C-2022-07-24,2022-07-24,2023-03-04,32 wk,inc infection,58,12964
ES,C-2022-07-24,2022-07-24,2023-03-11,33 wk,inc infection,58,11613
ES,C-2022-07-24,2022-07-24,2023-03-18,34 wk,inc infection,58,11169
ES,C-2022-07-24,2022-07-24,2023-03-25,35 wk,inc infection,58,11147
ES,C-2022-07-24,2022-07-24,2023-04-01,36 wk,inc infection,58,12268
ES,C-2022-07-24,2022-07-24,2023-04-08,37 wk,inc infection,58,16611
ES,C-2022-07-24,2022-07-24,2023-04-15,38 wk,inc infection,58,26144
ES,C-2022-07-24,2022-07-24,2023-04-22,39 wk,inc infection,58,41805
ES,C-2022-07-24,2022-07-24,2023-04-29,40 wk,inc infection,58,62345
ES,C-2022-07-24,2022-07-24,2023-05-06,41 wk,inc infection,58,92380
ES,C-2022-07-24,2022-07-24,2022-07-30,1 wk,inc case,58,65159
ES,C-2022-07-24,2022-07-24,2022-08-06,2 wk,inc case,58,37639
ES,C-2022-07-24,2022-07-24,2022-08-13,3 wk,inc case,58,21699
ES,C-2022-07-24,2022-07-24,2022-08-20,4 wk,inc case,58,13922
ES,C-2022-07-24,2022-07-24,2022-08-27,5 wk,inc case,58,9753
ES,C-2022-07-24,2022-07-24,2022-09-03,6 wk,inc case,58,6962
ES,C-2022-07-24,2022-07-24,2022-09-10,7 wk,inc case,58,5124
ES,C-2022-07-24,2022-07-24,2022-09-17,8 wk,inc case,58,4302
ES,C-2022-07-24,2022-07-24,2022-09-24,9 wk,inc case,58,3414
ES,C-2022-07-24,2022-07-24,2022-10-01,10 wk,inc case,58,2818
ES,C-2022-07-24,2022-07-24,2022-10-08,11 wk,inc case,58,2407
ES,C-2022-07-24,2022-07-24,2022-10-15,12 wk,inc case,58,2078
ES,C-2022-07-24,2022-07-24,2022-10-22,13 wk,inc case,58,2002
ES,C-2022-07-24,2022-07-24,2022-10-29,14 wk,inc case,58,2045
ES,C-2022-07-24,2022-07-24,2022-11-05,15 wk,inc case,58,2012
ES,C-2022-07-24,2022-07-24,2022-11-12,16 wk,inc case,58,1991
ES,C-2022-07-24,2022-07-24,2022-11-19,17 wk,inc case,58,2281
ES,C-2022-07-24,2022-07-24,2022-11-26,18 wk,inc case,58,2867
ES,C-2022-07-24,2022-07-24,2022-12-03,19 wk,inc case,58,3749
ES,C-2022-07-24,2022-07-24,2022-12-10,20 wk,inc case,58,5138
ES,C-2022-07-24,2022-07-24,2022-12-17,21 wk,inc case,58,7239
ES,C-2022-07-24,2022-07-24,2022-12-24,22 wk,inc case,58,10889
ES,C-2022-07-24,2022-07-24,2022-12-31,23 wk,inc case,58,18553
ES,C-2022-07-24,2022-07-24,2023-01-07,24 wk,inc case,58,24044
ES,C-2022-07-24,2022-07-24,2023-01-14,25 wk,inc case,58,20504
ES,C-2022-07-24,2022-07-24,2023-01-21,26 wk,inc case,58,16127
ES,C-2022-07-24,2022-07-24,2023-01-28,27 wk,inc case,58,12069
ES,C-2022-07-24,2022-07-24,2023-02-04,28 wk,inc case,58,8802
ES,C-2022-07-24,2022-07-24,2023-02-11,29 wk,inc case,58,6347
ES,C-2022-07-24,2022-07-24,2023-02-18,30 wk,inc case,58,4517
ES,C-2022-07-24,2022-07-24,2023-02-25,31 wk,inc case,58,3314
ES,C-2022-07-24,2022-07-24,2023-03-04,32 wk,inc case,58,2593
ES,C-2022-07-24,2022-07-24,2023-03-11,33 wk,inc case,58,2323
ES,C-2022-07-24,2022-07-24,2023-03-18,34 wk,inc case,58,2234
ES,C-2022-07-24,2022-07-24,2023-03-25,35 wk,inc case,58,2229
ES,C-2022-07-24,2022-07-24,2023-04-01,36 wk,inc case,58,2454
ES,C-2022-07-24,2022-07-24,2023-04-08,37 wk,inc case,58,3322
ES,C-2022-07-24,2022-07-24,2023-04-15,38 wk,inc case,58,5229
ES,C-2022-07-24,2022-07-24,2023-04-22,39 wk,inc case,58,8361
ES,C-2022-07-24,2022-07-24,2023-04-29,40 wk,inc case,58,12469
ES,C-2022-07-24,2022-07-24,2023-05-06,41 wk,inc case,58,18476
ES,C-2022-07-24,2022-07-24,2022-07-30,1 wk,inc hosp,59,1783
ES,C-2022-07-24,2022-07-24,2022-08-06,2 wk,inc hosp,59,1786
ES,C-2022-07-24,2022-07-24,2022-08-13,3 wk,inc hosp,59,1116
ES,C-2022-07-24,2022-07-24,2022-08-20,4 wk,inc hosp,59,687
ES,C-2022-07-24,2022-07-24,2022-08-27,5 wk,inc hosp,59,472
ES,C-2022-07-24,2022-07-24,2022-09-03,6 wk,inc hosp,59,265
ES,C-2022-07-24,2022-07-24,2022-09-10,7 wk,inc hosp,59,169
ES,C-2022-07-24,2022-07-24,2022-09-17,8 wk,inc hosp,59,103
ES,C-2022-07-24,2022-07-24,2022-09-24,9 wk,inc hosp,59,80
ES,C-2022-07-24,2022-07-24,2022-10-01,10 wk,inc hosp,59,82
ES,C-2022-07-24,2022-07-24,2022-10-08,11 wk,inc hosp,59,97
ES,C-2022-07-24,2022-07-24,2022-10-15,12 wk,inc hosp,59,49
ES,C-2022-07-24,2022-07-24,2022-10-22,13 wk,inc hosp,59,89
ES,C-2022-07-24,2022-07-24,2022-10-29,14 wk,inc hosp,59,114
ES,C-2022-07-24,2022-07-24,2022-11-05,15 wk,inc hosp,59,79
ES,C-2022-07-24,2022-07-24,2022-11-12,16 wk,inc hosp,59,87
ES,C-2022-07-24,2022-07-24,2022-11-19,17 wk,inc hosp,59,101
ES,C-2022-07-24,2022-07-24,2022-11-26,18 wk,inc hosp,59,86
ES,C-2022-07-24,2022-07-24,2022-12-03,19 wk,inc hosp,59,126
ES,C-2022-07-24,2022-07-24,2022-12-10,20 wk,inc hosp,59,145
ES,C-2022-07-24,2022-07-24,2022-12-17,21 wk,inc hosp,59,214
ES,C-2022-07-24,2022-07-24,2022-12-24,22 wk,inc hosp,59,289
ES,C-2022-07-24,2022-07-24,2022-12-31,23 wk,inc hosp,59,371
ES,C-2022-07-24,2022-07-24,2023-01-07,24 wk,inc hosp,59,692
ES,C-2022-07-24,2022-07-24,2023-01-14,25 wk,inc hosp,59,897
ES,C-2022-07-24,2022-07-24,2023-01-21,26 wk,inc hosp,59,877
ES,C-2022-07-24,2022-07-24,2023-01-28,27 wk,inc hosp,59,643
ES,C-2022-07-24,2022-07-24,2023-02-04,28 wk,inc hosp,59,457
ES,C-2022-07-24,2022-07-24,2023-02-11,29 wk,inc hosp,59,341
ES,C-2022-07-24,2022-07-24,2023-02-18,30 wk,inc hosp,59,239
ES,C-2022-07-24,2022-07-24,2023-02-25,31 wk,inc hosp,59,151
ES,C-2022-07-24,2022-07-24,2023-03-04,32 wk,inc hosp,59,79
ES,C-2022-07-24,2022-07-24,2023-03-11,33 wk,inc hosp,59,66
ES,C-2022-07-24,2022-07-24,2023-03-18,34 wk,inc hosp,59,72
ES,C-2022-07-24,2022-07-24,2023-03-25,35 wk,inc hosp,59,76
ES,C-2022-07-24,2022-07-24,2023-04-01,36 wk,inc hosp,59,89
ES,C-2022-07-24,2022-07-24,2023-04-08,37 wk,inc hosp,59,95
ES,C-2022-07-24,2022-07-24,2023-04-15,38 wk,inc hosp,59,159
ES,C-2022-07-24,2022-07-24,2023-04-22,39 wk,inc hosp,59,189
ES,C-2022-07-24,2022-07-24,2023-04-29,40 wk,inc hosp,59,332
ES,C-2022-07-24,2022-07-24,2023-05-06,41 wk,inc hosp,59,550
ES,C-2022-07-24,2022-07-24,2022-07-30,1 wk,inc infection,59,328452
ES,C-2022-07-24,2022-07-24,2022-08-06,2 wk,inc infection,59,188850
ES,C-2022-07-24,2022-07-24,2022-08-13,3 wk,inc infection,59,108411
ES,C-2022-07-24,2022-07-24,2022-08-20,4 wk,inc infection,59,69234
ES,C-2022-07-24,2022-07-24,2022-08-27,5 wk,inc infection,59,48096
ES,C-2022-07-24,2022-07-24,2022-09-03,6 wk,inc infection,59,34772
ES,C-2022-07-24,2022-07-24,2022-09-10,7 wk,inc infection,59,25938
ES,C-2022-07-24,2022-07-24,2022-09-17,8 wk,inc infection,59,20182
ES,C-2022-07-24,2022-07-24,2022-09-24,9 wk,inc infection,59,16624
ES,C-2022-07-24,2022-07-24,2022-10-01,10 wk,inc infection,59,14174
ES,C-2022-07-24,2022-07-24,2022-10-08,11 wk,inc infection,59,11927
ES,C-2022-07-24,2022-07-24,2022-10-15,12 wk,inc infection,59,10869
ES,C-2022-07-24,2022-07-24,2022-10-22,13 wk,inc infection,59,10590
ES,C-2022-07-24,2022-07-24,2022-10-29,14 wk,inc infection,59,11339
ES,C-2022-07-24,2022-07-24,2022-11-05,15 wk,inc infection,59,11382
ES,C-2022-07-24,2022-07-24,2022-11-12,16 wk,inc infection,59,11213
ES,C-2022-07-24,2022-07-24,2022-11-19,17 wk,inc infection,59,12122
ES,C-2022-07-24,2022-07-24,2022-11-26,18 wk,inc infection,59,15330
ES,C-2022-07-24,2022-07-24,2022-12-03,19 wk,inc infection,59,20611
ES,C-2022-07-24,2022-07-24,2022-12-10,20 wk,inc infection,59,27102
ES,C-2022-07-24,2022-07-24,2022-12-17,21 wk,inc infection,59,36762
ES,C-2022-07-24,2022-07-24,2022-12-24,22 wk,inc infection,59,55206
ES,C-2022-07-24,2022-07-24,2022-12-31,23 wk,inc infection,59,96185
ES,C-2022-07-24,2022-07-24,2023-01-07,24 wk,inc infection,59,121447
ES,C-2022-07-24,2022-07-24,2023-01-14,25 wk,inc infection,59,100971
ES,C-2022-07-24,2022-07-24,2023-01-21,26 wk,inc infection,59,76010
ES,C-2022-07-24,2022-07-24,2023-01-28,27 wk,inc infection,59,55621
ES,C-2022-07-24,2022-07-24,2023-02-04,28 wk,inc infection,59,40303
ES,C-2022-07-24,2022-07-24,2023-02-11,29 wk,inc infection,59,28974
ES,C-2022-07-24,2022-07-24,2023-02-18,30 wk,inc infection,59,20715
ES,C-2022-07-24,2022-07-24,2023-02-25,31 wk,inc infection,59,15258
ES,C-2022-07-24,2022-07-24,2023-03-04,32 wk,inc infection,59,12502
ES,C-2022-07-24,2022-07-24,2023-03-11,33 wk,inc infection,59,11508
ES,C-2022-07-24,2022-07-24,2023-03-18,34 wk,inc infection,59,10735
ES,C-2022-07-24,2022-07-24,2023-03-25,35 wk,inc infection,59,10893
ES,C-2022-07-24,2022-07-24,2023-04-01,36 wk,inc infection,59,12335
ES,C-2022-07-24,2022-07-24,2023-04-08,37 wk,inc infection,59,16526
ES,C-2022-07-24,2022-07-24,2023-04-15,38 wk,inc infection,59,27249
ES,C-2022-07-24,2022-07-24,2023-04-22,39 wk,inc infection,59,44967
ES,C-2022-07-24,2022-07-24,2023-04-29,40 wk,inc infection,59,66360
ES,C-2022-07-24,2022-07-24,2023-05-06,41 wk,inc infection,59,98744
ES,C-2022-07-24,2022-07-24,2022-07-30,1 wk,inc case,59,65690
ES,C-2022-07-24,2022-07-24,2022-08-06,2 wk,inc case,59,37770
ES,C-2022-07-24,2022-07-24,2022-08-13,3 wk,inc case,59,21682
ES,C-2022-07-24,2022-07-24,2022-08-20,4 wk,inc case,59,13847
ES,C-2022-07-24,2022-07-24,2022-08-27,5 wk,inc case,59,9619
ES,C-2022-07-24,2022-07-24,2022-09-03,6 wk,inc case,59,6954
ES,C-2022-07-24,2022-07-24,2022-09-10,7 wk,inc case,59,5188
ES,C-2022-07-24,2022-07-24,2022-09-17,8 wk,inc case,59,4036
ES,C-2022-07-24,2022-07-24,2022-09-24,9 wk,inc case,59,3325
ES,C-2022-07-24,2022-07-24,2022-10-01,10 wk,inc case,59,2835
ES,C-2022-07-24,2022-07-24,2022-10-08,11 wk,inc case,59,2385
ES,C-2022-07-24,2022-07-24,2022-10-15,12 wk,inc case,59,2174
ES,C-2022-07-24,2022-07-24,2022-10-22,13 wk,inc case,59,2118
ES,C-2022-07-24,2022-07-24,2022-10-29,14 wk,inc case,59,2268
ES,C-2022-07-24,2022-07-24,2022-11-05,15 wk,inc case,59,2276
ES,C-2022-07-24,2022-07-24,2022-11-12,16 wk,inc case,59,2243
ES,C-2022-07-24,2022-07-24,2022-11-19,17 wk,inc case,59,2424
ES,C-2022-07-24,2022-07-24,2022-11-26,18 wk,inc case,59,3066
ES,C-2022-07-24,2022-07-24,2022-12-03,19 wk,inc case,59,4122
ES,C-2022-07-24,2022-07-24,2022-12-10,20 wk,inc case,59,5420
ES,C-2022-07-24,2022-07-24,2022-12-17,21 wk,inc case,59,7352
ES,C-2022-07-24,2022-07-24,2022-12-24,22 wk,inc case,59,11041
ES,C-2022-07-24,2022-07-24,2022-12-31,23 wk,inc case,59,19237
ES,C-2022-07-24,2022-07-24,2023-01-07,24 wk,inc case,59,24289
ES,C-2022-07-24,2022-07-24,2023-01-14,25 wk,inc case,59,20194
ES,C-2022-07-24,2022-07-24,2023-01-21,26 wk,inc case,59,15202
ES,C-2022-07-24,2022-07-24,2023-01-28,27 wk,inc case,59,11124
ES,C-2022-07-24,2022-07-24,2023-02-04,28 wk,inc case,59,8061
ES,C-2022-07-24,2022-07-24,2023-02-11,29 wk,inc case,59,5795
ES,C-2022-07-24,2022-07-24,2023-02-18,30 wk,inc case,59,4143
ES,C-2022-07-24,2022-07-24,2023-02-25,31 wk,inc case,59,3052
ES,C-2022-07-24,2022-07-24,2023-03-04,32 wk,inc case,59,2500
ES,C-2022-07-24,2022-07-24,2023-03-11,33 wk,inc case,59,2302
ES,C-2022-07-24,2022-07-24,2023-03-18,34 wk,inc case,59,2147
