scenario_id,sample,horizon,target_variable,value,location
A,59,33 wk,inc hosp,19,NL
A,59,33 wk,inc icu,8,NL
A,59,33 wk,inc infection,4350,NL
A,59,34 wk,inc case,1622,NL
A,59,34 wk,inc death,8,NL
A,59,34 wk,inc hosp,15,NL
A,59,34 wk,inc icu,6,NL
A,59,34 wk,inc infection,3366,NL
A,59,35 wk,inc case,1242,NL
A,59,35 wk,inc death,7,NL
A,59,35 wk,inc hosp,11,NL
A,59,35 wk,inc icu,5,NL
A,59,35 wk,inc infection,2563,NL
A,59,36 wk,inc case,935,NL
A,59,36 wk,inc death,5,NL
A,59,36 wk,inc hosp,9,NL
A,59,36 wk,inc icu,4,NL
A,59,36 wk,inc infection,1920,NL
A,59,37 wk,inc case,692,NL
A,59,37 wk,inc death,4,NL
A,59,37 wk,inc hosp,6,NL
A,59,37 wk,inc icu,3,NL
A,59,37 wk,inc infection,1414,NL
A,59,38 wk,inc case,504,NL
A,59,38 wk,inc death,3,NL
A,59,38 wk,inc hosp,5,NL
A,59,38 wk,inc icu,2,NL
A,59,38 wk,inc infection,1023,NL
A,59,39 wk,inc case,360,NL
A,59,39 wk,inc death,3,NL
A,59,39 wk,inc hosp,3,NL
A,59,39 wk,inc icu,2,NL
A,59,39 wk,inc infection,728,NL
A,59,4 wk,inc case,5030,NL
A,59,4 wk,inc death,19,NL
A,59,4 wk,inc hosp,39,NL
A,59,4 wk,inc icu,16,NL
A,59,4 wk,inc infection,10846,NL
A,59,40 wk,inc case,254,NL
A,59,40 wk,inc death,2,NL
A,59,40 wk,inc hosp,2,NL
A,59,40 wk,inc icu,1,NL
A,59,40 wk,inc infection,510,NL
A,59,41 wk,inc case,176,NL
A,59,41 wk,inc death,2,NL
A,59,41 wk,inc hosp,2,NL
A,59,41 wk,inc icu,1,NL
A,59,41 wk,inc infection,351,NL
A,59,42 wk,inc case,120,NL
A,59,42 wk,inc death,1,NL
A,59,42 wk,inc hosp,1,NL
A,59,42 wk,inc icu,1,NL
A,59,42 wk,inc infection,239,NL
A,59,43 wk,inc case,81,NL
A,59,43 wk,inc death,1,NL
A,59,43 wk,inc hosp,1,NL
A,59,43 wk,inc icu,0,NL
A,59,43 wk,inc infection,160,NL
A,59,44 wk,inc case,54,NL
A,59,44 wk,inc death,1,NL
A,59,44 wk,inc hosp,1,NL
A,59,44 wk,inc icu,0,NL
A,59,44 wk,inc infection,106,NL
A,59,45 wk,inc case,36,NL
A,59,45 wk,inc death,0,NL
A,59,45 wk,inc hosp,0,NL
A,59,45 wk,inc icu,0,NL
A,59,45 wk,inc infection,70,NL
A,59,46 wk,inc case,23,NL
A,59,46 wk,inc death,0,NL
A,59,46 wk,inc hosp,0,NL
A,59,46 wk,inc icu,0,NL
A,59,46 wk,inc infection,46,NL
A,59,47 wk,inc case,15,NL
A,59,47 wk,inc death,0,NL
A,59,47 wk,inc hosp,0,NL
A,59,47 wk,inc icu,0,NL
A,59,47 wk,inc infection,30,NL
A,59,48 wk,inc case,10,NL
A,59,48 wk,inc death,0,NL
A,59,48 wk,inc hosp,0,NL
A,59,48 wk,inc icu,0,NL
A,59,48 wk,inc infection,20,NL
A,59,49 wk,inc case,7,NL
A,59,49 wk,inc death,0,NL
A,59,49 wk,inc hosp,0,NL
A,59,49 wk,inc icu,0,NL
A,59,49 wk,inc infection,13,NL
A,59,5 wk,inc case,4425,NL
A,59,5 wk,inc death,16,NL
A,59,5 wk,inc hosp,34,NL
A,59,5 wk,inc icu,13,NL
A,59,5 wk,inc infection,9628,NL
A,59,50 wk,inc case,4,NL
A,59,50 wk,inc death,0,NL
A,59,50 wk,inc hosp,0,NL
A,59,50 wk,inc icu,0,NL
A,59,50 wk,inc infection,8,NL
A,59,51 wk,inc case,3,NL
A,59,51 wk,inc death,0,NL
A,59,51 wk,inc hosp,0,NL
A,59,51 wk,inc icu,0,NL
A,59,51 wk,inc infection,5,NL
A,59,52 wk,inc case,2,NL
A,59,52 wk,inc death,0,NL
A,59,52 wk,inc hosp,0,NL
A,59,52 wk,inc icu,0,NL
A,59,52 wk,inc infection,4,NL
A,59,53 wk,inc case,0,NL
A,59,53 wk,inc death,0,NL
A,59,53 wk,inc hosp,0,NL
A,59,53 wk,inc icu,0,NL
A,59,53 wk,inc infection,1,NL
A,59,6 wk,inc case,4019,NL
A,59,6 wk,inc death,14,NL
A,59,6 wk,inc hosp,31,NL
A,59,6 wk,inc icu,12,NL
A,59,6 wk,inc infection,8832,NL
A,59,7 wk,inc case,3782,NL
A,59,7 wk,inc death,13,NL
A,59,7 wk,inc hosp,28,NL
A,59,7 wk,inc icu,10,NL
A,59,7 wk,inc infection,8397,NL
A,59,8 wk,inc case,3690,NL
A,59,8 wk,inc death,11,NL
A,59,8 wk,inc hosp,28,NL
A,59,8 wk,inc icu,10,NL
A,59,8 wk,inc infection,8281,NL
A,59,9 wk,inc case,3662,NL
A,59,9 wk,inc death,10,NL
A,59,9 wk,inc hosp,27,NL
A,59,9 wk,inc icu,10,NL
A,59,9 wk,inc infection,8181,NL
A,60,1 wk,inc case,9449,NL
A,60,1 wk,inc death,30,NL
A,60,1 wk,inc hosp,77,NL
A,60,1 wk,inc icu,32,NL
A,60,1 wk,inc infection,21271,NL
A,60,10 wk,inc case,30150,NL
A,60,10 wk,inc death,47,NL
A,60,10 wk,inc hosp,198,NL
A,60,10 wk,inc icu,60,NL
A,60,10 wk,inc infection,71388,NL
A,60,11 wk,inc case,36414,NL
A,60,11 wk,inc death,54,NL
A,60,11 wk,inc hosp,228,NL
A,60,11 wk,inc icu,71,NL
A,60,11 wk,inc infection,86640,NL
A,60,12 wk,inc case,44708,NL
A,60,12 wk,inc death,63,NL
A,60,12 wk,inc hosp,273,NL
A,60,12 wk,inc icu,85,NL
A,60,12 wk,inc infection,106695,NL
A,60,13 wk,inc case,54526,NL
A,60,13 wk,inc death,75,NL
A,60,13 wk,inc hosp,337,NL
A,60,13 wk,inc icu,103,NL
A,60,13 wk,inc infection,131165,NL
A,60,14 wk,inc case,67958,NL
A,60,14 wk,inc death,91,NL
A,60,14 wk,inc hosp,421,NL
A,60,14 wk,inc icu,127,NL
A,60,14 wk,inc infection,163632,NL
A,60,15 wk,inc case,82601,NL
A,60,15 wk,inc death,113,NL
A,60,15 wk,inc hosp,530,NL
A,60,15 wk,inc icu,159,NL
A,60,15 wk,inc infection,197535,NL
A,60,16 wk,inc case,94525,NL
A,60,16 wk,inc death,141,NL
A,60,16 wk,inc hosp,648,NL
A,60,16 wk,inc icu,198,NL
A,60,16 wk,inc infection,220212,NL
A,60,17 wk,inc case,103924,NL
A,60,17 wk,inc death,171,NL
A,60,17 wk,inc hosp,750,NL
A,60,17 wk,inc icu,237,NL
A,60,17 wk,inc infection,240737,NL
A,60,18 wk,inc case,112647,NL
A,60,18 wk,inc death,202,NL
A,60,18 wk,inc hosp,836,NL
A,60,18 wk,inc icu,271,NL
A,60,18 wk,inc infection,259737,NL
A,60,19 wk,inc case,120248,NL
A,60,19 wk,inc death,231,NL
A,60,19 wk,inc hosp,911,NL
A,60,19 wk,inc icu,300,NL
A,60,19 wk,inc infection,275689,NL
A,60,2 wk,inc case,9670,NL
A,60,2 wk,inc death,28,NL
A,60,2 wk,inc hosp,74,NL
A,60,2 wk,inc icu,28,NL
A,60,2 wk,inc infection,22137,NL
A,60,20 wk,inc case,125332,NL
A,60,20 wk,inc death,257,NL
A,60,20 wk,inc hosp,971,NL
A,60,20 wk,inc icu,326,NL
A,60,20 wk,inc infection,283376,NL
A,60,21 wk,inc case,119500,NL
A,60,21 wk,inc death,279,NL
A,60,21 wk,inc hosp,986,NL
A,60,21 wk,inc icu,342,NL
A,60,21 wk,inc infection,261902,NL
A,60,22 wk,inc case,108815,NL
A,60,22 wk,inc death,290,NL
A,60,22 wk,inc hosp,934,NL
A,60,22 wk,inc icu,339,NL
A,60,22 wk,inc infection,237407,NL
A,60,23 wk,inc case,97788,NL
A,60,23 wk,inc death,290,NL
A,60,23 wk,inc hosp,858,NL
A,60,23 wk,inc icu,320,NL
A,60,23 wk,inc infection,212084,NL
A,60,24 wk,inc case,85772,NL
A,60,24 wk,inc death,280,NL
A,60,24 wk,inc hosp,763,NL
A,60,24 wk,inc icu,293,NL
A,60,24 wk,inc infection,184820,NL
A,60,25 wk,inc case,73617,NL
A,60,25 wk,inc death,261,NL
A,60,25 wk,inc hosp,655,NL
A,60,25 wk,inc icu,259,NL
A,60,25 wk,inc infection,157179,NL
A,60,26 wk,inc case,56930,NL
A,60,26 wk,inc death,234,NL
A,60,26 wk,inc hosp,526,NL
A,60,26 wk,inc icu,219,NL
A,60,26 wk,inc infection,116595,NL
A,60,27 wk,inc case,42036,NL
A,60,27 wk,inc death,203,NL
A,60,27 wk,inc hosp,400,NL
A,60,27 wk,inc icu,174,NL
A,60,27 wk,inc infection,86432,NL
A,60,28 wk,inc case,31784,NL
A,60,28 wk,inc death,170,NL
A,60,28 wk,inc hosp,305,NL
A,60,28 wk,inc icu,134,NL
A,60,28 wk,inc infection,65893,NL
A,60,29 wk,inc case,24629,NL
A,60,29 wk,inc death,141,NL
A,60,29 wk,inc hosp,236,NL
A,60,29 wk,inc icu,103,NL
A,60,29 wk,inc infection,51469,NL
A,60,3 wk,inc case,10169,NL
A,60,3 wk,inc death,26,NL
A,60,3 wk,inc hosp,74,NL
A,60,3 wk,inc icu,26,NL
A,60,3 wk,inc infection,23410,NL
A,60,30 wk,inc case,19517,NL
A,60,30 wk,inc death,115,NL
A,60,30 wk,inc hosp,186,NL
A,60,30 wk,inc icu,80,NL
A,60,30 wk,inc infection,41032,NL
A,60,31 wk,inc case,15572,NL
A,60,31 wk,inc death,94,NL
A,60,31 wk,inc hosp,147,NL
A,60,31 wk,inc icu,63,NL
A,60,31 wk,inc infection,32712,NL
A,60,32 wk,inc case,12261,NL
A,60,32 wk,inc death,76,NL
A,60,32 wk,inc hosp,113,NL
A,60,32 wk,inc icu,49,NL
A,60,32 wk,inc infection,25655,NL
A,60,33 wk,inc case,9742,NL
A,60,33 wk,inc death,60,NL
A,60,33 wk,inc hosp,88,NL
A,60,33 wk,inc icu,38,NL
A,60,33 wk,inc infection,20472,NL
A,60,34 wk,inc case,7839,NL
A,60,34 wk,inc death,48,NL
A,60,34 wk,inc hosp,70,NL
A,60,34 wk,inc icu,30,NL
A,60,34 wk,inc infection,16538,NL
A,60,35 wk,inc case,6373,NL
A,60,35 wk,inc death,38,NL
A,60,35 wk,inc hosp,56,NL
A,60,35 wk,inc icu,24,NL
A,60,35 wk,inc infection,13486,NL
A,60,36 wk,inc case,5218,NL
A,60,36 wk,inc death,31,NL
A,60,36 wk,inc hosp,46,NL
A,60,36 wk,inc icu,19,NL
A,60,36 wk,inc infection,11066,NL
A,60,37 wk,inc case,4290,NL
A,60,37 wk,inc death,25,NL
A,60,37 wk,inc hosp,38,NL
A,60,37 wk,inc icu,16,NL
A,60,37 wk,inc infection,9108,NL
A,60,38 wk,inc case,3531,NL
A,60,38 wk,inc death,20,NL
A,60,38 wk,inc hosp,31,NL
A,60,38 wk,inc icu,13,NL
A,60,38 wk,inc infection,7497,NL
A,60,39 wk,inc case,2902,NL
A,60,39 wk,inc death,16,NL
A,60,39 wk,inc hosp,26,NL
A,60,39 wk,inc icu,11,NL
A,60,39 wk,inc infection,6159,NL
A,60,4 wk,inc case,10958,NL
A,60,4 wk,inc death,26,NL
A,60,4 wk,inc hosp,77,NL
A,60,4 wk,inc icu,26,NL
A,60,4 wk,inc infection,25405,NL
A,60,40 wk,inc case,2377,NL
A,60,40 wk,inc death,13,NL
A,60,40 wk,inc hosp,21,NL
A,60,40 wk,inc icu,9,NL
A,60,40 wk,inc infection,5040,NL
A,60,41 wk,inc case,1938,NL
A,60,41 wk,inc death,11,NL
A,60,41 wk,inc hosp,17,NL
A,60,41 wk,inc icu,7,NL
A,60,41 wk,inc infection,4104,NL
A,60,42 wk,inc case,1572,NL
A,60,42 wk,inc death,9,NL
A,60,42 wk,inc hosp,14,NL
A,60,42 wk,inc icu,6,NL
A,60,42 wk,inc infection,3325,NL
A,60,43 wk,inc case,1268,NL
A,60,43 wk,inc death,7,NL
A,60,43 wk,inc hosp,11,NL
A,60,43 wk,inc icu,5,NL
A,60,43 wk,inc infection,2679,NL
A,60,44 wk,inc case,1019,NL
A,60,44 wk,inc death,6,NL
A,60,44 wk,inc hosp,9,NL
A,60,44 wk,inc icu,4,NL
A,60,44 wk,inc infection,2150,NL
A,60,45 wk,inc case,816,NL
A,60,45 wk,inc death,5,NL
A,60,45 wk,inc hosp,7,NL
A,60,45 wk,inc icu,3,NL
A,60,45 wk,inc infection,1720,NL
A,60,46 wk,inc case,652,NL
A,60,46 wk,inc death,4,NL
A,60,46 wk,inc hosp,6,NL
A,60,46 wk,inc icu,3,NL
A,60,46 wk,inc infection,1375,NL
A,60,47 wk,inc case,521,NL
A,60,47 wk,inc death,3,NL
A,60,47 wk,inc hosp,5,NL
A,60,47 wk,inc icu,2,NL
A,60,47 wk,inc infection,1101,NL
A,60,48 wk,inc case,418,NL
A,60,48 wk,inc death,3,NL
A,60,48 wk,inc hosp,4,NL
A,60,48 wk,inc icu,2,NL
A,60,48 wk,inc infection,885,NL
A,60,49 wk,inc case,337,NL
A,60,49 wk,inc death,2,NL
A,60,49 wk,inc hosp,3,NL
A,60,49 wk,inc icu,1,NL
A,60,49 wk,inc infection,714,NL
A,60,5 wk,inc case,12153,NL
A,60,5 wk,inc death,26,NL
A,60,5 wk,inc hosp,84,NL
A,60,5 wk,inc icu,27,NL
A,60,5 wk,inc infection,28404,NL
A,60,50 wk,inc case,272,NL
A,60,50 wk,inc death,2,NL
A,60,50 wk,inc hosp,3,NL
A,60,50 wk,inc icu,1,NL
A,60,50 wk,inc infection,576,NL
A,60,51 wk,inc case,221,NL
A,60,51 wk,inc death,1,NL
A,60,51 wk,inc hosp,2,NL
A,60,51 wk,inc icu,1,NL
A,60,51 wk,inc infection,471,NL
A,60,52 wk,inc case,181,NL
A,60,52 wk,inc death,1,NL
A,60,52 wk,inc hosp,2,NL
A,60,52 wk,inc icu,1,NL
A,60,52 wk,inc infection,386,NL
A,60,53 wk,inc case,46,NL
A,60,53 wk,inc death,0,NL
A,60,53 wk,inc hosp,0,NL
A,60,53 wk,inc icu,0,NL
A,60,53 wk,inc infection,97,NL
A,60,6 wk,inc case,13906,NL
A,60,6 wk,inc death,27,NL
A,60,6 wk,inc hosp,95,NL
A,60,6 wk,inc icu,30,NL
A,60,6 wk,inc infection,32782,NL
A,60,7 wk,inc case,16437,NL
A,60,7 wk,inc death,30,NL
A,60,7 wk,inc hosp,112,NL
A,60,7 wk,inc icu,35,NL
A,60,7 wk,inc infection,39099,NL
A,60,8 wk,inc case,20087,NL
A,60,8 wk,inc death,34,NL
A,60,8 wk,inc hosp,136,NL
A,60,8 wk,inc icu,41,NL
A,60,8 wk,inc infection,48200,NL
A,60,9 wk,inc case,24799,NL
A,60,9 wk,inc death,40,NL
A,60,9 wk,inc hosp,167,NL
A,60,9 wk,inc icu,50,NL
A,60,9 wk,inc infection,59094,NL
A,61,1 wk,inc case,9090,NL
A,61,1 wk,inc death,30,NL
A,61,1 wk,inc hosp,76,NL
A,61,1 wk,inc icu,32,NL
A,61,1 wk,inc infection,19981,NL
A,61,10 wk,inc case,10752,NL
A,61,10 wk,inc death,20,NL
A,61,10 wk,inc hosp,69,NL
A,61,10 wk,inc icu,24,NL
A,61,10 wk,inc infection,24976,NL
A,61,11 wk,inc case,11953,NL
A,61,11 wk,inc death,21,NL
A,61,11 wk,inc hosp,73,NL
A,61,11 wk,inc icu,26,NL
A,61,11 wk,inc infection,28052,NL
A,61,12 wk,inc case,13736,NL
A,61,12 wk,inc death,22,NL
A,61,12 wk,inc hosp,81,NL
A,61,12 wk,inc icu,28,NL
A,61,12 wk,inc infection,32499,NL
A,61,13 wk,inc case,15992,NL
A,61,13 wk,inc death,24,NL
A,61,13 wk,inc hosp,94,NL
A,61,13 wk,inc icu,31,NL
A,61,13 wk,inc infection,38358,NL
A,61,14 wk,inc case,19395,NL
A,61,14 wk,inc death,27,NL
A,61,14 wk,inc hosp,113,NL
A,61,14 wk,inc icu,37,NL
A,61,14 wk,inc infection,46870,NL
A,61,15 wk,inc case,23446,NL
A,61,15 wk,inc death,31,NL
A,61,15 wk,inc hosp,140,NL
A,61,15 wk,inc icu,45,NL
A,61,15 wk,inc infection,56725,NL
A,61,16 wk,inc case,27559,NL
A,61,16 wk,inc death,38,NL
A,61,16 wk,inc hosp,172,NL
A,61,16 wk,inc icu,55,NL
A,61,16 wk,inc infection,65726,NL
A,61,17 wk,inc case,32223,NL
A,61,17 wk,inc death,46,NL
A,61,17 wk,inc hosp,208,NL
A,61,17 wk,inc icu,67,NL
A,61,17 wk,inc infection,77104,NL
A,61,18 wk,inc case,38230,NL
A,61,18 wk,inc death,55,NL
A,61,18 wk,inc hosp,250,NL
A,61,18 wk,inc icu,81,NL
A,61,18 wk,inc infection,91799,NL
A,61,19 wk,inc case,45904,NL
A,61,19 wk,inc death,67,NL
A,61,19 wk,inc hosp,302,NL
A,61,19 wk,inc icu,98,NL
A,61,19 wk,inc infection,110433,NL
A,61,2 wk,inc case,8346,NL
A,61,2 wk,inc death,27,NL
A,61,2 wk,inc hosp,66,NL
A,61,2 wk,inc icu,27,NL
A,61,2 wk,inc infection,18569,NL
A,61,20 wk,inc case,55001,NL
A,61,20 wk,inc death,81,NL
A,61,20 wk,inc hosp,368,NL
A,61,20 wk,inc icu,118,NL
A,61,20 wk,inc infection,131008,NL
A,61,21 wk,inc case,60258,NL
A,61,21 wk,inc death,98,NL
A,61,21 wk,inc hosp,434,NL
A,61,21 wk,inc icu,143,NL
A,61,21 wk,inc infection,138949,NL
A,61,22 wk,inc case,63258,NL
A,61,22 wk,inc death,116,NL
A,61,22 wk,inc hosp,479,NL
A,61,22 wk,inc icu,163,NL
A,61,22 wk,inc infection,145322,NL
A,61,23 wk,inc case,65768,NL
A,61,23 wk,inc death,132,NL
A,61,23 wk,inc hosp,513,NL
A,61,23 wk,inc icu,179,NL
A,61,23 wk,inc infection,150318,NL
A,61,24 wk,inc case,66577,NL
A,61,24 wk,inc death,146,NL
A,61,24 wk,inc hosp,531,NL
A,61,24 wk,inc icu,190,NL
A,61,24 wk,inc infection,150806,NL
A,61,25 wk,inc case,65254,NL
A,61,25 wk,inc death,155,NL
A,61,25 wk,inc hosp,523,NL
A,61,25 wk,inc icu,193,NL
A,61,25 wk,inc infection,146047,NL
A,61,26 wk,inc case,57153,NL
A,61,26 wk,inc death,157,NL
A,61,26 wk,inc hosp,479,NL
A,61,26 wk,inc icu,187,NL
A,61,26 wk,inc infection,122450,NL
A,61,27 wk,inc case,46353,NL
A,61,27 wk,inc death,152,NL
A,61,27 wk,inc hosp,406,NL
A,61,27 wk,inc icu,167,NL
A,61,27 wk,inc infection,98427,NL
A,61,28 wk,inc case,37403,NL
A,61,28 wk,inc death,140,NL
A,61,28 wk,inc hosp,336,NL
A,61,28 wk,inc icu,143,NL
A,61,28 wk,inc infection,79377,NL
A,61,29 wk,inc case,30140,NL
A,61,29 wk,inc death,126,NL
A,61,29 wk,inc hosp,275,NL
A,61,29 wk,inc icu,119,NL
A,61,29 wk,inc infection,63949,NL
A,61,3 wk,inc case,7805,NL
A,61,3 wk,inc death,24,NL
A,61,3 wk,inc hosp,58,NL
A,61,3 wk,inc icu,24,NL
A,61,3 wk,inc infection,17465,NL
A,61,30 wk,inc case,24241,NL
A,61,30 wk,inc death,110,NL
A,61,30 wk,inc hosp,223,NL
A,61,30 wk,inc icu,97,NL
A,61,30 wk,inc infection,51346,NL
A,61,31 wk,inc case,19193,NL
A,61,31 wk,inc death,94,NL
A,61,31 wk,inc hosp,177,NL
A,61,31 wk,inc icu,79,NL
A,61,31 wk,inc infection,40368,NL
A,61,32 wk,inc case,14812,NL
A,61,32 wk,inc death,79,NL
A,61,32 wk,inc hosp,135,NL
A,61,32 wk,inc icu,62,NL
A,61,32 wk,inc infection,30937,NL
A,61,33 wk,inc case,11375,NL
A,61,33 wk,inc death,64,NL
A,61,33 wk,inc hosp,102,NL
A,61,33 wk,inc icu,47,NL
A,61,33 wk,inc infection,23749,NL
A,61,34 wk,inc case,8721,NL
A,61,34 wk,inc death,52,NL
A,61,34 wk,inc hosp,77,NL
A,61,34 wk,inc icu,36,NL
A,61,34 wk,inc infection,18198,NL
A,61,35 wk,inc case,6670,NL
A,61,35 wk,inc death,42,NL
A,61,35 wk,inc hosp,59,NL
A,61,35 wk,inc icu,27,NL
A,61,35 wk,inc infection,13909,NL
A,61,36 wk,inc case,5084,NL
A,61,36 wk,inc death,33,NL
A,61,36 wk,inc hosp,45,NL
A,61,36 wk,inc icu,21,NL
A,61,36 wk,inc infection,10591,NL
A,61,37 wk,inc case,3857,NL
A,61,37 wk,inc death,26,NL
A,61,37 wk,inc hosp,34,NL
A,61,37 wk,inc icu,16,NL
A,61,37 wk,inc infection,8024,NL
A,61,38 wk,inc case,2909,NL
A,61,38 wk,inc death,20,NL
A,61,38 wk,inc hosp,26,NL
A,61,38 wk,inc icu,12,NL
A,61,38 wk,inc infection,6042,NL
A,61,39 wk,inc case,2179,NL
A,61,39 wk,inc death,16,NL
A,61,39 wk,inc hosp,20,NL
A,61,39 wk,inc icu,9,NL
A,61,39 wk,inc infection,4517,NL
A,61,4 wk,inc case,7483,NL
A,61,4 wk,inc death,22,NL
A,61,4 wk,inc hosp,53,NL
A,61,4 wk,inc icu,21,NL
A,61,4 wk,inc infection,16878,NL
A,61,40 wk,inc case,1620,NL
A,61,40 wk,inc death,12,NL
A,61,40 wk,inc hosp,15,NL
A,61,40 wk,inc icu,7,NL
A,61,40 wk,inc infection,3351,NL
A,61,41 wk,inc case,1195,NL
A,61,41 wk,inc death,10,NL
A,61,41 wk,inc hosp,11,NL
A,61,41 wk,inc icu,5,NL
A,61,41 wk,inc infection,2466,NL
A,61,42 wk,inc case,875,NL
A,61,42 wk,inc death,7,NL
A,61,42 wk,inc hosp,8,NL
A,61,42 wk,inc icu,4,NL
A,61,42 wk,inc infection,1801,NL
A,61,43 wk,inc case,636,NL
A,61,43 wk,inc death,6,NL
A,61,43 wk,inc hosp,6,NL
A,61,43 wk,inc icu,3,NL
A,61,43 wk,inc infection,1307,NL
A,61,44 wk,inc case,459,NL
A,61,44 wk,inc death,4,NL
A,61,44 wk,inc hosp,4,NL
A,61,44 wk,inc icu,2,NL
A,61,44 wk,inc infection,942,NL
A,61,45 wk,inc case,330,NL
A,61,45 wk,inc death,3,NL
A,61,45 wk,inc hosp,3,NL
A,61,45 wk,inc icu,1,NL
A,61,45 wk,inc infection,677,NL
A,61,46 wk,inc case,237,NL
A,61,46 wk,inc death,2,NL
A,61,46 wk,inc hosp,2,NL
A,61,46 wk,inc icu,1,NL
A,61,46 wk,inc infection,485,NL
A,61,47 wk,inc case,170,NL
A,61,47 wk,inc death,2,NL
A,61,47 wk,inc hosp,2,NL
A,61,47 wk,inc icu,1,NL
A,61,47 wk,inc infection,348,NL
A,61,48 wk,inc case,122,NL
A,61,48 wk,inc death,1,NL
A,61,48 wk,inc hosp,1,NL
A,61,48 wk,inc icu,1,NL
A,61,48 wk,inc infection,250,NL
A,61,49 wk,inc case,88,NL
A,61,49 wk,inc death,1,NL
A,61,49 wk,inc hosp,1,NL
A,61,49 wk,inc icu,0,NL
A,61,49 wk,inc infection,181,NL
A,61,5 wk,inc case,7397,NL
A,61,5 wk,inc death,20,NL
A,61,5 wk,inc hosp,51,NL
A,61,5 wk,inc icu,20,NL
A,61,5 wk,inc infection,16832,NL
A,61,50 wk,inc case,64,NL
A,61,50 wk,inc death,1,NL
A,61,50 wk,inc hosp,1,NL
A,61,50 wk,inc icu,0,NL
A,61,50 wk,inc infection,131,NL
A,61,51 wk,inc case,46,NL
A,61,51 wk,inc death,1,NL
A,61,51 wk,inc hosp,0,NL
A,61,51 wk,inc icu,0,NL
A,61,51 wk,inc infection,96,NL
A,61,52 wk,inc case,34,NL
A,61,52 wk,inc death,0,NL
A,61,52 wk,inc hosp,0,NL
A,61,52 wk,inc icu,0,NL
A,61,52 wk,inc infection,70,NL
A,61,53 wk,inc case,8,NL
A,61,53 wk,inc death,0,NL
A,61,53 wk,inc hosp,0,NL
A,61,53 wk,inc icu,0,NL
A,61,53 wk,inc infection,16,NL
A,61,6 wk,inc case,7555,NL
A,61,6 wk,inc death,19,NL
A,61,6 wk,inc hosp,52,NL
A,61,6 wk,inc icu,19,NL
A,61,6 wk,inc infection,17359,NL
A,61,7 wk,inc case,7992,NL
A,61,7 wk,inc death,18,NL
A,61,7 wk,inc hosp,54,NL
A,61,7 wk,inc icu,19,NL
A,61,7 wk,inc infection,18546,NL
A,61,8 wk,inc case,8769,NL
A,61,8 wk,inc death,18,NL
A,61,8 wk,inc hosp,59,NL
A,61,8 wk,inc icu,20,NL
A,61,8 wk,inc infection,20556,NL
A,61,9 wk,inc case,9751,NL
A,61,9 wk,inc death,19,NL
A,61,9 wk,inc hosp,65,NL
A,61,9 wk,inc icu,22,NL
A,61,9 wk,inc infection,22706,NL
A,62,1 wk,inc case,9749,NL
A,62,1 wk,inc death,31,NL
A,62,1 wk,inc hosp,81,NL
A,62,1 wk,inc icu,32,NL
A,62,1 wk,inc infection,22768,NL
A,62,10 wk,inc case,114438,NL
A,62,10 wk,inc death,159,NL
A,62,10 wk,inc hosp,769,NL
A,62,10 wk,inc icu,218,NL
A,62,10 wk,inc infection,275206,NL
A,62,11 wk,inc case,137700,NL
A,62,11 wk,inc death,198,NL
A,62,11 wk,inc hosp,900,NL
A,62,11 wk,inc icu,273,NL
A,62,11 wk,inc infection,326129,NL
A,62,12 wk,inc case,157297,NL
A,62,12 wk,inc death,236,NL
A,62,12 wk,inc hosp,1031,NL
A,62,12 wk,inc icu,323,NL
A,62,12 wk,inc infection,365130,NL
A,62,13 wk,inc case,165801,NL
A,62,13 wk,inc death,275,NL
A,62,13 wk,inc hosp,1144,NL
A,62,13 wk,inc icu,370,NL
A,62,13 wk,inc infection,379238,NL
A,62,14 wk,inc case,166803,NL
A,62,14 wk,inc death,311,NL
A,62,14 wk,inc hosp,1213,NL
A,62,14 wk,inc icu,405,NL
A,62,14 wk,inc infection,374650,NL
A,62,15 wk,inc case,156180,NL
A,62,15 wk,inc death,340,NL
A,62,15 wk,inc hosp,1221,NL
A,62,15 wk,inc icu,423,NL
A,62,15 wk,inc infection,344121,NL
A,62,16 wk,inc case,135626,NL
A,62,16 wk,inc death,355,NL
A,62,16 wk,inc hosp,1162,NL
A,62,16 wk,inc icu,420,NL
A,62,16 wk,inc infection,290662,NL
A,62,17 wk,inc case,113603,NL
A,62,17 wk,inc death,355,NL
A,62,17 wk,inc hosp,1042,NL
A,62,17 wk,inc icu,393,NL
A,62,17 wk,inc infection,242928,NL
A,62,18 wk,inc case,95756,NL
A,62,18 wk,inc death,341,NL
A,62,18 wk,inc hosp,909,NL
A,62,18 wk,inc icu,352,NL
A,62,18 wk,inc infection,205851,NL
A,62,19 wk,inc case,82568,NL
A,62,19 wk,inc death,318,NL
A,62,19 wk,inc hosp,791,NL
A,62,19 wk,inc icu,309,NL
A,62,19 wk,inc infection,179037,NL
A,62,2 wk,inc case,11451,NL
A,62,2 wk,inc death,30,NL
A,62,2 wk,inc hosp,90,NL
A,62,2 wk,inc icu,30,NL
A,62,2 wk,inc infection,27839,NL
A,62,20 wk,inc case,73200,NL
A,62,20 wk,inc death,291,NL
A,62,20 wk,inc hosp,699,NL
A,62,20 wk,inc icu,271,NL
A,62,20 wk,inc infection,159622,NL
A,62,21 wk,inc case,63814,NL
A,62,21 wk,inc death,264,NL
A,62,21 wk,inc hosp,623,NL
