location,target_end_date,target_variable,value,scenario_id,origin_date,horizon,type,sample
BG,2022-06-11,inc death,210,A-2022-02-25,2022-05-28,2 wk,sample,9
BG,2022-06-11,inc death,132,B-2022-02-25,2022-05-28,2 wk,sample,9
CH,2022-06-11,inc death,14,A-2022-02-25,2022-05-28,2 wk,sample,9
CH,2022-06-11,inc death,15,B-2022-02-25,2022-05-28,2 wk,sample,9
CY,2022-06-11,inc death,10,A-2022-02-25,2022-05-28,2 wk,sample,9
CY,2022-06-11,inc death,9,B-2022-02-25,2022-05-28,2 wk,sample,9
CZ,2022-06-11,inc death,46,A-2022-02-25,2022-05-28,2 wk,sample,9
CZ,2022-06-11,inc death,40,B-2022-02-25,2022-05-28,2 wk,sample,9
DE,2022-06-11,inc death,1898,A-2022-02-25,2022-05-28,2 wk,sample,9
DE,2022-06-11,inc death,2212,B-2022-02-25,2022-05-28,2 wk,sample,9
DK,2022-06-11,inc death,189,A-2022-02-25,2022-05-28,2 wk,sample,9
DK,2022-06-11,inc death,196,B-2022-02-25,2022-05-28,2 wk,sample,9
EE,2022-06-11,inc death,0,A-2022-02-25,2022-05-28,2 wk,sample,9
EE,2022-06-11,inc death,0,B-2022-02-25,2022-05-28,2 wk,sample,9
ES,2022-06-11,inc death,2632,A-2022-02-25,2022-05-28,2 wk,sample,9
ES,2022-06-11,inc death,1325,B-2022-02-25,2022-05-28,2 wk,sample,9
FI,2022-06-11,inc death,625,A-2022-02-25,2022-05-28,2 wk,sample,9
FI,2022-06-11,inc death,412,B-2022-02-25,2022-05-28,2 wk,sample,9
FR,2022-06-11,inc death,1466,A-2022-02-25,2022-05-28,2 wk,sample,9
FR,2022-06-11,inc death,1918,B-2022-02-25,2022-05-28,2 wk,sample,9
GB,2022-06-11,inc death,1852,A-2022-02-25,2022-05-28,2 wk,sample,9
GB,2022-06-11,inc death,1923,B-2022-02-25,2022-05-28,2 wk,sample,9
GR,2022-06-11,inc death,572,A-2022-02-25,2022-05-28,2 wk,sample,9
GR,2022-06-11,inc death,635,B-2022-02-25,2022-05-28,2 wk,sample,9
HR,2022-06-11,inc death,83,A-2022-02-25,2022-05-28,2 wk,sample,9
HR,2022-06-11,inc death,54,B-2022-02-25,2022-05-28,2 wk,sample,9
HU,2022-06-11,inc death,287,A-2022-02-25,2022-05-28,2 wk,sample,9
HU,2022-06-11,inc death,309,B-2022-02-25,2022-05-28,2 wk,sample,9
IE,2022-06-11,inc death,344,A-2022-02-25,2022-05-28,2 wk,sample,9
IE,2022-06-11,inc death,260,B-2022-02-25,2022-05-28,2 wk,sample,9
IS,2022-06-11,inc death,0,A-2022-02-25,2022-05-28,2 wk,sample,9
IS,2022-06-11,inc death,0,B-2022-02-25,2022-05-28,2 wk,sample,9
IT,2022-06-11,inc death,3148,A-2022-02-25,2022-05-28,2 wk,sample,9
IT,2022-06-11,inc death,3497,B-2022-02-25,2022-05-28,2 wk,sample,9
LI,2022-06-11,inc death,0,A-2022-02-25,2022-05-28,2 wk,sample,9
LI,2022-06-11,inc death,0,B-2022-02-25,2022-05-28,2 wk,sample,9
LT,2022-06-11,inc death,46,A-2022-02-25,2022-05-28,2 wk,sample,9
LT,2022-06-11,inc death,21,B-2022-02-25,2022-05-28,2 wk,sample,9
LU,2022-06-11,inc death,0,A-2022-02-25,2022-05-28,2 wk,sample,9
LU,2022-06-11,inc death,0,B-2022-02-25,2022-05-28,2 wk,sample,9
LV,2022-06-11,inc death,31,A-2022-02-25,2022-05-28,2 wk,sample,9
LV,2022-06-11,inc death,54,B-2022-02-25,2022-05-28,2 wk,sample,9
MT,2022-06-11,inc death,9,A-2022-02-25,2022-05-28,2 wk,sample,9
MT,2022-06-11,inc death,10,B-2022-02-25,2022-05-28,2 wk,sample,9
NL,2022-06-11,inc death,44,A-2022-02-25,2022-05-28,2 wk,sample,9
NL,2022-06-11,inc death,35,B-2022-02-25,2022-05-28,2 wk,sample,9
NO,2022-06-11,inc death,261,A-2022-02-25,2022-05-28,2 wk,sample,9
NO,2022-06-11,inc death,219,B-2022-02-25,2022-05-28,2 wk,sample,9
PL,2022-06-11,inc death,278,A-2022-02-25,2022-05-28,2 wk,sample,9
PL,2022-06-11,inc death,174,B-2022-02-25,2022-05-28,2 wk,sample,9
PT,2022-06-11,inc death,785,A-2022-02-25,2022-05-28,2 wk,sample,9
PT,2022-06-11,inc death,1031,B-2022-02-25,2022-05-28,2 wk,sample,9
RO,2022-06-11,inc death,120,A-2022-02-25,2022-05-28,2 wk,sample,9
RO,2022-06-11,inc death,116,B-2022-02-25,2022-05-28,2 wk,sample,9
SE,2022-06-11,inc death,241,A-2022-02-25,2022-05-28,2 wk,sample,9
SE,2022-06-11,inc death,111,B-2022-02-25,2022-05-28,2 wk,sample,9
SI,2022-06-11,inc death,42,A-2022-02-25,2022-05-28,2 wk,sample,9
SI,2022-06-11,inc death,33,B-2022-02-25,2022-05-28,2 wk,sample,9
SK,2022-06-11,inc death,100,A-2022-02-25,2022-05-28,2 wk,sample,9
SK,2022-06-11,inc death,106,B-2022-02-25,2022-05-28,2 wk,sample,9
AT,2022-06-04,inc case,61345,A-2022-02-25,2022-05-28,1 wk,sample,10
AT,2022-06-04,inc case,86800,B-2022-02-25,2022-05-28,1 wk,sample,10
BE,2022-06-04,inc case,56547,A-2022-02-25,2022-05-28,1 wk,sample,10
BE,2022-06-04,inc case,99531,B-2022-02-25,2022-05-28,1 wk,sample,10
BG,2022-06-04,inc case,5588,A-2022-02-25,2022-05-28,1 wk,sample,10
BG,2022-06-04,inc case,3550,B-2022-02-25,2022-05-28,1 wk,sample,10
CH,2022-06-04,inc case,36006,A-2022-02-25,2022-05-28,1 wk,sample,10
CH,2022-06-04,inc case,54355,B-2022-02-25,2022-05-28,1 wk,sample,10
CY,2022-06-04,inc case,7499,A-2022-02-25,2022-05-28,1 wk,sample,10
CY,2022-06-04,inc case,11117,B-2022-02-25,2022-05-28,1 wk,sample,10
CZ,2022-06-04,inc case,7220,A-2022-02-25,2022-05-28,1 wk,sample,10
CZ,2022-06-04,inc case,7608,B-2022-02-25,2022-05-28,1 wk,sample,10
DE,2022-06-04,inc case,1125131,A-2022-02-25,2022-05-28,1 wk,sample,10
DE,2022-06-04,inc case,957904,B-2022-02-25,2022-05-28,1 wk,sample,10
DK,2022-06-04,inc case,17044,A-2022-02-25,2022-05-28,1 wk,sample,10
DK,2022-06-04,inc case,17589,B-2022-02-25,2022-05-28,1 wk,sample,10
EE,2022-06-04,inc case,5292,A-2022-02-25,2022-05-28,1 wk,sample,10
EE,2022-06-04,inc case,5622,B-2022-02-25,2022-05-28,1 wk,sample,10
ES,2022-06-04,inc case,480351,A-2022-02-25,2022-05-28,1 wk,sample,10
ES,2022-06-04,inc case,407492,B-2022-02-25,2022-05-28,1 wk,sample,10
FI,2022-06-04,inc case,53074,A-2022-02-25,2022-05-28,1 wk,sample,10
FI,2022-06-04,inc case,49738,B-2022-02-25,2022-05-28,1 wk,sample,10
FR,2022-06-04,inc case,341639,A-2022-02-25,2022-05-28,1 wk,sample,10
FR,2022-06-04,inc case,283076,B-2022-02-25,2022-05-28,1 wk,sample,10
GB,2022-06-04,inc case,218046,A-2022-02-25,2022-05-28,1 wk,sample,10
GB,2022-06-04,inc case,254394,B-2022-02-25,2022-05-28,1 wk,sample,10
GR,2022-06-04,inc case,166475,A-2022-02-25,2022-05-28,1 wk,sample,10
GR,2022-06-04,inc case,174659,B-2022-02-25,2022-05-28,1 wk,sample,10
HR,2022-06-04,inc case,6360,A-2022-02-25,2022-05-28,1 wk,sample,10
HR,2022-06-04,inc case,9044,B-2022-02-25,2022-05-28,1 wk,sample,10
HU,2022-06-04,inc case,10864,A-2022-02-25,2022-05-28,1 wk,sample,10
HU,2022-06-04,inc case,18431,B-2022-02-25,2022-05-28,1 wk,sample,10
IE,2022-06-04,inc case,38563,A-2022-02-25,2022-05-28,1 wk,sample,10
IE,2022-06-04,inc case,43970,B-2022-02-25,2022-05-28,1 wk,sample,10
IS,2022-06-04,inc case,2761,A-2022-02-25,2022-05-28,1 wk,sample,10
IS,2022-06-04,inc case,3344,B-2022-02-25,2022-05-28,1 wk,sample,10
IT,2022-06-04,inc case,625278,A-2022-02-25,2022-05-28,1 wk,sample,10
IT,2022-06-04,inc case,962600,B-2022-02-25,2022-05-28,1 wk,sample,10
LI,2022-06-04,inc case,145,A-2022-02-25,2022-05-28,1 wk,sample,10
LI,2022-06-04,inc case,216,B-2022-02-25,2022-05-28,1 wk,sample,10
LT,2022-06-04,inc case,3914,A-2022-02-25,2022-05-28,1 wk,sample,10
LT,2022-06-04,inc case,4013,B-2022-02-25,2022-05-28,1 wk,sample,10
LU,2022-06-04,inc case,0,A-2022-02-25,2022-05-28,1 wk,sample,10
LU,2022-06-04,inc case,0,B-2022-02-25,2022-05-28,1 wk,sample,10
LV,2022-06-04,inc case,4749,A-2022-02-25,2022-05-28,1 wk,sample,10
LV,2022-06-04,inc case,5676,B-2022-02-25,2022-05-28,1 wk,sample,10
MT,2022-06-04,inc case,2408,A-2022-02-25,2022-05-28,1 wk,sample,10
MT,2022-06-04,inc case,2943,B-2022-02-25,2022-05-28,1 wk,sample,10
NL,2022-06-04,inc case,33489,A-2022-02-25,2022-05-28,1 wk,sample,10
NL,2022-06-04,inc case,31143,B-2022-02-25,2022-05-28,1 wk,sample,10
NO,2022-06-04,inc case,7543,A-2022-02-25,2022-05-28,1 wk,sample,10
NO,2022-06-04,inc case,7592,B-2022-02-25,2022-05-28,1 wk,sample,10
PL,2022-06-04,inc case,5979,A-2022-02-25,2022-05-28,1 wk,sample,10
PL,2022-06-04,inc case,9438,B-2022-02-25,2022-05-28,1 wk,sample,10
PT,2022-06-04,inc case,1089553,A-2022-02-25,2022-05-28,1 wk,sample,10
PT,2022-06-04,inc case,803676,B-2022-02-25,2022-05-28,1 wk,sample,10
RO,2022-06-04,inc case,10735,A-2022-02-25,2022-05-28,1 wk,sample,10
RO,2022-06-04,inc case,12579,B-2022-02-25,2022-05-28,1 wk,sample,10
SE,2022-06-04,inc case,7240,A-2022-02-25,2022-05-28,1 wk,sample,10
SE,2022-06-04,inc case,7002,B-2022-02-25,2022-05-28,1 wk,sample,10
SI,2022-06-04,inc case,12825,A-2022-02-25,2022-05-28,1 wk,sample,10
SI,2022-06-04,inc case,12928,B-2022-02-25,2022-05-28,1 wk,sample,10
SK,2022-06-04,inc case,7542,A-2022-02-25,2022-05-28,1 wk,sample,10
SK,2022-06-04,inc case,7370,B-2022-02-25,2022-05-28,1 wk,sample,10
AT,2022-06-04,inc death,183,A-2022-02-25,2022-05-28,1 wk,sample,10
AT,2022-06-04,inc death,154,B-2022-02-25,2022-05-28,1 wk,sample,10
BE,2022-06-04,inc death,297,A-2022-02-25,2022-05-28,1 wk,sample,10
BE,2022-06-04,inc death,263,B-2022-02-25,2022-05-28,1 wk,sample,10
BG,2022-06-04,inc death,168,A-2022-02-25,2022-05-28,1 wk,sample,10
BG,2022-06-04,inc death,245,B-2022-02-25,2022-05-28,1 wk,sample,10
CH,2022-06-04,inc death,16,A-2022-02-25,2022-05-28,1 wk,sample,10
CH,2022-06-04,inc death,20,B-2022-02-25,2022-05-28,1 wk,sample,10
CY,2022-06-04,inc death,7,A-2022-02-25,2022-05-28,1 wk,sample,10
CY,2022-06-04,inc death,8,B-2022-02-25,2022-05-28,1 wk,sample,10
CZ,2022-06-04,inc death,67,A-2022-02-25,2022-05-28,1 wk,sample,10
CZ,2022-06-04,inc death,74,B-2022-02-25,2022-05-28,1 wk,sample,10
DE,2022-06-04,inc death,1638,A-2022-02-25,2022-05-28,1 wk,sample,10
DE,2022-06-04,inc death,2704,B-2022-02-25,2022-05-28,1 wk,sample,10
DK,2022-06-04,inc death,129,A-2022-02-25,2022-05-28,1 wk,sample,10
DK,2022-06-04,inc death,226,B-2022-02-25,2022-05-28,1 wk,sample,10
EE,2022-06-04,inc death,0,A-2022-02-25,2022-05-28,1 wk,sample,10
EE,2022-06-04,inc death,0,B-2022-02-25,2022-05-28,1 wk,sample,10
ES,2022-06-04,inc death,1241,A-2022-02-25,2022-05-28,1 wk,sample,10
ES,2022-06-04,inc death,2200,B-2022-02-25,2022-05-28,1 wk,sample,10
FI,2022-06-04,inc death,588,A-2022-02-25,2022-05-28,1 wk,sample,10
FI,2022-06-04,inc death,653,B-2022-02-25,2022-05-28,1 wk,sample,10
FR,2022-06-04,inc death,1364,A-2022-02-25,2022-05-28,1 wk,sample,10
FR,2022-06-04,inc death,1638,B-2022-02-25,2022-05-28,1 wk,sample,10
GB,2022-06-04,inc death,2028,A-2022-02-25,2022-05-28,1 wk,sample,10
GB,2022-06-04,inc death,2713,B-2022-02-25,2022-05-28,1 wk,sample,10
GR,2022-06-04,inc death,438,A-2022-02-25,2022-05-28,1 wk,sample,10
GR,2022-06-04,inc death,623,B-2022-02-25,2022-05-28,1 wk,sample,10
HR,2022-06-04,inc death,72,A-2022-02-25,2022-05-28,1 wk,sample,10
HR,2022-06-04,inc death,93,B-2022-02-25,2022-05-28,1 wk,sample,10
HU,2022-06-04,inc death,226,A-2022-02-25,2022-05-28,1 wk,sample,10
HU,2022-06-04,inc death,287,B-2022-02-25,2022-05-28,1 wk,sample,10
IE,2022-06-04,inc death,259,A-2022-02-25,2022-05-28,1 wk,sample,10
IE,2022-06-04,inc death,303,B-2022-02-25,2022-05-28,1 wk,sample,10
IS,2022-06-04,inc death,0,A-2022-02-25,2022-05-28,1 wk,sample,10
IS,2022-06-04,inc death,0,B-2022-02-25,2022-05-28,1 wk,sample,10
IT,2022-06-04,inc death,2922,A-2022-02-25,2022-05-28,1 wk,sample,10
IT,2022-06-04,inc death,3790,B-2022-02-25,2022-05-28,1 wk,sample,10
LI,2022-06-04,inc death,0,A-2022-02-25,2022-05-28,1 wk,sample,10
LI,2022-06-04,inc death,0,B-2022-02-25,2022-05-28,1 wk,sample,10
LT,2022-06-04,inc death,41,A-2022-02-25,2022-05-28,1 wk,sample,10
LT,2022-06-04,inc death,45,B-2022-02-25,2022-05-28,1 wk,sample,10
LU,2022-06-04,inc death,0,A-2022-02-25,2022-05-28,1 wk,sample,10
LU,2022-06-04,inc death,0,B-2022-02-25,2022-05-28,1 wk,sample,10
LV,2022-06-04,inc death,44,A-2022-02-25,2022-05-28,1 wk,sample,10
LV,2022-06-04,inc death,52,B-2022-02-25,2022-05-28,1 wk,sample,10
MT,2022-06-04,inc death,7,A-2022-02-25,2022-05-28,1 wk,sample,10
MT,2022-06-04,inc death,9,B-2022-02-25,2022-05-28,1 wk,sample,10
NL,2022-06-04,inc death,23,A-2022-02-25,2022-05-28,1 wk,sample,10
NL,2022-06-04,inc death,43,B-2022-02-25,2022-05-28,1 wk,sample,10
NO,2022-06-04,inc death,229,A-2022-02-25,2022-05-28,1 wk,sample,10
NO,2022-06-04,inc death,273,B-2022-02-25,2022-05-28,1 wk,sample,10
PL,2022-06-04,inc death,119,A-2022-02-25,2022-05-28,1 wk,sample,10
PL,2022-06-04,inc death,142,B-2022-02-25,2022-05-28,1 wk,sample,10
PT,2022-06-04,inc death,834,A-2022-02-25,2022-05-28,1 wk,sample,10
PT,2022-06-04,inc death,1322,B-2022-02-25,2022-05-28,1 wk,sample,10
RO,2022-06-04,inc death,111,A-2022-02-25,2022-05-28,1 wk,sample,10
RO,2022-06-04,inc death,94,B-2022-02-25,2022-05-28,1 wk,sample,10
SE,2022-06-04,inc death,163,A-2022-02-25,2022-05-28,1 wk,sample,10
SE,2022-06-04,inc death,161,B-2022-02-25,2022-05-28,1 wk,sample,10
SI,2022-06-04,inc death,44,A-2022-02-25,2022-05-28,1 wk,sample,10
SI,2022-06-04,inc death,50,B-2022-02-25,2022-05-28,1 wk,sample,10
SK,2022-06-04,inc death,64,A-2022-02-25,2022-05-28,1 wk,sample,10
SK,2022-06-04,inc death,138,B-2022-02-25,2022-05-28,1 wk,sample,10
AT,2022-06-11,inc case,95704,A-2022-02-25,2022-05-28,2 wk,sample,10
AT,2022-06-11,inc case,76513,B-2022-02-25,2022-05-28,2 wk,sample,10
BE,2022-06-11,inc case,56068,A-2022-02-25,2022-05-28,2 wk,sample,10
BE,2022-06-11,inc case,70342,B-2022-02-25,2022-05-28,2 wk,sample,10
BG,2022-06-11,inc case,6995,A-2022-02-25,2022-05-28,2 wk,sample,10
BG,2022-06-11,inc case,4470,B-2022-02-25,2022-05-28,2 wk,sample,10
CH,2022-06-11,inc case,38671,A-2022-02-25,2022-05-28,2 wk,sample,10
CH,2022-06-11,inc case,31270,B-2022-02-25,2022-05-28,2 wk,sample,10
CY,2022-06-11,inc case,8744,A-2022-02-25,2022-05-28,2 wk,sample,10
CY,2022-06-11,inc case,6931,B-2022-02-25,2022-05-28,2 wk,sample,10
CZ,2022-06-11,inc case,8953,A-2022-02-25,2022-05-28,2 wk,sample,10
CZ,2022-06-11,inc case,2771,B-2022-02-25,2022-05-28,2 wk,sample,10
DE,2022-06-11,inc case,852416,A-2022-02-25,2022-05-28,2 wk,sample,10
DE,2022-06-11,inc case,870222,B-2022-02-25,2022-05-28,2 wk,sample,10
DK,2022-06-11,inc case,18833,A-2022-02-25,2022-05-28,2 wk,sample,10
DK,2022-06-11,inc case,19251,B-2022-02-25,2022-05-28,2 wk,sample,10
EE,2022-06-11,inc case,3758,A-2022-02-25,2022-05-28,2 wk,sample,10
EE,2022-06-11,inc case,5958,B-2022-02-25,2022-05-28,2 wk,sample,10
ES,2022-06-11,inc case,561758,A-2022-02-25,2022-05-28,2 wk,sample,10
ES,2022-06-11,inc case,447723,B-2022-02-25,2022-05-28,2 wk,sample,10
FI,2022-06-11,inc case,66614,A-2022-02-25,2022-05-28,2 wk,sample,10
FI,2022-06-11,inc case,64004,B-2022-02-25,2022-05-28,2 wk,sample,10
FR,2022-06-11,inc case,374915,A-2022-02-25,2022-05-28,2 wk,sample,10
FR,2022-06-11,inc case,360266,B-2022-02-25,2022-05-28,2 wk,sample,10
GB,2022-06-11,inc case,192002,A-2022-02-25,2022-05-28,2 wk,sample,10
GB,2022-06-11,inc case,211909,B-2022-02-25,2022-05-28,2 wk,sample,10
GR,2022-06-11,inc case,141694,A-2022-02-25,2022-05-28,2 wk,sample,10
GR,2022-06-11,inc case,115891,B-2022-02-25,2022-05-28,2 wk,sample,10
HR,2022-06-11,inc case,10166,A-2022-02-25,2022-05-28,2 wk,sample,10
HR,2022-06-11,inc case,7638,B-2022-02-25,2022-05-28,2 wk,sample,10
HU,2022-06-11,inc case,19104,A-2022-02-25,2022-05-28,2 wk,sample,10
HU,2022-06-11,inc case,13625,B-2022-02-25,2022-05-28,2 wk,sample,10
IE,2022-06-11,inc case,67008,A-2022-02-25,2022-05-28,2 wk,sample,10
IE,2022-06-11,inc case,34128,B-2022-02-25,2022-05-28,2 wk,sample,10
IS,2022-06-11,inc case,2583,A-2022-02-25,2022-05-28,2 wk,sample,10
IS,2022-06-11,inc case,2646,B-2022-02-25,2022-05-28,2 wk,sample,10
IT,2022-06-11,inc case,659101,A-2022-02-25,2022-05-28,2 wk,sample,10
IT,2022-06-11,inc case,704781,B-2022-02-25,2022-05-28,2 wk,sample,10
LI,2022-06-11,inc case,175,A-2022-02-25,2022-05-28,2 wk,sample,10
LI,2022-06-11,inc case,164,B-2022-02-25,2022-05-28,2 wk,sample,10
LT,2022-06-11,inc case,3832,A-2022-02-25,2022-05-28,2 wk,sample,10
LT,2022-06-11,inc case,4305,B-2022-02-25,2022-05-28,2 wk,sample,10
LU,2022-06-11,inc case,0,A-2022-02-25,2022-05-28,2 wk,sample,10
LU,2022-06-11,inc case,0,B-2022-02-25,2022-05-28,2 wk,sample,10
LV,2022-06-11,inc case,6470,A-2022-02-25,2022-05-28,2 wk,sample,10
LV,2022-06-11,inc case,5825,B-2022-02-25,2022-05-28,2 wk,sample,10
MT,2022-06-11,inc case,2256,A-2022-02-25,2022-05-28,2 wk,sample,10
MT,2022-06-11,inc case,2136,B-2022-02-25,2022-05-28,2 wk,sample,10
NL,2022-06-11,inc case,36708,A-2022-02-25,2022-05-28,2 wk,sample,10
NL,2022-06-11,inc case,35365,B-2022-02-25,2022-05-28,2 wk,sample,10
NO,2022-06-11,inc case,5576,A-2022-02-25,2022-05-28,2 wk,sample,10
NO,2022-06-11,inc case,7709,B-2022-02-25,2022-05-28,2 wk,sample,10
PL,2022-06-11,inc case,8517,A-2022-02-25,2022-05-28,2 wk,sample,10
PL,2022-06-11,inc case,6505,B-2022-02-25,2022-05-28,2 wk,sample,10
PT,2022-06-11,inc case,661026,A-2022-02-25,2022-05-28,2 wk,sample,10
PT,2022-06-11,inc case,773433,B-2022-02-25,2022-05-28,2 wk,sample,10
RO,2022-06-11,inc case,11647,A-2022-02-25,2022-05-28,2 wk,sample,10
RO,2022-06-11,inc case,14310,B-2022-02-25,2022-05-28,2 wk,sample,10
SE,2022-06-11,inc case,4786,A-2022-02-25,2022-05-28,2 wk,sample,10
SE,2022-06-11,inc case,6055,B-2022-02-25,2022-05-28,2 wk,sample,10
SI,2022-06-11,inc case,10340,A-2022-02-25,2022-05-28,2 wk,sample,10
SI,2022-06-11,inc case,11408,B-2022-02-25,2022-05-28,2 wk,sample,10
SK,2022-06-11,inc case,7501,A-2022-02-25,2022-05-28,2 wk,sample,10
SK,2022-06-11,inc case,11805,B-2022-02-25,2022-05-28,2 wk,sample,10
AT,2022-06-11,inc death,171,A-2022-02-25,2022-05-28,2 wk,sample,10
AT,2022-06-11,inc death,177,B-2022-02-25,2022-05-28,2 wk,sample,10
BE,2022-06-11,inc death,336,A-2022-02-25,2022-05-28,2 wk,sample,10
BE,2022-06-11,inc death,278,B-2022-02-25,2022-05-28,2 wk,sample,10
BG,2022-06-11,inc death,162,A-2022-02-25,2022-05-28,2 wk,sample,10
BG,2022-06-11,inc death,163,B-2022-02-25,2022-05-28,2 wk,sample,10
CH,2022-06-11,inc death,12,A-2022-02-25,2022-05-28,2 wk,sample,10
CH,2022-06-11,inc death,16,B-2022-02-25,2022-05-28,2 wk,sample,10
CY,2022-06-11,inc death,9,A-2022-02-25,2022-05-28,2 wk,sample,10
CY,2022-06-11,inc death,9,B-2022-02-25,2022-05-28,2 wk,sample,10
CZ,2022-06-11,inc death,61,A-2022-02-25,2022-05-28,2 wk,sample,10
CZ,2022-06-11,inc death,65,B-2022-02-25,2022-05-28,2 wk,sample,10
DE,2022-06-11,inc death,2855,A-2022-02-25,2022-05-28,2 wk,sample,10
DE,2022-06-11,inc death,3247,B-2022-02-25,2022-05-28,2 wk,sample,10
DK,2022-06-11,inc death,145,A-2022-02-25,2022-05-28,2 wk,sample,10
DK,2022-06-11,inc death,159,B-2022-02-25,2022-05-28,2 wk,sample,10
EE,2022-06-11,inc death,0,A-2022-02-25,2022-05-28,2 wk,sample,10
EE,2022-06-11,inc death,0,B-2022-02-25,2022-05-28,2 wk,sample,10
ES,2022-06-11,inc death,2306,A-2022-02-25,2022-05-28,2 wk,sample,10
ES,2022-06-11,inc death,1144,B-2022-02-25,2022-05-28,2 wk,sample,10
FI,2022-06-11,inc death,467,A-2022-02-25,2022-05-28,2 wk,sample,10
FI,2022-06-11,inc death,573,B-2022-02-25,2022-05-28,2 wk,sample,10
FR,2022-06-11,inc death,1135,A-2022-02-25,2022-05-28,2 wk,sample,10
FR,2022-06-11,inc death,1325,B-2022-02-25,2022-05-28,2 wk,sample,10
GB,2022-06-11,inc death,1804,A-2022-02-25,2022-05-28,2 wk,sample,10
GB,2022-06-11,inc death,2215,B-2022-02-25,2022-05-28,2 wk,sample,10
GR,2022-06-11,inc death,603,A-2022-02-25,2022-05-28,2 wk,sample,10
GR,2022-06-11,inc death,676,B-2022-02-25,2022-05-28,2 wk,sample,10
HR,2022-06-11,inc death,81,A-2022-02-25,2022-05-28,2 wk,sample,10
HR,2022-06-11,inc death,87,B-2022-02-25,2022-05-28,2 wk,sample,10
HU,2022-06-11,inc death,254,A-2022-02-25,2022-05-28,2 wk,sample,10
HU,2022-06-11,inc death,269,B-2022-02-25,2022-05-28,2 wk,sample,10
IE,2022-06-11,inc death,347,A-2022-02-25,2022-05-28,2 wk,sample,10
IE,2022-06-11,inc death,241,B-2022-02-25,2022-05-28,2 wk,sample,10
IS,2022-06-11,inc death,0,A-2022-02-25,2022-05-28,2 wk,sample,10
IS,2022-06-11,inc death,0,B-2022-02-25,2022-05-28,2 wk,sample,10
IT,2022-06-11,inc death,2500,A-2022-02-25,2022-05-28,2 wk,sample,10
IT,2022-06-11,inc death,3603,B-2022-02-25,2022-05-28,2 wk,sample,10
LI,2022-06-11,inc death,0,A-2022-02-25,2022-05-28,2 wk,sample,10
LI,2022-06-11,inc death,0,B-2022-02-25,2022-05-28,2 wk,sample,10
LT,2022-06-11,inc death,37,A-2022-02-25,2022-05-28,2 wk,sample,10
LT,2022-06-11,inc death,30,B-2022-02-25,2022-05-28,2 wk,sample,10
LU,2022-06-11,inc death,0,A-2022-02-25,2022-05-28,2 wk,sample,10
LU,2022-06-11,inc death,0,B-2022-02-25,2022-05-28,2 wk,sample,10
LV,2022-06-11,inc death,40,A-2022-02-25,2022-05-28,2 wk,sample,10
LV,2022-06-11,inc death,39,B-2022-02-25,2022-05-28,2 wk,sample,10
MT,2022-06-11,inc death,9,A-2022-02-25,2022-05-28,2 wk,sample,10
MT,2022-06-11,inc death,10,B-2022-02-25,2022-05-28,2 wk,sample,10
NL,2022-06-11,inc death,31,A-2022-02-25,2022-05-28,2 wk,sample,10
NL,2022-06-11,inc death,30,B-2022-02-25,2022-05-28,2 wk,sample,10
NO,2022-06-11,inc death,186,A-2022-02-25,2022-05-28,2 wk,sample,10
NO,2022-06-11,inc death,272,B-2022-02-25,2022-05-28,2 wk,sample,10
PL,2022-06-11,inc death,210,A-2022-02-25,2022-05-28,2 wk,sample,10
PL,2022-06-11,inc death,203,B-2022-02-25,2022-05-28,2 wk,sample,10
PT,2022-06-11,inc death,962,A-2022-02-25,2022-05-28,2 wk,sample,10
PT,2022-06-11,inc death,1457,B-2022-02-25,2022-05-28,2 wk,sample,10
RO,2022-06-11,inc death,191,A-2022-02-25,2022-05-28,2 wk,sample,10
RO,2022-06-11,inc death,110,B-2022-02-25,2022-05-28,2 wk,sample,10
SE,2022-06-11,inc death,169,A-2022-02-25,2022-05-28,2 wk,sample,10
SE,2022-06-11,inc death,187,B-2022-02-25,2022-05-28,2 wk,sample,10
SI,2022-06-11,inc death,43,A-2022-02-25,2022-05-28,2 wk,sample,10
SI,2022-06-11,inc death,26,B-2022-02-25,2022-05-28,2 wk,sample,10
SK,2022-06-11,inc death,95,A-2022-02-25,2022-05-28,2 wk,sample,10
SK,2022-06-11,inc death,111,B-2022-02-25,2022-05-28,2 wk,sample,10
AT,2022-06-04,inc case,68439,A-2022-02-25,2022-05-28,1 wk,sample,11
AT,2022-06-04,inc case,85224,B-2022-02-25,2022-05-28,1 wk,sample,11
BE,2022-06-04,inc case,59657,A-2022-02-25,2022-05-28,1 wk,sample,11
BE,2022-06-04,inc case,62671,B-2022-02-25,2022-05-28,1 wk,sample,11
BG,2022-06-04,inc case,6907,A-2022-02-25,2022-05-28,1 wk,sample,11
BG,2022-06-04,inc case,9529,B-2022-02-25,2022-05-28,1 wk,sample,11
CH,2022-06-04,inc case,26255,A-2022-02-25,2022-05-28,1 wk,sample,11
CH,2022-06-04,inc case,48470,B-2022-02-25,2022-05-28,1 wk,sample,11
CY,2022-06-04,inc case,7246,A-2022-02-25,2022-05-28,1 wk,sample,11
CY,2022-06-04,inc case,9990,B-2022-02-25,2022-05-28,1 wk,sample,11
CZ,2022-06-04,inc case,6515,A-2022-02-25,2022-05-28,1 wk,sample,11
CZ,2022-06-04,inc case,5660,B-2022-02-25,2022-05-28,1 wk,sample,11
