location,target_end_date,target_variable,value,scenario_id,origin_date,horizon,type,quantile
CH,2022-03-12,inc death,66,A-2022-03-02,2022-02-26,2 wk,quantile,0.35
CH,2022-03-12,inc death,68,A-2022-03-02,2022-02-26,2 wk,quantile,0.4
CH,2022-03-12,inc death,70,A-2022-03-02,2022-02-26,2 wk,quantile,0.45
CH,2022-03-12,inc death,72,A-2022-03-02,2022-02-26,2 wk,quantile,0.5
CH,2022-03-12,inc death,74,A-2022-03-02,2022-02-26,2 wk,quantile,0.55
CH,2022-03-12,inc death,76,A-2022-03-02,2022-02-26,2 wk,quantile,0.6
CH,2022-03-12,inc death,78,A-2022-03-02,2022-02-26,2 wk,quantile,0.65
CH,2022-03-12,inc death,80,A-2022-03-02,2022-02-26,2 wk,quantile,0.7
CH,2022-03-12,inc death,82,A-2022-03-02,2022-02-26,2 wk,quantile,0.75
CH,2022-03-12,inc death,84,A-2022-03-02,2022-02-26,2 wk,quantile,0.8
CH,2022-03-12,inc death,87,A-2022-03-02,2022-02-26,2 wk,quantile,0.85
CH,2022-03-12,inc death,90,A-2022-03-02,2022-02-26,2 wk,quantile,0.9
CH,2022-03-12,inc death,96,A-2022-03-02,2022-02-26,2 wk,quantile,0.95
CH,2022-03-12,inc death,100,A-2022-03-02,2022-02-26,2 wk,quantile,0.975
CH,2022-03-12,inc death,105,A-2022-03-02,2022-02-26,2 wk,quantile,0.99
CH,2022-03-12,inc death,49,B-2022-03-02,2022-02-26,2 wk,quantile,0.01
CH,2022-03-12,inc death,56,B-2022-03-02,2022-02-26,2 wk,quantile,0.025
CH,2022-03-12,inc death,62,B-2022-03-02,2022-02-26,2 wk,quantile,0.05
CH,2022-03-12,inc death,68,B-2022-03-02,2022-02-26,2 wk,quantile,0.1
CH,2022-03-12,inc death,73,B-2022-03-02,2022-02-26,2 wk,quantile,0.15
CH,2022-03-12,inc death,77,B-2022-03-02,2022-02-26,2 wk,quantile,0.2
CH,2022-03-12,inc death,80,B-2022-03-02,2022-02-26,2 wk,quantile,0.25
CH,2022-03-12,inc death,82,B-2022-03-02,2022-02-26,2 wk,quantile,0.3
CH,2022-03-12,inc death,85,B-2022-03-02,2022-02-26,2 wk,quantile,0.35
CH,2022-03-12,inc death,87,B-2022-03-02,2022-02-26,2 wk,quantile,0.4
CH,2022-03-12,inc death,90,B-2022-03-02,2022-02-26,2 wk,quantile,0.45
CH,2022-03-12,inc death,92,B-2022-03-02,2022-02-26,2 wk,quantile,0.5
CH,2022-03-12,inc death,94,B-2022-03-02,2022-02-26,2 wk,quantile,0.55
CH,2022-03-12,inc death,97,B-2022-03-02,2022-02-26,2 wk,quantile,0.6
CH,2022-03-12,inc death,99,B-2022-03-02,2022-02-26,2 wk,quantile,0.65
CH,2022-03-12,inc death,102,B-2022-03-02,2022-02-26,2 wk,quantile,0.7
CH,2022-03-12,inc death,104,B-2022-03-02,2022-02-26,2 wk,quantile,0.75
CH,2022-03-12,inc death,107,B-2022-03-02,2022-02-26,2 wk,quantile,0.8
CH,2022-03-12,inc death,111,B-2022-03-02,2022-02-26,2 wk,quantile,0.85
CH,2022-03-12,inc death,116,B-2022-03-02,2022-02-26,2 wk,quantile,0.9
CH,2022-03-12,inc death,122,B-2022-03-02,2022-02-26,2 wk,quantile,0.95
CH,2022-03-12,inc death,128,B-2022-03-02,2022-02-26,2 wk,quantile,0.975
CH,2022-03-12,inc death,135,B-2022-03-02,2022-02-26,2 wk,quantile,0.99
CH,2022-03-12,inc hosp,218,A-2022-03-02,2022-02-26,2 wk,quantile,0.01
CH,2022-03-12,inc hosp,247,A-2022-03-02,2022-02-26,2 wk,quantile,0.025
CH,2022-03-12,inc hosp,273,A-2022-03-02,2022-02-26,2 wk,quantile,0.05
CH,2022-03-12,inc hosp,303,A-2022-03-02,2022-02-26,2 wk,quantile,0.1
CH,2022-03-12,inc hosp,323,A-2022-03-02,2022-02-26,2 wk,quantile,0.15
CH,2022-03-12,inc hosp,338,A-2022-03-02,2022-02-26,2 wk,quantile,0.2
CH,2022-03-12,inc hosp,352,A-2022-03-02,2022-02-26,2 wk,quantile,0.25
CH,2022-03-12,inc hosp,364,A-2022-03-02,2022-02-26,2 wk,quantile,0.3
CH,2022-03-12,inc hosp,376,A-2022-03-02,2022-02-26,2 wk,quantile,0.35
CH,2022-03-12,inc hosp,386,A-2022-03-02,2022-02-26,2 wk,quantile,0.4
CH,2022-03-12,inc hosp,397,A-2022-03-02,2022-02-26,2 wk,quantile,0.45
CH,2022-03-12,inc hosp,407,A-2022-03-02,2022-02-26,2 wk,quantile,0.5
CH,2022-03-12,inc hosp,417,A-2022-03-02,2022-02-26,2 wk,quantile,0.55
CH,2022-03-12,inc hosp,428,A-2022-03-02,2022-02-26,2 wk,quantile,0.6
CH,2022-03-12,inc hosp,438,A-2022-03-02,2022-02-26,2 wk,quantile,0.65
CH,2022-03-12,inc hosp,450,A-2022-03-02,2022-02-26,2 wk,quantile,0.7
CH,2022-03-12,inc hosp,462,A-2022-03-02,2022-02-26,2 wk,quantile,0.75
CH,2022-03-12,inc hosp,476,A-2022-03-02,2022-02-26,2 wk,quantile,0.8
CH,2022-03-12,inc hosp,491,A-2022-03-02,2022-02-26,2 wk,quantile,0.85
CH,2022-03-12,inc hosp,511,A-2022-03-02,2022-02-26,2 wk,quantile,0.9
CH,2022-03-12,inc hosp,541,A-2022-03-02,2022-02-26,2 wk,quantile,0.95
CH,2022-03-12,inc hosp,567,A-2022-03-02,2022-02-26,2 wk,quantile,0.975
CH,2022-03-12,inc hosp,596,A-2022-03-02,2022-02-26,2 wk,quantile,0.99
CH,2022-03-12,inc hosp,281,B-2022-03-02,2022-02-26,2 wk,quantile,0.01
CH,2022-03-12,inc hosp,319,B-2022-03-02,2022-02-26,2 wk,quantile,0.025
CH,2022-03-12,inc hosp,352,B-2022-03-02,2022-02-26,2 wk,quantile,0.05
CH,2022-03-12,inc hosp,390,B-2022-03-02,2022-02-26,2 wk,quantile,0.1
CH,2022-03-12,inc hosp,416,B-2022-03-02,2022-02-26,2 wk,quantile,0.15
CH,2022-03-12,inc hosp,437,B-2022-03-02,2022-02-26,2 wk,quantile,0.2
CH,2022-03-12,inc hosp,454,B-2022-03-02,2022-02-26,2 wk,quantile,0.25
CH,2022-03-12,inc hosp,470,B-2022-03-02,2022-02-26,2 wk,quantile,0.3
CH,2022-03-12,inc hosp,485,B-2022-03-02,2022-02-26,2 wk,quantile,0.35
CH,2022-03-12,inc hosp,498,B-2022-03-02,2022-02-26,2 wk,quantile,0.4
CH,2022-03-12,inc hosp,512,B-2022-03-02,2022-02-26,2 wk,quantile,0.45
CH,2022-03-12,inc hosp,525,B-2022-03-02,2022-02-26,2 wk,quantile,0.5
CH,2022-03-12,inc hosp,538,B-2022-03-02,2022-02-26,2 wk,quantile,0.55
CH,2022-03-12,inc hosp,552,B-2022-03-02,2022-02-26,2 wk,quantile,0.6
CH,2022-03-12,inc hosp,565,B-2022-03-02,2022-02-26,2 wk,quantile,0.65
CH,2022-03-12,inc hosp,580,B-2022-03-02,2022-02-26,2 wk,quantile,0.7
CH,2022-03-12,inc hosp,596,B-2022-03-02,2022-02-26,2 wk,quantile,0.75
CH,2022-03-12,inc hosp,613,B-2022-03-02,2022-02-26,2 wk,quantile,0.8
CH,2022-03-12,inc hosp,634,B-2022-03-02,2022-02-26,2 wk,quantile,0.85
CH,2022-03-12,inc hosp,660,B-2022-03-02,2022-02-26,2 wk,quantile,0.9
CH,2022-03-12,inc hosp,698,B-2022-03-02,2022-02-26,2 wk,quantile,0.95
CH,2022-03-12,inc hosp,731,B-2022-03-02,2022-02-26,2 wk,quantile,0.975
CH,2022-03-12,inc hosp,769,B-2022-03-02,2022-02-26,2 wk,quantile,0.99
CY,2022-03-05,inc case,6896,A-2022-03-02,2022-02-26,1 wk,quantile,0.01
CY,2022-03-05,inc case,7841,A-2022-03-02,2022-02-26,1 wk,quantile,0.025
CY,2022-03-05,inc case,8654,A-2022-03-02,2022-02-26,1 wk,quantile,0.05
CY,2022-03-05,inc case,9591,A-2022-03-02,2022-02-26,1 wk,quantile,0.1
CY,2022-03-05,inc case,10223,A-2022-03-02,2022-02-26,1 wk,quantile,0.15
CY,2022-03-05,inc case,10725,A-2022-03-02,2022-02-26,1 wk,quantile,0.2
CY,2022-03-05,inc case,11156,A-2022-03-02,2022-02-26,1 wk,quantile,0.25
CY,2022-03-05,inc case,11543,A-2022-03-02,2022-02-26,1 wk,quantile,0.3
CY,2022-03-05,inc case,11902,A-2022-03-02,2022-02-26,1 wk,quantile,0.35
CY,2022-03-05,inc case,12243,A-2022-03-02,2022-02-26,1 wk,quantile,0.4
CY,2022-03-05,inc case,12572,A-2022-03-02,2022-02-26,1 wk,quantile,0.45
CY,2022-03-05,inc case,12896,A-2022-03-02,2022-02-26,1 wk,quantile,0.5
CY,2022-03-05,inc case,13220,A-2022-03-02,2022-02-26,1 wk,quantile,0.55
CY,2022-03-05,inc case,13549,A-2022-03-02,2022-02-26,1 wk,quantile,0.6
CY,2022-03-05,inc case,13890,A-2022-03-02,2022-02-26,1 wk,quantile,0.65
CY,2022-03-05,inc case,14249,A-2022-03-02,2022-02-26,1 wk,quantile,0.7
CY,2022-03-05,inc case,14636,A-2022-03-02,2022-02-26,1 wk,quantile,0.75
CY,2022-03-05,inc case,15067,A-2022-03-02,2022-02-26,1 wk,quantile,0.8
CY,2022-03-05,inc case,15569,A-2022-03-02,2022-02-26,1 wk,quantile,0.85
CY,2022-03-05,inc case,16201,A-2022-03-02,2022-02-26,1 wk,quantile,0.9
CY,2022-03-05,inc case,17138,A-2022-03-02,2022-02-26,1 wk,quantile,0.95
CY,2022-03-05,inc case,17951,A-2022-03-02,2022-02-26,1 wk,quantile,0.975
CY,2022-03-05,inc case,18896,A-2022-03-02,2022-02-26,1 wk,quantile,0.99
CY,2022-03-05,inc case,9019,B-2022-03-02,2022-02-26,1 wk,quantile,0.01
CY,2022-03-05,inc case,10255,B-2022-03-02,2022-02-26,1 wk,quantile,0.025
CY,2022-03-05,inc case,11318,B-2022-03-02,2022-02-26,1 wk,quantile,0.05
CY,2022-03-05,inc case,12544,B-2022-03-02,2022-02-26,1 wk,quantile,0.1
CY,2022-03-05,inc case,13371,B-2022-03-02,2022-02-26,1 wk,quantile,0.15
CY,2022-03-05,inc case,14028,B-2022-03-02,2022-02-26,1 wk,quantile,0.2
CY,2022-03-05,inc case,14592,B-2022-03-02,2022-02-26,1 wk,quantile,0.25
CY,2022-03-05,inc case,15098,B-2022-03-02,2022-02-26,1 wk,quantile,0.3
CY,2022-03-05,inc case,15567,B-2022-03-02,2022-02-26,1 wk,quantile,0.35
CY,2022-03-05,inc case,16012,B-2022-03-02,2022-02-26,1 wk,quantile,0.4
CY,2022-03-05,inc case,16443,B-2022-03-02,2022-02-26,1 wk,quantile,0.45
CY,2022-03-05,inc case,16867,B-2022-03-02,2022-02-26,1 wk,quantile,0.5
CY,2022-03-05,inc case,17291,B-2022-03-02,2022-02-26,1 wk,quantile,0.55
CY,2022-03-05,inc case,17722,B-2022-03-02,2022-02-26,1 wk,quantile,0.6
CY,2022-03-05,inc case,18167,B-2022-03-02,2022-02-26,1 wk,quantile,0.65
CY,2022-03-05,inc case,18636,B-2022-03-02,2022-02-26,1 wk,quantile,0.7
CY,2022-03-05,inc case,19142,B-2022-03-02,2022-02-26,1 wk,quantile,0.75
CY,2022-03-05,inc case,19706,B-2022-03-02,2022-02-26,1 wk,quantile,0.8
CY,2022-03-05,inc case,20363,B-2022-03-02,2022-02-26,1 wk,quantile,0.85
CY,2022-03-05,inc case,21190,B-2022-03-02,2022-02-26,1 wk,quantile,0.9
CY,2022-03-05,inc case,22416,B-2022-03-02,2022-02-26,1 wk,quantile,0.95
CY,2022-03-05,inc case,23479,B-2022-03-02,2022-02-26,1 wk,quantile,0.975
CY,2022-03-05,inc case,24715,B-2022-03-02,2022-02-26,1 wk,quantile,0.99
CY,2022-03-05,inc death,20,A-2022-03-02,2022-02-26,1 wk,quantile,0.01
CY,2022-03-05,inc death,22,A-2022-03-02,2022-02-26,1 wk,quantile,0.025
CY,2022-03-05,inc death,25,A-2022-03-02,2022-02-26,1 wk,quantile,0.05
CY,2022-03-05,inc death,28,A-2022-03-02,2022-02-26,1 wk,quantile,0.1
CY,2022-03-05,inc death,29,A-2022-03-02,2022-02-26,1 wk,quantile,0.15
CY,2022-03-05,inc death,31,A-2022-03-02,2022-02-26,1 wk,quantile,0.2
CY,2022-03-05,inc death,32,A-2022-03-02,2022-02-26,1 wk,quantile,0.25
CY,2022-03-05,inc death,33,A-2022-03-02,2022-02-26,1 wk,quantile,0.3
CY,2022-03-05,inc death,34,A-2022-03-02,2022-02-26,1 wk,quantile,0.35
CY,2022-03-05,inc death,35,A-2022-03-02,2022-02-26,1 wk,quantile,0.4
CY,2022-03-05,inc death,36,A-2022-03-02,2022-02-26,1 wk,quantile,0.45
CY,2022-03-05,inc death,37,A-2022-03-02,2022-02-26,1 wk,quantile,0.5
CY,2022-03-05,inc death,38,A-2022-03-02,2022-02-26,1 wk,quantile,0.55
CY,2022-03-05,inc death,39,A-2022-03-02,2022-02-26,1 wk,quantile,0.6
CY,2022-03-05,inc death,40,A-2022-03-02,2022-02-26,1 wk,quantile,0.65
CY,2022-03-05,inc death,41,A-2022-03-02,2022-02-26,1 wk,quantile,0.7
CY,2022-03-05,inc death,42,A-2022-03-02,2022-02-26,1 wk,quantile,0.75
CY,2022-03-05,inc death,43,A-2022-03-02,2022-02-26,1 wk,quantile,0.8
CY,2022-03-05,inc death,45,A-2022-03-02,2022-02-26,1 wk,quantile,0.85
CY,2022-03-05,inc death,46,A-2022-03-02,2022-02-26,1 wk,quantile,0.9
CY,2022-03-05,inc death,49,A-2022-03-02,2022-02-26,1 wk,quantile,0.95
CY,2022-03-05,inc death,52,A-2022-03-02,2022-02-26,1 wk,quantile,0.975
CY,2022-03-05,inc death,54,A-2022-03-02,2022-02-26,1 wk,quantile,0.99
CY,2022-03-05,inc death,26,B-2022-03-02,2022-02-26,1 wk,quantile,0.01
CY,2022-03-05,inc death,29,B-2022-03-02,2022-02-26,1 wk,quantile,0.025
CY,2022-03-05,inc death,32,B-2022-03-02,2022-02-26,1 wk,quantile,0.05
CY,2022-03-05,inc death,36,B-2022-03-02,2022-02-26,1 wk,quantile,0.1
CY,2022-03-05,inc death,38,B-2022-03-02,2022-02-26,1 wk,quantile,0.15
CY,2022-03-05,inc death,40,B-2022-03-02,2022-02-26,1 wk,quantile,0.2
CY,2022-03-05,inc death,42,B-2022-03-02,2022-02-26,1 wk,quantile,0.25
CY,2022-03-05,inc death,43,B-2022-03-02,2022-02-26,1 wk,quantile,0.3
CY,2022-03-05,inc death,44,B-2022-03-02,2022-02-26,1 wk,quantile,0.35
CY,2022-03-05,inc death,46,B-2022-03-02,2022-02-26,1 wk,quantile,0.4
CY,2022-03-05,inc death,47,B-2022-03-02,2022-02-26,1 wk,quantile,0.45
CY,2022-03-05,inc death,48,B-2022-03-02,2022-02-26,1 wk,quantile,0.5
CY,2022-03-05,inc death,49,B-2022-03-02,2022-02-26,1 wk,quantile,0.55
CY,2022-03-05,inc death,50,B-2022-03-02,2022-02-26,1 wk,quantile,0.6
CY,2022-03-05,inc death,52,B-2022-03-02,2022-02-26,1 wk,quantile,0.65
CY,2022-03-05,inc death,53,B-2022-03-02,2022-02-26,1 wk,quantile,0.7
CY,2022-03-05,inc death,54,B-2022-03-02,2022-02-26,1 wk,quantile,0.75
CY,2022-03-05,inc death,56,B-2022-03-02,2022-02-26,1 wk,quantile,0.8
CY,2022-03-05,inc death,58,B-2022-03-02,2022-02-26,1 wk,quantile,0.85
CY,2022-03-05,inc death,60,B-2022-03-02,2022-02-26,1 wk,quantile,0.9
CY,2022-03-05,inc death,64,B-2022-03-02,2022-02-26,1 wk,quantile,0.95
CY,2022-03-05,inc death,67,B-2022-03-02,2022-02-26,1 wk,quantile,0.975
CY,2022-03-05,inc death,70,B-2022-03-02,2022-02-26,1 wk,quantile,0.99
CY,2022-03-12,inc case,8271,A-2022-03-02,2022-02-26,2 wk,quantile,0.01
CY,2022-03-12,inc case,9405,A-2022-03-02,2022-02-26,2 wk,quantile,0.025
CY,2022-03-12,inc case,10379,A-2022-03-02,2022-02-26,2 wk,quantile,0.05
CY,2022-03-12,inc case,11503,A-2022-03-02,2022-02-26,2 wk,quantile,0.1
CY,2022-03-12,inc case,12262,A-2022-03-02,2022-02-26,2 wk,quantile,0.15
CY,2022-03-12,inc case,12864,A-2022-03-02,2022-02-26,2 wk,quantile,0.2
CY,2022-03-12,inc case,13381,A-2022-03-02,2022-02-26,2 wk,quantile,0.25
CY,2022-03-12,inc case,13846,A-2022-03-02,2022-02-26,2 wk,quantile,0.3
CY,2022-03-12,inc case,14276,A-2022-03-02,2022-02-26,2 wk,quantile,0.35
CY,2022-03-12,inc case,14684,A-2022-03-02,2022-02-26,2 wk,quantile,0.4
CY,2022-03-12,inc case,15079,A-2022-03-02,2022-02-26,2 wk,quantile,0.45
CY,2022-03-12,inc case,15468,A-2022-03-02,2022-02-26,2 wk,quantile,0.5
CY,2022-03-12,inc case,15857,A-2022-03-02,2022-02-26,2 wk,quantile,0.55
CY,2022-03-12,inc case,16252,A-2022-03-02,2022-02-26,2 wk,quantile,0.6
CY,2022-03-12,inc case,16660,A-2022-03-02,2022-02-26,2 wk,quantile,0.65
CY,2022-03-12,inc case,17090,A-2022-03-02,2022-02-26,2 wk,quantile,0.7
CY,2022-03-12,inc case,17555,A-2022-03-02,2022-02-26,2 wk,quantile,0.75
CY,2022-03-12,inc case,18072,A-2022-03-02,2022-02-26,2 wk,quantile,0.8
CY,2022-03-12,inc case,18674,A-2022-03-02,2022-02-26,2 wk,quantile,0.85
CY,2022-03-12,inc case,19433,A-2022-03-02,2022-02-26,2 wk,quantile,0.9
CY,2022-03-12,inc case,20557,A-2022-03-02,2022-02-26,2 wk,quantile,0.95
CY,2022-03-12,inc case,21531,A-2022-03-02,2022-02-26,2 wk,quantile,0.975
CY,2022-03-12,inc case,22665,A-2022-03-02,2022-02-26,2 wk,quantile,0.99
CY,2022-03-12,inc case,10695,B-2022-03-02,2022-02-26,2 wk,quantile,0.01
CY,2022-03-12,inc case,12161,B-2022-03-02,2022-02-26,2 wk,quantile,0.025
CY,2022-03-12,inc case,13421,B-2022-03-02,2022-02-26,2 wk,quantile,0.05
CY,2022-03-12,inc case,14875,B-2022-03-02,2022-02-26,2 wk,quantile,0.1
CY,2022-03-12,inc case,15855,B-2022-03-02,2022-02-26,2 wk,quantile,0.15
CY,2022-03-12,inc case,16634,B-2022-03-02,2022-02-26,2 wk,quantile,0.2
CY,2022-03-12,inc case,17303,B-2022-03-02,2022-02-26,2 wk,quantile,0.25
CY,2022-03-12,inc case,17903,B-2022-03-02,2022-02-26,2 wk,quantile,0.3
CY,2022-03-12,inc case,18460,B-2022-03-02,2022-02-26,2 wk,quantile,0.35
CY,2022-03-12,inc case,18988,B-2022-03-02,2022-02-26,2 wk,quantile,0.4
CY,2022-03-12,inc case,19498,B-2022-03-02,2022-02-26,2 wk,quantile,0.45
CY,2022-03-12,inc case,20001,B-2022-03-02,2022-02-26,2 wk,quantile,0.5
CY,2022-03-12,inc case,20504,B-2022-03-02,2022-02-26,2 wk,quantile,0.55
CY,2022-03-12,inc case,21014,B-2022-03-02,2022-02-26,2 wk,quantile,0.6
CY,2022-03-12,inc case,21542,B-2022-03-02,2022-02-26,2 wk,quantile,0.65
CY,2022-03-12,inc case,22099,B-2022-03-02,2022-02-26,2 wk,quantile,0.7
CY,2022-03-12,inc case,22699,B-2022-03-02,2022-02-26,2 wk,quantile,0.75
CY,2022-03-12,inc case,23368,B-2022-03-02,2022-02-26,2 wk,quantile,0.8
CY,2022-03-12,inc case,24147,B-2022-03-02,2022-02-26,2 wk,quantile,0.85
CY,2022-03-12,inc case,25127,B-2022-03-02,2022-02-26,2 wk,quantile,0.9
CY,2022-03-12,inc case,26581,B-2022-03-02,2022-02-26,2 wk,quantile,0.95
CY,2022-03-12,inc case,27841,B-2022-03-02,2022-02-26,2 wk,quantile,0.975
CY,2022-03-12,inc case,29307,B-2022-03-02,2022-02-26,2 wk,quantile,0.99
CY,2022-03-12,inc death,24,A-2022-03-02,2022-02-26,2 wk,quantile,0.01
CY,2022-03-12,inc death,27,A-2022-03-02,2022-02-26,2 wk,quantile,0.025
CY,2022-03-12,inc death,30,A-2022-03-02,2022-02-26,2 wk,quantile,0.05
CY,2022-03-12,inc death,33,A-2022-03-02,2022-02-26,2 wk,quantile,0.1
CY,2022-03-12,inc death,35,A-2022-03-02,2022-02-26,2 wk,quantile,0.15
CY,2022-03-12,inc death,37,A-2022-03-02,2022-02-26,2 wk,quantile,0.2
CY,2022-03-12,inc death,38,A-2022-03-02,2022-02-26,2 wk,quantile,0.25
CY,2022-03-12,inc death,39,A-2022-03-02,2022-02-26,2 wk,quantile,0.3
CY,2022-03-12,inc death,41,A-2022-03-02,2022-02-26,2 wk,quantile,0.35
CY,2022-03-12,inc death,42,A-2022-03-02,2022-02-26,2 wk,quantile,0.4
CY,2022-03-12,inc death,43,A-2022-03-02,2022-02-26,2 wk,quantile,0.45
CY,2022-03-12,inc death,44,A-2022-03-02,2022-02-26,2 wk,quantile,0.5
CY,2022-03-12,inc death,45,A-2022-03-02,2022-02-26,2 wk,quantile,0.55
CY,2022-03-12,inc death,46,A-2022-03-02,2022-02-26,2 wk,quantile,0.6
CY,2022-03-12,inc death,47,A-2022-03-02,2022-02-26,2 wk,quantile,0.65
CY,2022-03-12,inc death,49,A-2022-03-02,2022-02-26,2 wk,quantile,0.7
CY,2022-03-12,inc death,50,A-2022-03-02,2022-02-26,2 wk,quantile,0.75
CY,2022-03-12,inc death,51,A-2022-03-02,2022-02-26,2 wk,quantile,0.8
CY,2022-03-12,inc death,53,A-2022-03-02,2022-02-26,2 wk,quantile,0.85
CY,2022-03-12,inc death,55,A-2022-03-02,2022-02-26,2 wk,quantile,0.9
CY,2022-03-12,inc death,58,A-2022-03-02,2022-02-26,2 wk,quantile,0.95
CY,2022-03-12,inc death,61,A-2022-03-02,2022-02-26,2 wk,quantile,0.975
CY,2022-03-12,inc death,64,A-2022-03-02,2022-02-26,2 wk,quantile,0.99
CY,2022-03-12,inc death,30,B-2022-03-02,2022-02-26,2 wk,quantile,0.01
CY,2022-03-12,inc death,35,B-2022-03-02,2022-02-26,2 wk,quantile,0.025
CY,2022-03-12,inc death,38,B-2022-03-02,2022-02-26,2 wk,quantile,0.05
CY,2022-03-12,inc death,42,B-2022-03-02,2022-02-26,2 wk,quantile,0.1
CY,2022-03-12,inc death,45,B-2022-03-02,2022-02-26,2 wk,quantile,0.15
CY,2022-03-12,inc death,47,B-2022-03-02,2022-02-26,2 wk,quantile,0.2
CY,2022-03-12,inc death,49,B-2022-03-02,2022-02-26,2 wk,quantile,0.25
CY,2022-03-12,inc death,51,B-2022-03-02,2022-02-26,2 wk,quantile,0.3
CY,2022-03-12,inc death,53,B-2022-03-02,2022-02-26,2 wk,quantile,0.35
CY,2022-03-12,inc death,54,B-2022-03-02,2022-02-26,2 wk,quantile,0.4
CY,2022-03-12,inc death,56,B-2022-03-02,2022-02-26,2 wk,quantile,0.45
CY,2022-03-12,inc death,57,B-2022-03-02,2022-02-26,2 wk,quantile,0.5
CY,2022-03-12,inc death,58,B-2022-03-02,2022-02-26,2 wk,quantile,0.55
CY,2022-03-12,inc death,60,B-2022-03-02,2022-02-26,2 wk,quantile,0.6
CY,2022-03-12,inc death,61,B-2022-03-02,2022-02-26,2 wk,quantile,0.65
CY,2022-03-12,inc death,63,B-2022-03-02,2022-02-26,2 wk,quantile,0.7
CY,2022-03-12,inc death,65,B-2022-03-02,2022-02-26,2 wk,quantile,0.75
CY,2022-03-12,inc death,67,B-2022-03-02,2022-02-26,2 wk,quantile,0.8
CY,2022-03-12,inc death,69,B-2022-03-02,2022-02-26,2 wk,quantile,0.85
CY,2022-03-12,inc death,72,B-2022-03-02,2022-02-26,2 wk,quantile,0.9
CY,2022-03-12,inc death,76,B-2022-03-02,2022-02-26,2 wk,quantile,0.95
CY,2022-03-12,inc death,79,B-2022-03-02,2022-02-26,2 wk,quantile,0.975
CY,2022-03-12,inc death,84,B-2022-03-02,2022-02-26,2 wk,quantile,0.99
CZ,2022-03-05,inc case,34260,A-2022-03-02,2022-02-26,1 wk,quantile,0.01
CZ,2022-03-05,inc case,38954,A-2022-03-02,2022-02-26,1 wk,quantile,0.025
CZ,2022-03-05,inc case,42992,A-2022-03-02,2022-02-26,1 wk,quantile,0.05
CZ,2022-03-05,inc case,47647,A-2022-03-02,2022-02-26,1 wk,quantile,0.1
CZ,2022-03-05,inc case,50788,A-2022-03-02,2022-02-26,1 wk,quantile,0.15
CZ,2022-03-05,inc case,53285,A-2022-03-02,2022-02-26,1 wk,quantile,0.2
CZ,2022-03-05,inc case,55426,A-2022-03-02,2022-02-26,1 wk,quantile,0.25
CZ,2022-03-05,inc case,57349,A-2022-03-02,2022-02-26,1 wk,quantile,0.3
CZ,2022-03-05,inc case,59132,A-2022-03-02,2022-02-26,1 wk,quantile,0.35
CZ,2022-03-05,inc case,60823,A-2022-03-02,2022-02-26,1 wk,quantile,0.4
CZ,2022-03-05,inc case,62459,A-2022-03-02,2022-02-26,1 wk,quantile,0.45
CZ,2022-03-05,inc case,64069,A-2022-03-02,2022-02-26,1 wk,quantile,0.5
CZ,2022-03-05,inc case,65679,A-2022-03-02,2022-02-26,1 wk,quantile,0.55
CZ,2022-03-05,inc case,67315,A-2022-03-02,2022-02-26,1 wk,quantile,0.6
CZ,2022-03-05,inc case,69006,A-2022-03-02,2022-02-26,1 wk,quantile,0.65
CZ,2022-03-05,inc case,70789,A-2022-03-02,2022-02-26,1 wk,quantile,0.7
CZ,2022-03-05,inc case,72712,A-2022-03-02,2022-02-26,1 wk,quantile,0.75
CZ,2022-03-05,inc case,74853,A-2022-03-02,2022-02-26,1 wk,quantile,0.8
CZ,2022-03-05,inc case,77350,A-2022-03-02,2022-02-26,1 wk,quantile,0.85
CZ,2022-03-05,inc case,80491,A-2022-03-02,2022-02-26,1 wk,quantile,0.9
CZ,2022-03-05,inc case,85146,A-2022-03-02,2022-02-26,1 wk,quantile,0.95
CZ,2022-03-05,inc case,89184,A-2022-03-02,2022-02-26,1 wk,quantile,0.975
CZ,2022-03-05,inc case,93878,A-2022-03-02,2022-02-26,1 wk,quantile,0.99
CZ,2022-03-05,inc case,44810,B-2022-03-02,2022-02-26,1 wk,quantile,0.01
CZ,2022-03-05,inc case,50950,B-2022-03-02,2022-02-26,1 wk,quantile,0.025
CZ,2022-03-05,inc case,56232,B-2022-03-02,2022-02-26,1 wk,quantile,0.05
CZ,2022-03-05,inc case,62320,B-2022-03-02,2022-02-26,1 wk,quantile,0.1
CZ,2022-03-05,inc case,66429,B-2022-03-02,2022-02-26,1 wk,quantile,0.15
CZ,2022-03-05,inc case,69694,B-2022-03-02,2022-02-26,1 wk,quantile,0.2
CZ,2022-03-05,inc case,72495,B-2022-03-02,2022-02-26,1 wk,quantile,0.25
CZ,2022-03-05,inc case,75010,B-2022-03-02,2022-02-26,1 wk,quantile,0.3
CZ,2022-03-05,inc case,77341,B-2022-03-02,2022-02-26,1 wk,quantile,0.35
CZ,2022-03-05,inc case,79553,B-2022-03-02,2022-02-26,1 wk,quantile,0.4
CZ,2022-03-05,inc case,81693,B-2022-03-02,2022-02-26,1 wk,quantile,0.45
CZ,2022-03-05,inc case,83799,B-2022-03-02,2022-02-26,1 wk,quantile,0.5
CZ,2022-03-05,inc case,85905,B-2022-03-02,2022-02-26,1 wk,quantile,0.55
