location,target_end_date,value,scenario_id,forecast_date,target,type,quantile
ES,2022-02-05,1439,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.975
ES,2022-02-05,1515,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.99
ES,2022-02-05,590,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.01
ES,2022-02-05,671,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.025
ES,2022-02-05,740,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.05
ES,2022-02-05,820,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.1
ES,2022-02-05,874,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.15
ES,2022-02-05,917,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.2
ES,2022-02-05,954,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.25
ES,2022-02-05,987,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.3
ES,2022-02-05,1018,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.35
ES,2022-02-05,1047,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.4
ES,2022-02-05,1075,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.45
ES,2022-02-05,1103,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.5
ES,2022-02-05,1131,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.55
ES,2022-02-05,1159,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.6
ES,2022-02-05,1188,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.65
ES,2022-02-05,1219,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.7
ES,2022-02-05,1252,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.75
ES,2022-02-05,1289,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.8
ES,2022-02-05,1332,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.85
ES,2022-02-05,1386,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.9
ES,2022-02-05,1466,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.95
ES,2022-02-05,1535,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.975
ES,2022-02-05,1616,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.99
ES,2022-02-05,362735,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.01
ES,2022-02-05,412442,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.025
ES,2022-02-05,455193,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.05
ES,2022-02-05,504483,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.1
ES,2022-02-05,537738,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.15
ES,2022-02-05,564168,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.2
ES,2022-02-05,586843,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.25
ES,2022-02-05,607205,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.3
ES,2022-02-05,626074,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.35
ES,2022-02-05,643979,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.4
ES,2022-02-05,661302,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.45
ES,2022-02-05,678351,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.5
ES,2022-02-05,695400,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.55
ES,2022-02-05,712723,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.6
ES,2022-02-05,730628,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.65
ES,2022-02-05,749497,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.7
ES,2022-02-05,769859,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.75
ES,2022-02-05,792534,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.8
ES,2022-02-05,818964,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.85
ES,2022-02-05,852219,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.9
ES,2022-02-05,901509,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.95
ES,2022-02-05,944260,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.975
ES,2022-02-05,993967,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.99
ES,2022-02-05,386958,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.01
ES,2022-02-05,439985,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.025
ES,2022-02-05,485591,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.05
ES,2022-02-05,538172,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.1
ES,2022-02-05,573648,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.15
ES,2022-02-05,601843,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.2
ES,2022-02-05,626032,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.25
ES,2022-02-05,647754,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.3
ES,2022-02-05,667883,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.35
ES,2022-02-05,686984,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.4
ES,2022-02-05,705464,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.45
ES,2022-02-05,723651,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.5
ES,2022-02-05,741838,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.55
ES,2022-02-05,760318,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.6
ES,2022-02-05,779419,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.65
ES,2022-02-05,799548,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.7
ES,2022-02-05,821270,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.75
ES,2022-02-05,845459,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.8
ES,2022-02-05,873654,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.85
ES,2022-02-05,909130,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.9
ES,2022-02-05,961711,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.95
ES,2022-02-05,1007317,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.975
ES,2022-02-05,1060344,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.99
ES,2022-02-12,610,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.01
ES,2022-02-12,693,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.025
ES,2022-02-12,765,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.05
ES,2022-02-12,848,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.1
ES,2022-02-12,904,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.15
ES,2022-02-12,948,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.2
ES,2022-02-12,986,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.25
ES,2022-02-12,1020,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.3
ES,2022-02-12,1052,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.35
ES,2022-02-12,1082,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.4
ES,2022-02-12,1111,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.45
ES,2022-02-12,1140,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.5
ES,2022-02-12,1169,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.55
ES,2022-02-12,1198,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.6
ES,2022-02-12,1228,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.65
ES,2022-02-12,1260,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.7
ES,2022-02-12,1294,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.75
ES,2022-02-12,1332,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.8
ES,2022-02-12,1376,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.85
ES,2022-02-12,1432,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.9
ES,2022-02-12,1515,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.95
ES,2022-02-12,1587,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.975
ES,2022-02-12,1670,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.99
ES,2022-02-12,623,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.01
ES,2022-02-12,708,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.025
ES,2022-02-12,782,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.05
ES,2022-02-12,866,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.1
ES,2022-02-12,924,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.15
ES,2022-02-12,969,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.2
ES,2022-02-12,1008,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.25
ES,2022-02-12,1043,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.3
ES,2022-02-12,1075,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.35
ES,2022-02-12,1106,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.4
ES,2022-02-12,1136,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.45
ES,2022-02-12,1165,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.5
ES,2022-02-12,1194,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.55
ES,2022-02-12,1224,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.6
ES,2022-02-12,1255,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.65
ES,2022-02-12,1287,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.7
ES,2022-02-12,1322,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.75
ES,2022-02-12,1361,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.8
ES,2022-02-12,1406,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.85
ES,2022-02-12,1464,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.9
ES,2022-02-12,1548,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.95
ES,2022-02-12,1622,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.975
ES,2022-02-12,1707,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.99
ES,2022-02-12,399867,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.01
ES,2022-02-12,454662,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.025
ES,2022-02-12,501790,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.05
ES,2022-02-12,556124,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.1
ES,2022-02-12,592784,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.15
ES,2022-02-12,621920,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.2
ES,2022-02-12,646916,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.25
ES,2022-02-12,669363,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.3
ES,2022-02-12,690163,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.35
ES,2022-02-12,709901,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.4
ES,2022-02-12,728997,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.45
ES,2022-02-12,747791,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.5
ES,2022-02-12,766585,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.55
ES,2022-02-12,785681,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.6
ES,2022-02-12,805419,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.65
ES,2022-02-12,826219,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.7
ES,2022-02-12,848666,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.75
ES,2022-02-12,873662,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.8
ES,2022-02-12,902798,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.85
ES,2022-02-12,939458,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.9
ES,2022-02-12,993792,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.95
ES,2022-02-12,1040920,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.975
ES,2022-02-12,1095715,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.99
ES,2022-02-12,408765,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.01
ES,2022-02-12,464780,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.025
ES,2022-02-12,512956,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.05
ES,2022-02-12,568499,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.1
ES,2022-02-12,605975,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.15
ES,2022-02-12,635759,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.2
ES,2022-02-12,661311,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.25
ES,2022-02-12,684257,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.3
ES,2022-02-12,705521,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.35
ES,2022-02-12,725698,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.4
ES,2022-02-12,745219,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.45
ES,2022-02-12,764431,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.5
ES,2022-02-12,783643,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.55
ES,2022-02-12,803164,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.6
ES,2022-02-12,823341,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.65
ES,2022-02-12,844605,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.7
ES,2022-02-12,867551,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.75
ES,2022-02-12,893103,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.8
ES,2022-02-12,922887,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.85
ES,2022-02-12,960363,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.9
ES,2022-02-12,1015906,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.95
ES,2022-02-12,1064082,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.975
ES,2022-02-12,1120097,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.99
FI,2022-02-05,22,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.01
FI,2022-02-05,25,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.025
FI,2022-02-05,28,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.05
FI,2022-02-05,30,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.1
FI,2022-02-05,33,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.15
FI,2022-02-05,34,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.2
FI,2022-02-05,35,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.25
FI,2022-02-05,37,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.3
FI,2022-02-05,38,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.35
FI,2022-02-05,39,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.4
FI,2022-02-05,40,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.45
FI,2022-02-05,41,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.5
FI,2022-02-05,42,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.55
FI,2022-02-05,43,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.6
FI,2022-02-05,44,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.65
FI,2022-02-05,45,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.7
FI,2022-02-05,47,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.75
FI,2022-02-05,48,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.8
FI,2022-02-05,49,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.85
FI,2022-02-05,52,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.9
FI,2022-02-05,54,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.95
FI,2022-02-05,57,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.975
FI,2022-02-05,60,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.99
FI,2022-02-05,23,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.01
FI,2022-02-05,26,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.025
FI,2022-02-05,29,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.05
FI,2022-02-05,32,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.1
FI,2022-02-05,34,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.15
FI,2022-02-05,36,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.2
FI,2022-02-05,37,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.25
FI,2022-02-05,38,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.3
FI,2022-02-05,40,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.35
FI,2022-02-05,41,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.4
FI,2022-02-05,42,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.45
FI,2022-02-05,43,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.5
FI,2022-02-05,44,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.55
FI,2022-02-05,45,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.6
FI,2022-02-05,46,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.65
FI,2022-02-05,48,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.7
FI,2022-02-05,49,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.75
FI,2022-02-05,50,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.8
FI,2022-02-05,52,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.85
FI,2022-02-05,54,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.9
FI,2022-02-05,57,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.95
FI,2022-02-05,60,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.975
FI,2022-02-05,63,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.99
FI,2022-02-05,13794,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.01
FI,2022-02-05,15684,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.025
FI,2022-02-05,17310,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.05
FI,2022-02-05,19184,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.1
FI,2022-02-05,20449,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.15
FI,2022-02-05,21454,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.2
FI,2022-02-05,22316,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.25
FI,2022-02-05,23091,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.3
FI,2022-02-05,23808,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.35
FI,2022-02-05,24489,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.4
FI,2022-02-05,25148,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.45
FI,2022-02-05,25796,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.5
FI,2022-02-05,26444,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.55
FI,2022-02-05,27103,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.6
FI,2022-02-05,27784,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.65
FI,2022-02-05,28501,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.7
FI,2022-02-05,29276,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.75
FI,2022-02-05,30138,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.8
FI,2022-02-05,31143,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.85
FI,2022-02-05,32408,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.9
FI,2022-02-05,34282,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.95
FI,2022-02-05,35908,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.975
FI,2022-02-05,37798,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.99
FI,2022-02-05,14715,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.01
FI,2022-02-05,16732,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.025
FI,2022-02-05,18466,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.05
FI,2022-02-05,20466,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.1
FI,2022-02-05,21815,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.15
FI,2022-02-05,22887,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.2
FI,2022-02-05,23807,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.25
FI,2022-02-05,24633,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.3
FI,2022-02-05,25398,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.35
FI,2022-02-05,26125,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.4
FI,2022-02-05,26827,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.45
FI,2022-02-05,27519,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.5
FI,2022-02-05,28211,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.55
FI,2022-02-05,28913,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.6
FI,2022-02-05,29640,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.65
FI,2022-02-05,30405,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.7
FI,2022-02-05,31231,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.75
FI,2022-02-05,32151,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.8
FI,2022-02-05,33223,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.85
FI,2022-02-05,34572,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.9
FI,2022-02-05,36572,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.95
FI,2022-02-05,38306,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.975
FI,2022-02-05,40323,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.99
FI,2022-02-12,24,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.01
FI,2022-02-12,27,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.025
FI,2022-02-12,30,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.05
FI,2022-02-12,33,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.1
FI,2022-02-12,35,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.15
FI,2022-02-12,37,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.2
FI,2022-02-12,38,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.25
FI,2022-02-12,39,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.3
FI,2022-02-12,41,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.35
FI,2022-02-12,42,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.4
FI,2022-02-12,43,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.45
FI,2022-02-12,44,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.5
FI,2022-02-12,45,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.55
FI,2022-02-12,46,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.6
FI,2022-02-12,47,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.65
FI,2022-02-12,49,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.7
FI,2022-02-12,50,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.75
FI,2022-02-12,51,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.8
FI,2022-02-12,53,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.85
FI,2022-02-12,55,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.9
FI,2022-02-12,58,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.95
FI,2022-02-12,61,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.975
FI,2022-02-12,64,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.99
FI,2022-02-12,25,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.01
FI,2022-02-12,28,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.025
FI,2022-02-12,31,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.05
FI,2022-02-12,34,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.1
FI,2022-02-12,36,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.15
FI,2022-02-12,38,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.2
FI,2022-02-12,40,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.25
FI,2022-02-12,41,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.3
FI,2022-02-12,42,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.35
FI,2022-02-12,44,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.4
FI,2022-02-12,45,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.45
FI,2022-02-12,46,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.5
FI,2022-02-12,47,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.55
FI,2022-02-12,48,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.6
FI,2022-02-12,50,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.65
