"location","scenario_id","origin_date","target_end_date","horizon","target_variable","sample","value"
"BE","D-2022-05-22","2022-05-22","2022-08-13","12 wk","inc death","3","165"
"BE","D-2022-05-22","2022-05-22","2022-08-20","13 wk","inc death","3","167"
"BE","D-2022-05-22","2022-05-22","2022-08-27","14 wk","inc death","3","199"
"BE","D-2022-05-22","2022-05-22","2022-09-03","15 wk","inc death","3","180"
"BE","D-2022-05-22","2022-05-22","2022-09-10","16 wk","inc death","3","168"
"BE","D-2022-05-22","2022-05-22","2022-09-17","17 wk","inc death","3","141"
"BE","D-2022-05-22","2022-05-22","2022-09-24","18 wk","inc death","3","125"
"BE","D-2022-05-22","2022-05-22","2022-10-01","19 wk","inc death","3","125"
"BE","D-2022-05-22","2022-05-22","2022-10-08","20 wk","inc death","3","92"
"BE","D-2022-05-22","2022-05-22","2022-10-15","21 wk","inc death","3","78"
"BE","D-2022-05-22","2022-05-22","2022-10-22","22 wk","inc death","3","78"
"BE","D-2022-05-22","2022-05-22","2022-10-29","23 wk","inc death","3","73"
"BE","D-2022-05-22","2022-05-22","2022-11-05","24 wk","inc death","3","68"
"BE","D-2022-05-22","2022-05-22","2022-11-12","25 wk","inc death","3","78"
"BE","D-2022-05-22","2022-05-22","2022-11-19","26 wk","inc death","3","57"
"BE","D-2022-05-22","2022-05-22","2022-11-26","27 wk","inc death","3","73"
"BE","D-2022-05-22","2022-05-22","2022-12-03","28 wk","inc death","3","64"
"BE","D-2022-05-22","2022-05-22","2022-12-10","29 wk","inc death","3","60"
"BE","D-2022-05-22","2022-05-22","2022-12-17","30 wk","inc death","3","74"
"BE","D-2022-05-22","2022-05-22","2022-12-24","31 wk","inc death","3","55"
"BE","D-2022-05-22","2022-05-22","2022-12-31","32 wk","inc death","3","84"
"BE","D-2022-05-22","2022-05-22","2023-01-07","33 wk","inc death","3","64"
"BE","D-2022-05-22","2022-05-22","2023-01-14","34 wk","inc death","3","72"
"BE","D-2022-05-22","2022-05-22","2023-01-21","35 wk","inc death","3","62"
"BE","D-2022-05-22","2022-05-22","2023-01-28","36 wk","inc death","3","81"
"BE","D-2022-05-22","2022-05-22","2023-02-04","37 wk","inc death","3","89"
"BE","D-2022-05-22","2022-05-22","2023-02-11","38 wk","inc death","3","87"
"BE","D-2022-05-22","2022-05-22","2023-02-18","39 wk","inc death","3","112"
"BE","D-2022-05-22","2022-05-22","2023-02-25","40 wk","inc death","3","101"
"BE","D-2022-05-22","2022-05-22","2023-03-04","41 wk","inc death","3","98"
"BE","D-2022-05-22","2022-05-22","2023-03-11","42 wk","inc death","3","101"
"BE","D-2022-05-22","2022-05-22","2023-03-18","43 wk","inc death","3","96"
"BE","D-2022-05-22","2022-05-22","2023-03-25","44 wk","inc death","3","100"
"BE","D-2022-05-22","2022-05-22","2023-04-01","45 wk","inc death","3","104"
"BE","D-2022-05-22","2022-05-22","2023-04-08","46 wk","inc death","3","104"
"BE","D-2022-05-22","2022-05-22","2023-04-15","47 wk","inc death","3","95"
"BE","D-2022-05-22","2022-05-22","2023-04-22","48 wk","inc death","3","105"
"BE","D-2022-05-22","2022-05-22","2023-04-29","49 wk","inc death","3","104"
"BE","D-2022-05-22","2022-05-22","2023-05-06","50 wk","inc death","3","105"
"BE","D-2022-05-22","2022-05-22","2023-05-13","51 wk","inc death","3","97"
"BE","D-2022-05-22","2022-05-22","2023-05-20","52 wk","inc death","3","85"
"BE","C-2022-05-22","2022-05-22","2022-05-28","1 wk","inc icu","1","79"
"BE","C-2022-05-22","2022-05-22","2022-06-04","2 wk","inc icu","1","63"
"BE","C-2022-05-22","2022-05-22","2022-06-11","3 wk","inc icu","1","48"
"BE","C-2022-05-22","2022-05-22","2022-06-18","4 wk","inc icu","1","58"
"BE","C-2022-05-22","2022-05-22","2022-06-25","5 wk","inc icu","1","51"
"BE","C-2022-05-22","2022-05-22","2022-07-02","6 wk","inc icu","1","60"
"BE","C-2022-05-22","2022-05-22","2022-07-09","7 wk","inc icu","1","71"
"BE","C-2022-05-22","2022-05-22","2022-07-16","8 wk","inc icu","1","64"
"BE","C-2022-05-22","2022-05-22","2022-07-23","9 wk","inc icu","1","67"
"BE","C-2022-05-22","2022-05-22","2022-07-30","10 wk","inc icu","1","66"
"BE","C-2022-05-22","2022-05-22","2022-08-06","11 wk","inc icu","1","82"
"BE","C-2022-05-22","2022-05-22","2022-08-13","12 wk","inc icu","1","74"
"BE","C-2022-05-22","2022-05-22","2022-08-20","13 wk","inc icu","1","75"
"BE","C-2022-05-22","2022-05-22","2022-08-27","14 wk","inc icu","1","68"
"BE","C-2022-05-22","2022-05-22","2022-09-03","15 wk","inc icu","1","66"
"BE","C-2022-05-22","2022-05-22","2022-09-10","16 wk","inc icu","1","79"
"BE","C-2022-05-22","2022-05-22","2022-09-17","17 wk","inc icu","1","45"
"BE","C-2022-05-22","2022-05-22","2022-09-24","18 wk","inc icu","1","60"
"BE","C-2022-05-22","2022-05-22","2022-10-01","19 wk","inc icu","1","69"
"BE","C-2022-05-22","2022-05-22","2022-10-08","20 wk","inc icu","1","89"
"BE","C-2022-05-22","2022-05-22","2022-10-15","21 wk","inc icu","1","97"
"BE","C-2022-05-22","2022-05-22","2022-10-22","22 wk","inc icu","1","96"
"BE","C-2022-05-22","2022-05-22","2022-10-29","23 wk","inc icu","1","95"
"BE","C-2022-05-22","2022-05-22","2022-11-05","24 wk","inc icu","1","110"
"BE","C-2022-05-22","2022-05-22","2022-11-12","25 wk","inc icu","1","109"
"BE","C-2022-05-22","2022-05-22","2022-11-19","26 wk","inc icu","1","108"
"BE","C-2022-05-22","2022-05-22","2022-11-26","27 wk","inc icu","1","82"
"BE","C-2022-05-22","2022-05-22","2022-12-03","28 wk","inc icu","1","83"
"BE","C-2022-05-22","2022-05-22","2022-12-10","29 wk","inc icu","1","78"
"BE","C-2022-05-22","2022-05-22","2022-12-17","30 wk","inc icu","1","68"
"BE","C-2022-05-22","2022-05-22","2022-12-24","31 wk","inc icu","1","58"
"BE","C-2022-05-22","2022-05-22","2022-12-31","32 wk","inc icu","1","75"
"BE","C-2022-05-22","2022-05-22","2023-01-07","33 wk","inc icu","1","54"
"BE","C-2022-05-22","2022-05-22","2023-01-14","34 wk","inc icu","1","56"
"BE","C-2022-05-22","2022-05-22","2023-01-21","35 wk","inc icu","1","66"
"BE","C-2022-05-22","2022-05-22","2023-01-28","36 wk","inc icu","1","74"
"BE","C-2022-05-22","2022-05-22","2023-02-04","37 wk","inc icu","1","78"
"BE","C-2022-05-22","2022-05-22","2023-02-11","38 wk","inc icu","1","57"
"BE","C-2022-05-22","2022-05-22","2023-02-18","39 wk","inc icu","1","68"
"BE","C-2022-05-22","2022-05-22","2023-02-25","40 wk","inc icu","1","85"
"BE","C-2022-05-22","2022-05-22","2023-03-04","41 wk","inc icu","1","90"
"BE","C-2022-05-22","2022-05-22","2023-03-11","42 wk","inc icu","1","79"
"BE","C-2022-05-22","2022-05-22","2023-03-18","43 wk","inc icu","1","83"
"BE","C-2022-05-22","2022-05-22","2023-03-25","44 wk","inc icu","1","94"
"BE","C-2022-05-22","2022-05-22","2023-04-01","45 wk","inc icu","1","91"
"BE","C-2022-05-22","2022-05-22","2023-04-08","46 wk","inc icu","1","107"
"BE","C-2022-05-22","2022-05-22","2023-04-15","47 wk","inc icu","1","81"
"BE","C-2022-05-22","2022-05-22","2023-04-22","48 wk","inc icu","1","79"
"BE","C-2022-05-22","2022-05-22","2023-04-29","49 wk","inc icu","1","101"
"BE","C-2022-05-22","2022-05-22","2023-05-06","50 wk","inc icu","1","96"
"BE","C-2022-05-22","2022-05-22","2023-05-13","51 wk","inc icu","1","69"
"BE","C-2022-05-22","2022-05-22","2023-05-20","52 wk","inc icu","1","86"
"BE","C-2022-05-22","2022-05-22","2022-05-28","1 wk","inc icu","2","84"
"BE","C-2022-05-22","2022-05-22","2022-06-04","2 wk","inc icu","2","79"
"BE","C-2022-05-22","2022-05-22","2022-06-11","3 wk","inc icu","2","92"
"BE","C-2022-05-22","2022-05-22","2022-06-18","4 wk","inc icu","2","102"
"BE","C-2022-05-22","2022-05-22","2022-06-25","5 wk","inc icu","2","98"
"BE","C-2022-05-22","2022-05-22","2022-07-02","6 wk","inc icu","2","96"
"BE","C-2022-05-22","2022-05-22","2022-07-09","7 wk","inc icu","2","128"
"BE","C-2022-05-22","2022-05-22","2022-07-16","8 wk","inc icu","2","125"
"BE","C-2022-05-22","2022-05-22","2022-07-23","9 wk","inc icu","2","110"
"BE","C-2022-05-22","2022-05-22","2022-07-30","10 wk","inc icu","2","107"
"BE","C-2022-05-22","2022-05-22","2022-08-06","11 wk","inc icu","2","108"
"BE","C-2022-05-22","2022-05-22","2022-08-13","12 wk","inc icu","2","91"
"BE","C-2022-05-22","2022-05-22","2022-08-20","13 wk","inc icu","2","106"
"BE","C-2022-05-22","2022-05-22","2022-08-27","14 wk","inc icu","2","78"
"BE","C-2022-05-22","2022-05-22","2022-09-03","15 wk","inc icu","2","83"
"BE","C-2022-05-22","2022-05-22","2022-09-10","16 wk","inc icu","2","89"
"BE","C-2022-05-22","2022-05-22","2022-09-17","17 wk","inc icu","2","74"
"BE","C-2022-05-22","2022-05-22","2022-09-24","18 wk","inc icu","2","92"
"BE","C-2022-05-22","2022-05-22","2022-10-01","19 wk","inc icu","2","110"
"BE","C-2022-05-22","2022-05-22","2022-10-08","20 wk","inc icu","2","130"
"BE","C-2022-05-22","2022-05-22","2022-10-15","21 wk","inc icu","2","159"
"BE","C-2022-05-22","2022-05-22","2022-10-22","22 wk","inc icu","2","159"
"BE","C-2022-05-22","2022-05-22","2022-10-29","23 wk","inc icu","2","193"
"BE","C-2022-05-22","2022-05-22","2022-11-05","24 wk","inc icu","2","169"
"BE","C-2022-05-22","2022-05-22","2022-11-12","25 wk","inc icu","2","157"
"BE","C-2022-05-22","2022-05-22","2022-11-19","26 wk","inc icu","2","136"
"BE","C-2022-05-22","2022-05-22","2022-11-26","27 wk","inc icu","2","130"
"BE","C-2022-05-22","2022-05-22","2022-12-03","28 wk","inc icu","2","100"
"BE","C-2022-05-22","2022-05-22","2022-12-10","29 wk","inc icu","2","102"
"BE","C-2022-05-22","2022-05-22","2022-12-17","30 wk","inc icu","2","106"
"BE","C-2022-05-22","2022-05-22","2022-12-24","31 wk","inc icu","2","92"
"BE","C-2022-05-22","2022-05-22","2022-12-31","32 wk","inc icu","2","84"
"BE","C-2022-05-22","2022-05-22","2023-01-07","33 wk","inc icu","2","87"
"BE","C-2022-05-22","2022-05-22","2023-01-14","34 wk","inc icu","2","87"
"BE","C-2022-05-22","2022-05-22","2023-01-21","35 wk","inc icu","2","84"
"BE","C-2022-05-22","2022-05-22","2023-01-28","36 wk","inc icu","2","107"
"BE","C-2022-05-22","2022-05-22","2023-02-04","37 wk","inc icu","2","93"
"BE","C-2022-05-22","2022-05-22","2023-02-11","38 wk","inc icu","2","111"
"BE","C-2022-05-22","2022-05-22","2023-02-18","39 wk","inc icu","2","116"
"BE","C-2022-05-22","2022-05-22","2023-02-25","40 wk","inc icu","2","135"
"BE","C-2022-05-22","2022-05-22","2023-03-04","41 wk","inc icu","2","101"
"BE","C-2022-05-22","2022-05-22","2023-03-11","42 wk","inc icu","2","116"
"BE","C-2022-05-22","2022-05-22","2023-03-18","43 wk","inc icu","2","125"
"BE","C-2022-05-22","2022-05-22","2023-03-25","44 wk","inc icu","2","155"
"BE","C-2022-05-22","2022-05-22","2023-04-01","45 wk","inc icu","2","140"
"BE","C-2022-05-22","2022-05-22","2023-04-08","46 wk","inc icu","2","151"
"BE","C-2022-05-22","2022-05-22","2023-04-15","47 wk","inc icu","2","139"
"BE","C-2022-05-22","2022-05-22","2023-04-22","48 wk","inc icu","2","140"
"BE","C-2022-05-22","2022-05-22","2023-04-29","49 wk","inc icu","2","131"
"BE","C-2022-05-22","2022-05-22","2023-05-06","50 wk","inc icu","2","146"
"BE","C-2022-05-22","2022-05-22","2023-05-13","51 wk","inc icu","2","111"
"BE","C-2022-05-22","2022-05-22","2023-05-20","52 wk","inc icu","2","116"
"BE","C-2022-05-22","2022-05-22","2022-05-28","1 wk","inc icu","3","78"
"BE","C-2022-05-22","2022-05-22","2022-06-04","2 wk","inc icu","3","65"
"BE","C-2022-05-22","2022-05-22","2022-06-11","3 wk","inc icu","3","76"
"BE","C-2022-05-22","2022-05-22","2022-06-18","4 wk","inc icu","3","81"
"BE","C-2022-05-22","2022-05-22","2022-06-25","5 wk","inc icu","3","68"
"BE","C-2022-05-22","2022-05-22","2022-07-02","6 wk","inc icu","3","63"
"BE","C-2022-05-22","2022-05-22","2022-07-09","7 wk","inc icu","3","95"
"BE","C-2022-05-22","2022-05-22","2022-07-16","8 wk","inc icu","3","93"
"BE","C-2022-05-22","2022-05-22","2022-07-23","9 wk","inc icu","3","108"
"BE","C-2022-05-22","2022-05-22","2022-07-30","10 wk","inc icu","3","131"
"BE","C-2022-05-22","2022-05-22","2022-08-06","11 wk","inc icu","3","147"
"BE","C-2022-05-22","2022-05-22","2022-08-13","12 wk","inc icu","3","158"
"BE","C-2022-05-22","2022-05-22","2022-08-20","13 wk","inc icu","3","154"
"BE","C-2022-05-22","2022-05-22","2022-08-27","14 wk","inc icu","3","137"
"BE","C-2022-05-22","2022-05-22","2022-09-03","15 wk","inc icu","3","155"
"BE","C-2022-05-22","2022-05-22","2022-09-10","16 wk","inc icu","3","136"
"BE","C-2022-05-22","2022-05-22","2022-09-17","17 wk","inc icu","3","141"
"BE","C-2022-05-22","2022-05-22","2022-09-24","18 wk","inc icu","3","116"
"BE","C-2022-05-22","2022-05-22","2022-10-01","19 wk","inc icu","3","102"
"BE","C-2022-05-22","2022-05-22","2022-10-08","20 wk","inc icu","3","96"
"BE","C-2022-05-22","2022-05-22","2022-10-15","21 wk","inc icu","3","64"
"BE","C-2022-05-22","2022-05-22","2022-10-22","22 wk","inc icu","3","74"
"BE","C-2022-05-22","2022-05-22","2022-10-29","23 wk","inc icu","3","77"
"BE","C-2022-05-22","2022-05-22","2022-11-05","24 wk","inc icu","3","64"
"BE","C-2022-05-22","2022-05-22","2022-11-12","25 wk","inc icu","3","81"
"BE","C-2022-05-22","2022-05-22","2022-11-19","26 wk","inc icu","3","75"
"BE","C-2022-05-22","2022-05-22","2022-11-26","27 wk","inc icu","3","67"
"BE","C-2022-05-22","2022-05-22","2022-12-03","28 wk","inc icu","3","69"
"BE","C-2022-05-22","2022-05-22","2022-12-10","29 wk","inc icu","3","67"
"BE","C-2022-05-22","2022-05-22","2022-12-17","30 wk","inc icu","3","70"
"BE","C-2022-05-22","2022-05-22","2022-12-24","31 wk","inc icu","3","86"
"BE","C-2022-05-22","2022-05-22","2022-12-31","32 wk","inc icu","3","84"
"BE","C-2022-05-22","2022-05-22","2023-01-07","33 wk","inc icu","3","77"
"BE","C-2022-05-22","2022-05-22","2023-01-14","34 wk","inc icu","3","82"
"BE","C-2022-05-22","2022-05-22","2023-01-21","35 wk","inc icu","3","106"
"BE","C-2022-05-22","2022-05-22","2023-01-28","36 wk","inc icu","3","92"
"BE","C-2022-05-22","2022-05-22","2023-02-04","37 wk","inc icu","3","90"
"BE","C-2022-05-22","2022-05-22","2023-02-11","38 wk","inc icu","3","99"
"BE","C-2022-05-22","2022-05-22","2023-02-18","39 wk","inc icu","3","98"
"BE","C-2022-05-22","2022-05-22","2023-02-25","40 wk","inc icu","3","106"
"BE","C-2022-05-22","2022-05-22","2023-03-04","41 wk","inc icu","3","108"
"BE","C-2022-05-22","2022-05-22","2023-03-11","42 wk","inc icu","3","101"
"BE","C-2022-05-22","2022-05-22","2023-03-18","43 wk","inc icu","3","110"
"BE","C-2022-05-22","2022-05-22","2023-03-25","44 wk","inc icu","3","95"
"BE","C-2022-05-22","2022-05-22","2023-04-01","45 wk","inc icu","3","96"
"BE","C-2022-05-22","2022-05-22","2023-04-08","46 wk","inc icu","3","97"
"BE","C-2022-05-22","2022-05-22","2023-04-15","47 wk","inc icu","3","98"
"BE","C-2022-05-22","2022-05-22","2023-04-22","48 wk","inc icu","3","103"
"BE","C-2022-05-22","2022-05-22","2023-04-29","49 wk","inc icu","3","97"
"BE","C-2022-05-22","2022-05-22","2023-05-06","50 wk","inc icu","3","93"
"BE","C-2022-05-22","2022-05-22","2023-05-13","51 wk","inc icu","3","110"
"BE","C-2022-05-22","2022-05-22","2023-05-20","52 wk","inc icu","3","96"
"BE","D-2022-05-22","2022-05-22","2022-05-28","1 wk","inc icu","1","79"
"BE","D-2022-05-22","2022-05-22","2022-06-04","2 wk","inc icu","1","63"
"BE","D-2022-05-22","2022-05-22","2022-06-11","3 wk","inc icu","1","48"
"BE","D-2022-05-22","2022-05-22","2022-06-18","4 wk","inc icu","1","58"
"BE","D-2022-05-22","2022-05-22","2022-06-25","5 wk","inc icu","1","47"
"BE","D-2022-05-22","2022-05-22","2022-07-02","6 wk","inc icu","1","61"
"BE","D-2022-05-22","2022-05-22","2022-07-09","7 wk","inc icu","1","62"
"BE","D-2022-05-22","2022-05-22","2022-07-16","8 wk","inc icu","1","66"
"BE","D-2022-05-22","2022-05-22","2022-07-23","9 wk","inc icu","1","69"
"BE","D-2022-05-22","2022-05-22","2022-07-30","10 wk","inc icu","1","70"
"BE","D-2022-05-22","2022-05-22","2022-08-06","11 wk","inc icu","1","76"
"BE","D-2022-05-22","2022-05-22","2022-08-13","12 wk","inc icu","1","76"
"BE","D-2022-05-22","2022-05-22","2022-08-20","13 wk","inc icu","1","85"
"BE","D-2022-05-22","2022-05-22","2022-08-27","14 wk","inc icu","1","90"
"BE","D-2022-05-22","2022-05-22","2022-09-03","15 wk","inc icu","1","56"
"BE","D-2022-05-22","2022-05-22","2022-09-10","16 wk","inc icu","1","72"
"BE","D-2022-05-22","2022-05-22","2022-09-17","17 wk","inc icu","1","79"
"BE","D-2022-05-22","2022-05-22","2022-09-24","18 wk","inc icu","1","61"
"BE","D-2022-05-22","2022-05-22","2022-10-01","19 wk","inc icu","1","66"
"BE","D-2022-05-22","2022-05-22","2022-10-08","20 wk","inc icu","1","97"
"BE","D-2022-05-22","2022-05-22","2022-10-15","21 wk","inc icu","1","112"
"BE","D-2022-05-22","2022-05-22","2022-10-22","22 wk","inc icu","1","108"
"BE","D-2022-05-22","2022-05-22","2022-10-29","23 wk","inc icu","1","125"
"BE","D-2022-05-22","2022-05-22","2022-11-05","24 wk","inc icu","1","105"
"BE","D-2022-05-22","2022-05-22","2022-11-12","25 wk","inc icu","1","103"
"BE","D-2022-05-22","2022-05-22","2022-11-19","26 wk","inc icu","1","110"
"BE","D-2022-05-22","2022-05-22","2022-11-26","27 wk","inc icu","1","94"
"BE","D-2022-05-22","2022-05-22","2022-12-03","28 wk","inc icu","1","78"
"BE","D-2022-05-22","2022-05-22","2022-12-10","29 wk","inc icu","1","66"
"BE","D-2022-05-22","2022-05-22","2022-12-17","30 wk","inc icu","1","72"
"BE","D-2022-05-22","2022-05-22","2022-12-24","31 wk","inc icu","1","58"
"BE","D-2022-05-22","2022-05-22","2022-12-31","32 wk","inc icu","1","69"
"BE","D-2022-05-22","2022-05-22","2023-01-07","33 wk","inc icu","1","52"
"BE","D-2022-05-22","2022-05-22","2023-01-14","34 wk","inc icu","1","40"
"BE","D-2022-05-22","2022-05-22","2023-01-21","35 wk","inc icu","1","56"
"BE","D-2022-05-22","2022-05-22","2023-01-28","36 wk","inc icu","1","66"
"BE","D-2022-05-22","2022-05-22","2023-02-04","37 wk","inc icu","1","59"
"BE","D-2022-05-22","2022-05-22","2023-02-11","38 wk","inc icu","1","69"
"BE","D-2022-05-22","2022-05-22","2023-02-18","39 wk","inc icu","1","73"
"BE","D-2022-05-22","2022-05-22","2023-02-25","40 wk","inc icu","1","71"
"BE","D-2022-05-22","2022-05-22","2023-03-04","41 wk","inc icu","1","86"
"BE","D-2022-05-22","2022-05-22","2023-03-11","42 wk","inc icu","1","91"
"BE","D-2022-05-22","2022-05-22","2023-03-18","43 wk","inc icu","1","90"
"BE","D-2022-05-22","2022-05-22","2023-03-25","44 wk","inc icu","1","77"
"BE","D-2022-05-22","2022-05-22","2023-04-01","45 wk","inc icu","1","98"
"BE","D-2022-05-22","2022-05-22","2023-04-08","46 wk","inc icu","1","103"
"BE","D-2022-05-22","2022-05-22","2023-04-15","47 wk","inc icu","1","78"
"BE","D-2022-05-22","2022-05-22","2023-04-22","48 wk","inc icu","1","73"
"BE","D-2022-05-22","2022-05-22","2023-04-29","49 wk","inc icu","1","81"
"BE","D-2022-05-22","2022-05-22","2023-05-06","50 wk","inc icu","1","80"
"BE","D-2022-05-22","2022-05-22","2023-05-13","51 wk","inc icu","1","77"
"BE","D-2022-05-22","2022-05-22","2023-05-20","52 wk","inc icu","1","85"
"BE","D-2022-05-22","2022-05-22","2022-05-28","1 wk","inc icu","2","84"
"BE","D-2022-05-22","2022-05-22","2022-06-04","2 wk","inc icu","2","79"
"BE","D-2022-05-22","2022-05-22","2022-06-11","3 wk","inc icu","2","92"
"BE","D-2022-05-22","2022-05-22","2022-06-18","4 wk","inc icu","2","102"
"BE","D-2022-05-22","2022-05-22","2022-06-25","5 wk","inc icu","2","95"
"BE","D-2022-05-22","2022-05-22","2022-07-02","6 wk","inc icu","2","86"
"BE","D-2022-05-22","2022-05-22","2022-07-09","7 wk","inc icu","2","112"
"BE","D-2022-05-22","2022-05-22","2022-07-16","8 wk","inc icu","2","98"
"BE","D-2022-05-22","2022-05-22","2022-07-23","9 wk","inc icu","2","126"
"BE","D-2022-05-22","2022-05-22","2022-07-30","10 wk","inc icu","2","113"
"BE","D-2022-05-22","2022-05-22","2022-08-06","11 wk","inc icu","2","103"
"BE","D-2022-05-22","2022-05-22","2022-08-13","12 wk","inc icu","2","95"
"BE","D-2022-05-22","2022-05-22","2022-08-20","13 wk","inc icu","2","110"
"BE","D-2022-05-22","2022-05-22","2022-08-27","14 wk","inc icu","2","107"
"BE","D-2022-05-22","2022-05-22","2022-09-03","15 wk","inc icu","2","80"
"BE","D-2022-05-22","2022-05-22","2022-09-10","16 wk","inc icu","2","115"
"BE","D-2022-05-22","2022-05-22","2022-09-17","17 wk","inc icu","2","94"
"BE","D-2022-05-22","2022-05-22","2022-09-24","18 wk","inc icu","2","96"
"BE","D-2022-05-22","2022-05-22","2022-10-01","19 wk","inc icu","2","110"
"BE","D-2022-05-22","2022-05-22","2022-10-08","20 wk","inc icu","2","146"
"BE","D-2022-05-22","2022-05-22","2022-10-15","21 wk","inc icu","2","172"
"BE","D-2022-05-22","2022-05-22","2022-10-22","22 wk","inc icu","2","170"
"BE","D-2022-05-22","2022-05-22","2022-10-29","23 wk","inc icu","2","189"
"BE","D-2022-05-22","2022-05-22","2022-11-05","24 wk","inc icu","2","210"
"BE","D-2022-05-22","2022-05-22","2022-11-12","25 wk","inc icu","2","154"
"BE","D-2022-05-22","2022-05-22","2022-11-19","26 wk","inc icu","2","164"
"BE","D-2022-05-22","2022-05-22","2022-11-26","27 wk","inc icu","2","137"
"BE","D-2022-05-22","2022-05-22","2022-12-03","28 wk","inc icu","2","113"
"BE","D-2022-05-22","2022-05-22","2022-12-10","29 wk","inc icu","2","94"
"BE","D-2022-05-22","2022-05-22","2022-12-17","30 wk","inc icu","2","73"
"BE","D-2022-05-22","2022-05-22","2022-12-24","31 wk","inc icu","2","83"
"BE","D-2022-05-22","2022-05-22","2022-12-31","32 wk","inc icu","2","74"
"BE","D-2022-05-22","2022-05-22","2023-01-07","33 wk","inc icu","2","73"
"BE","D-2022-05-22","2022-05-22","2023-01-14","34 wk","inc icu","2","76"
"BE","D-2022-05-22","2022-05-22","2023-01-21","35 wk","inc icu","2","87"
"BE","D-2022-05-22","2022-05-22","2023-01-28","36 wk","inc icu","2","94"
"BE","D-2022-05-22","2022-05-22","2023-02-04","37 wk","inc icu","2","99"
"BE","D-2022-05-22","2022-05-22","2023-02-11","38 wk","inc icu","2","111"
"BE","D-2022-05-22","2022-05-22","2023-02-18","39 wk","inc icu","2","116"
"BE","D-2022-05-22","2022-05-22","2023-02-25","40 wk","inc icu","2","104"
"BE","D-2022-05-22","2022-05-22","2023-03-04","41 wk","inc icu","2","128"
"BE","D-2022-05-22","2022-05-22","2023-03-11","42 wk","inc icu","2","136"
"BE","D-2022-05-22","2022-05-22","2023-03-18","43 wk","inc icu","2","137"
"BE","D-2022-05-22","2022-05-22","2023-03-25","44 wk","inc icu","2","137"
"BE","D-2022-05-22","2022-05-22","2023-04-01","45 wk","inc icu","2","139"
"BE","D-2022-05-22","2022-05-22","2023-04-08","46 wk","inc icu","2","127"
"BE","D-2022-05-22","2022-05-22","2023-04-15","47 wk","inc icu","2","133"
"BE","D-2022-05-22","2022-05-22","2023-04-22","48 wk","inc icu","2","128"
"BE","D-2022-05-22","2022-05-22","2023-04-29","49 wk","inc icu","2","128"
"BE","D-2022-05-22","2022-05-22","2023-05-06","50 wk","inc icu","2","121"
"BE","D-2022-05-22","2022-05-22","2023-05-13","51 wk","inc icu","2","130"
"BE","D-2022-05-22","2022-05-22","2023-05-20","52 wk","inc icu","2","107"
"BE","D-2022-05-22","2022-05-22","2022-05-28","1 wk","inc icu","3","78"
"BE","D-2022-05-22","2022-05-22","2022-06-04","2 wk","inc icu","3","65"
"BE","D-2022-05-22","2022-05-22","2022-06-11","3 wk","inc icu","3","76"
"BE","D-2022-05-22","2022-05-22","2022-06-18","4 wk","inc icu","3","81"
"BE","D-2022-05-22","2022-05-22","2022-06-25","5 wk","inc icu","3","84"
"BE","D-2022-05-22","2022-05-22","2022-07-02","6 wk","inc icu","3","91"
"BE","D-2022-05-22","2022-05-22","2022-07-09","7 wk","inc icu","3","93"
"BE","D-2022-05-22","2022-05-22","2022-07-16","8 wk","inc icu","3","110"
"BE","D-2022-05-22","2022-05-22","2022-07-23","9 wk","inc icu","3","131"
"BE","D-2022-05-22","2022-05-22","2022-07-30","10 wk","inc icu","3","156"
"BE","D-2022-05-22","2022-05-22","2022-08-06","11 wk","inc icu","3","149"
"BE","D-2022-05-22","2022-05-22","2022-08-13","12 wk","inc icu","3","150"
"BE","D-2022-05-22","2022-05-22","2022-08-20","13 wk","inc icu","3","171"
"BE","D-2022-05-22","2022-05-22","2022-08-27","14 wk","inc icu","3","125"
"BE","D-2022-05-22","2022-05-22","2022-09-03","15 wk","inc icu","3","172"
"BE","D-2022-05-22","2022-05-22","2022-09-10","16 wk","inc icu","3","162"
"BE","D-2022-05-22","2022-05-22","2022-09-17","17 wk","inc icu","3","124"
"BE","D-2022-05-22","2022-05-22","2022-09-24","18 wk","inc icu","3","119"
"BE","D-2022-05-22","2022-05-22","2022-10-01","19 wk","inc icu","3","94"
"BE","D-2022-05-22","2022-05-22","2022-10-08","20 wk","inc icu","3","85"
"BE","D-2022-05-22","2022-05-22","2022-10-15","21 wk","inc icu","3","80"
"BE","D-2022-05-22","2022-05-22","2022-10-22","22 wk","inc icu","3","70"
"BE","D-2022-05-22","2022-05-22","2022-10-29","23 wk","inc icu","3","72"
"BE","D-2022-05-22","2022-05-22","2022-11-05","24 wk","inc icu","3","62"
"BE","D-2022-05-22","2022-05-22","2022-11-12","25 wk","inc icu","3","70"
"BE","D-2022-05-22","2022-05-22","2022-11-19","26 wk","inc icu","3","66"
"BE","D-2022-05-22","2022-05-22","2022-11-26","27 wk","inc icu","3","64"
"BE","D-2022-05-22","2022-05-22","2022-12-03","28 wk","inc icu","3","65"
"BE","D-2022-05-22","2022-05-22","2022-12-10","29 wk","inc icu","3","76"
"BE","D-2022-05-22","2022-05-22","2022-12-17","30 wk","inc icu","3","67"
"BE","D-2022-05-22","2022-05-22","2022-12-24","31 wk","inc icu","3","56"
"BE","D-2022-05-22","2022-05-22","2022-12-31","32 wk","inc icu","3","76"
